student_answer,teacher_answer,label,question_id,q_answer,q_stopwords,q_stemmed,q_stem_ordered
"Because after a while small bubbles appeared, but in the next day, bubbles, starting to be more eggshells were disappeared.",A reaction was indicated by the bubbles of gas (a new material) being produced.,1,130,"Because after a while small bubbles appeared, but in the next day, bubbles, starting to be more eggshells were disappeared.",small bubbles appeared day bubbles starting eggshells disappeared,small bubbl appear day bubbl start eggshel disappear,appear bubbl bubbl day disappear eggshel small start
She made a reaction because it started to bubble after a while.,A reaction was indicated by the bubbles of gas (a new material) being produced.,1,130,"Because after a while small bubbles appeared, but in the next day, bubbles, starting to be more eggshells were disappeared.",reaction started bubble,reaction start bubbl,bubbl reaction start
She made a reaction because bubbles appeared.,A reaction was indicated by the bubbles of gas (a new material) being produced.,1,130,"Because after a while small bubbles appeared, but in the next day, bubbles, starting to be more eggshells were disappeared.",reaction bubbles appeared,reaction bubbl appear,appear bubbl reaction
She did make a reaction by saying that there was bubbles in the cup.,A reaction was indicated by the bubbles of gas (a new material) being produced.,1,130,"Because after a while small bubbles appeared, but in the next day, bubbles, starting to be more eggshells were disappeared.",reaction saying bubbles cup,reaction say bubbl cup,bubbl cup reaction say
The eggshells were gone.,A reaction was indicated by the bubbles of gas (a new material) being produced.,0,130,"Because after a while small bubbles appeared, but in the next day, bubbles, starting to be more eggshells were disappeared.",eggshells gone,eggshel gone,eggshel gone
Grace thinks she made a reaction because bubbles appeared on the eggshells and that is what a reaction is.,A reaction was indicated by the bubbles of gas (a new material) being produced.,1,130,"Because after a while small bubbles appeared, but in the next day, bubbles, starting to be more eggshells were disappeared.",grace thinks reaction bubbles appeared eggshells reaction,grace think reaction bubbl appear eggshel reaction,appear bubbl eggshel grace reaction reaction think
Because there are bubbles and the shells just disappeared.,A reaction was indicated by the bubbles of gas (a new material) being produced.,1,130,"Because after a while small bubbles appeared, but in the next day, bubbles, starting to be more eggshells were disappeared.",bubbles shells disappeared,bubbl shell disappear,bubbl disappear shell
There was bubbles but just there was a gas.,A reaction was indicated by the bubbles of gas (a new material) being produced.,0,130,"Because after a while small bubbles appeared, but in the next day, bubbles, starting to be more eggshells were disappeared.",bubbles gas,bubbl ga,bubbl ga
Because it was bubbles and fizzing.,A reaction was indicated by the bubbles of gas (a new material) being produced.,1,130,"Because after a while small bubbles appeared, but in the next day, bubbles, starting to be more eggshells were disappeared.",bubbles fizzing,bubbl fizz,bubbl fizz
Because it started bubble.,A reaction was indicated by the bubbles of gas (a new material) being produced.,1,130,"Because after a while small bubbles appeared, but in the next day, bubbles, starting to be more eggshells were disappeared.",started bubble,start bubbl,bubbl start
Because the eggshells bubbled then dissolved.,A reaction was indicated by the bubbles of gas (a new material) being produced.,1,130,"Because after a while small bubbles appeared, but in the next day, bubbles, starting to be more eggshells were disappeared.",eggshells bubbled dissolved,eggshel bubbl dissolv,bubbl dissolv eggshel
Because it bubbled.,A reaction was indicated by the bubbles of gas (a new material) being produced.,1,130,"Because after a while small bubbles appeared, but in the next day, bubbles, starting to be more eggshells were disappeared.",bubbled,bubbl,bubbl
Bubbles on the eggshells.,A reaction was indicated by the bubbles of gas (a new material) being produced.,1,130,"Because after a while small bubbles appeared, but in the next day, bubbles, starting to be more eggshells were disappeared.",bubbles eggshells,bubbl eggshel,bubbl eggshel
Because there were bubbles.,A reaction was indicated by the bubbles of gas (a new material) being produced.,0,130,"Because after a while small bubbles appeared, but in the next day, bubbles, starting to be more eggshells were disappeared.",bubbles,bubbl,bubbl
Because there was bubbles.,A reaction was indicated by the bubbles of gas (a new material) being produced.,1,130,"Because after a while small bubbles appeared, but in the next day, bubbles, starting to be more eggshells were disappeared.",bubbles,bubbl,bubbl
The bubbles made a reaction.,A reaction was indicated by the bubbles of gas (a new material) being produced.,1,130,"Because after a while small bubbles appeared, but in the next day, bubbles, starting to be more eggshells were disappeared.",bubbles reaction,bubbl reaction,bubbl reaction
Because there were gas bubbles.,A reaction was indicated by the bubbles of gas (a new material) being produced.,1,130,"Because after a while small bubbles appeared, but in the next day, bubbles, starting to be more eggshells were disappeared.",gas bubbles,ga bubbl,bubbl ga
Because she use eggshells and vinegar then small bubbles appeared then there were more bubbles the eggshells turned into a liquid.,A reaction was indicated by the bubbles of gas (a new material) being produced.,1,130,"Because after a while small bubbles appeared, but in the next day, bubbles, starting to be more eggshells were disappeared.",use eggshells vinegar small bubbles appeared bubbles eggshells turned liquid,use eggshel vinegar small bubbl appear bubbl eggshel turn liquid,appear bubbl bubbl eggshel eggshel liquid small turn use vinegar
Because a reaction is where something combines and changes start which is a fizz or bubbles.,A reaction was indicated by the bubbles of gas (a new material) being produced.,1,130,"Because after a while small bubbles appeared, but in the next day, bubbles, starting to be more eggshells were disappeared.",reaction combines changes start fizz bubbles,reaction combin chang start fizz bubbl,bubbl chang combin fizz reaction start
Because there were a lot of bubbles. That one of the effects of a reaction.,A reaction was indicated by the bubbles of gas (a new material) being produced.,1,130,"Because after a while small bubbles appeared, but in the next day, bubbles, starting to be more eggshells were disappeared.",lot bubbles effects reaction,lot bubbl effect reaction,bubbl effect lot reaction
Because there were gas bubbles.,A reaction was indicated by the bubbles of gas (a new material) being produced.,1,130,"Because after a while small bubbles appeared, but in the next day, bubbles, starting to be more eggshells were disappeared.",gas bubbles,ga bubbl,bubbl ga
It was a slow reaction but when it started to bubble and the shell dissolved it was a reaction.,A reaction was indicated by the bubbles of gas (a new material) being produced.,1,130,"Because after a while small bubbles appeared, but in the next day, bubbles, starting to be more eggshells were disappeared.",slow reaction started bubble shell dissolved reaction,slow reaction start bubbl shell dissolv reaction,bubbl dissolv reaction reaction shell slow start
Because there was a lot of bubbles on the eggshell after she added the vinegar.,A reaction was indicated by the bubbles of gas (a new material) being produced.,1,130,"Because after a while small bubbles appeared, but in the next day, bubbles, starting to be more eggshells were disappeared.",lot bubbles eggshell added vinegar,lot bubbl eggshel ad vinegar,ad bubbl eggshel lot vinegar
Because she saw bubbles.,A reaction was indicated by the bubbles of gas (a new material) being produced.,1,130,"Because after a while small bubbles appeared, but in the next day, bubbles, starting to be more eggshells were disappeared.",saw bubbles,saw bubbl,bubbl saw
Because she put eggshells in a cup and covered them with vinegar and after a couple of days she saw that they were gone.,A reaction was indicated by the bubbles of gas (a new material) being produced.,0,130,"Because after a while small bubbles appeared, but in the next day, bubbles, starting to be more eggshells were disappeared.",eggshells cup covered vinegar couple days saw gone,eggshel cup cover vinegar coupl day saw gone,coupl cover cup day eggshel gone saw vinegar
A few bubbles came. Gas.,A reaction was indicated by the bubbles of gas (a new material) being produced.,1,130,"Because after a while small bubbles appeared, but in the next day, bubbles, starting to be more eggshells were disappeared.",bubbles came gas,bubbl came ga,bubbl came ga
Because the egg shells disappeared.,A reaction was indicated by the bubbles of gas (a new material) being produced.,0,130,"Because after a while small bubbles appeared, but in the next day, bubbles, starting to be more eggshells were disappeared.",egg shells disappeared,egg shell disappear,disappear egg shell
She made bubbles and that is a common sign of a reaction.,A reaction was indicated by the bubbles of gas (a new material) being produced.,1,130,"Because after a while small bubbles appeared, but in the next day, bubbles, starting to be more eggshells were disappeared.",bubbles common sign reaction,bubbl common sign reaction,bubbl common reaction sign
Because she mix more there was fizz.,A reaction was indicated by the bubbles of gas (a new material) being produced.,0,130,"Because after a while small bubbles appeared, but in the next day, bubbles, starting to be more eggshells were disappeared.",mix fizz,mix fizz,fizz mix
Because there were more bubbles everyday.,A reaction was indicated by the bubbles of gas (a new material) being produced.,1,130,"Because after a while small bubbles appeared, but in the next day, bubbles, starting to be more eggshells were disappeared.",bubbles everyday,bubbl everyday,bubbl everyday
Because the eggshells bubbled and a few days later the eggshells were gone.,A reaction was indicated by the bubbles of gas (a new material) being produced.,1,130,"Because after a while small bubbles appeared, but in the next day, bubbles, starting to be more eggshells were disappeared.",eggshells bubbled days later eggshells gone,eggshel bubbl day later eggshel gone,bubbl day eggshel eggshel gone later
She did make a reaction because she saw bubbles.,A reaction was indicated by the bubbles of gas (a new material) being produced.,1,130,"Because after a while small bubbles appeared, but in the next day, bubbles, starting to be more eggshells were disappeared.",reaction saw bubbles,reaction saw bubbl,bubbl reaction saw
Because it bubbled.,A reaction was indicated by the bubbles of gas (a new material) being produced.,1,130,"Because after a while small bubbles appeared, but in the next day, bubbles, starting to be more eggshells were disappeared.",bubbled,bubbl,bubbl
Because it was gone.,A reaction was indicated by the bubbles of gas (a new material) being produced.,0,130,"Because after a while small bubbles appeared, but in the next day, bubbles, starting to be more eggshells were disappeared.",gone,gone,gone
Because it had bubbles appearing.,A reaction was indicated by the bubbles of gas (a new material) being produced.,1,130,"Because after a while small bubbles appeared, but in the next day, bubbles, starting to be more eggshells were disappeared.",bubbles appearing,bubbl appear,appear bubbl
It bubbled that is why.,A reaction was indicated by the bubbles of gas (a new material) being produced.,1,130,"Because after a while small bubbles appeared, but in the next day, bubbles, starting to be more eggshells were disappeared.",bubbled,bubbl,bubbl
A reaction was indicated by the bubbles of gas (a new material) being produced.,A reaction was indicated by the bubbles of gas (a new material) being produced.,1,130,"Because after a while small bubbles appeared, but in the next day, bubbles, starting to be more eggshells were disappeared.",reaction indicated bubbles gas new material produced,reaction indic bubbl ga new materi produc,bubbl ga indic materi new produc reaction
