student_answer,teacher_answer,label,question_id,q_answer,q_stopwords,q_stemmed,q_stem_ordered
The cement is heat sink and the wood is heat sink.,A heat sink is any material that absorbs (a lot of) heat.,0,96,The cement is heat sink and the wood is heat sink.,cement heat sink wood heat sink,cement heat sink wood heat sink,cement heat heat sink sink wood
Something that could hold energy.,A heat sink is any material that absorbs (a lot of) heat.,0,96,The cement is heat sink and the wood is heat sink.,hold energy,hold energi,energi hold
A heat sink is an object that can attract heat.,A heat sink is any material that absorbs (a lot of) heat.,1,96,The cement is heat sink and the wood is heat sink.,heat sink object attract heat,heat sink object attract heat,attract heat heat object sink
Heat sink is anything that gets or contains heat.,A heat sink is any material that absorbs (a lot of) heat.,1,96,The cement is heat sink and the wood is heat sink.,heat sink gets contains heat,heat sink get contain heat,contain get heat heat sink
It is when the sun absorbs the water from the sand.,A heat sink is any material that absorbs (a lot of) heat.,0,96,The cement is heat sink and the wood is heat sink.,sun absorbs water sand,sun absorb water sand,absorb sand sun water
A heat sink is something that traps heat in. Like water it heats up and traps the heat to make boiling water.,A heat sink is any material that absorbs (a lot of) heat.,1,96,The cement is heat sink and the wood is heat sink.,heat sink traps heat like water heats traps heat boiling water,heat sink trap heat like water heat trap heat boil water,boil heat heat heat heat like sink trap trap water water
A heat sink is a temperature the water heats up very slowly.,A heat sink is any material that absorbs (a lot of) heat.,0,96,The cement is heat sink and the wood is heat sink.,heat sink temperature water heats slowly,heat sink temperatur water heat slowli,heat heat sink slowli temperatur water
A heat sink heats up slowly and cools down slowly.,A heat sink is any material that absorbs (a lot of) heat.,0,96,The cement is heat sink and the wood is heat sink.,heat sink heats slowly cools slowly,heat sink heat slowli cool slowli,cool heat heat sink slowli slowli
A heat sink is a material that can hold a lot of heats. Heat sink heats up materials.,A heat sink is any material that absorbs (a lot of) heat.,1,96,The cement is heat sink and the wood is heat sink.,heat sink material hold lot heats heat sink heats materials,heat sink materi hold lot heat heat sink heat materi,heat heat heat heat hold lot materi materi sink sink
A heat sink is water that heats up more slowly and cools down more slowly than earth dry materials.,A heat sink is any material that absorbs (a lot of) heat.,0,96,The cement is heat sink and the wood is heat sink.,heat sink water heats slowly cools slowly earth dry materials,heat sink water heat slowli cool slowli earth dri materi,cool dri earth heat heat materi sink slowli slowli water
When the temperature in the thermometer goes down or decreases.,A heat sink is any material that absorbs (a lot of) heat.,0,96,The cement is heat sink and the wood is heat sink.,temperature thermometer goes decreases,temperatur thermomet goe decreas,decreas goe temperatur thermomet
Something that absorbs heat and loses heat slow like water.,A heat sink is any material that absorbs (a lot of) heat.,1,96,The cement is heat sink and the wood is heat sink.,absorbs heat loses heat slow like water,absorb heat lose heat slow like water,absorb heat heat like lose slow water
It is something like dry soil.,A heat sink is any material that absorbs (a lot of) heat.,0,96,The cement is heat sink and the wood is heat sink.,like dry soil,like dri soil,dri like soil
It is an earth material that takes energy and releases it slowly.,A heat sink is any material that absorbs (a lot of) heat.,0,96,The cement is heat sink and the wood is heat sink.,earth material takes energy releases slowly,earth materi take energi releas slowli,earth energi materi releas slowli take
It is an earth material that absorbs energy slowly and releases it slowly.,A heat sink is any material that absorbs (a lot of) heat.,0,96,The cement is heat sink and the wood is heat sink.,earth material absorbs energy slowly releases slowly,earth materi absorb energi slowli releas slowli,absorb earth energi materi releas slowli slowli
A heat sink is an earth material that absorbs energy slowly and releases it slowly.,A heat sink is any material that absorbs (a lot of) heat.,0,96,The cement is heat sink and the wood is heat sink.,heat sink earth material absorbs energy slowly releases slowly,heat sink earth materi absorb energi slowli releas slowli,absorb earth energi heat materi releas sink slowli slowli
It is a material that decreases heat such as water.,A heat sink is any material that absorbs (a lot of) heat.,1,96,The cement is heat sink and the wood is heat sink.,material decreases heat water,materi decreas heat water,decreas heat materi water
When the temperature drops.,A heat sink is any material that absorbs (a lot of) heat.,0,96,The cement is heat sink and the wood is heat sink.,temperature drops,temperatur drop,drop temperatur
When the heat starts to go down.,A heat sink is any material that absorbs (a lot of) heat.,0,96,The cement is heat sink and the wood is heat sink.,heat starts,heat start,heat start
It is a material that may lower heat.,A heat sink is any material that absorbs (a lot of) heat.,0,96,The cement is heat sink and the wood is heat sink.,material lower heat,materi lower heat,heat lower materi
When the temperature drops.,A heat sink is any material that absorbs (a lot of) heat.,0,96,The cement is heat sink and the wood is heat sink.,temperature drops,temperatur drop,drop temperatur
