student_answer,teacher_answer,label,question_id,q_answer,q_stopwords,q_stemmed,q_stem_ordered
The indophenol did not change color with Fruitsnap because it did not have any vitamin C in it.,Fruitsnap contains little or no vitamin C so Fruitsnap does not change the color of the indophenol.,1,83,The indophenol did not change color with Fruitsnap because it did not have any vitamin C in it.,indophenol change color fruitsnap vitamin c,indophenol chang color fruitsnap vitamin c,c chang color fruitsnap indophenol vitamin
It did not change color because Fruitsnap has no vitamin C.,Fruitsnap contains little or no vitamin C so Fruitsnap does not change the color of the indophenol.,1,83,The indophenol did not change color with Fruitsnap because it did not have any vitamin C in it.,change color fruitsnap vitamin c,chang color fruitsnap vitamin c,c chang color fruitsnap vitamin
The indophenol did not change color with the Fruitsnap because the Fruitsnap might not have had vitamin C.,Fruitsnap contains little or no vitamin C so Fruitsnap does not change the color of the indophenol.,1,83,The indophenol did not change color with Fruitsnap because it did not have any vitamin C in it.,indophenol change color fruitsnap fruitsnap vitamin c,indophenol chang color fruitsnap fruitsnap vitamin c,c chang color fruitsnap fruitsnap indophenol vitamin
Because it does not contain vitamin C in Fruitsnap. It contains only sugar.,Fruitsnap contains little or no vitamin C so Fruitsnap does not change the color of the indophenol.,1,83,The indophenol did not change color with Fruitsnap because it did not have any vitamin C in it.,contain vitamin c fruitsnap contains sugar,contain vitamin c fruitsnap contain sugar,c contain contain fruitsnap sugar vitamin
It was probably concentrated or it could have little or no vitamin C.,Fruitsnap contains little or no vitamin C so Fruitsnap does not change the color of the indophenol.,1,83,The indophenol did not change color with Fruitsnap because it did not have any vitamin C in it.,probably concentrated little vitamin c,probabl concentr littl vitamin c,c concentr littl probabl vitamin
Probably because they did something wrong and it did not work.,Fruitsnap contains little or no vitamin C so Fruitsnap does not change the color of the indophenol.,0,83,The indophenol did not change color with Fruitsnap because it did not have any vitamin C in it.,probably wrong work,probabl wrong work,probabl work wrong
Because it does not have a lot of vitamin C.,Fruitsnap contains little or no vitamin C so Fruitsnap does not change the color of the indophenol.,1,83,The indophenol did not change color with Fruitsnap because it did not have any vitamin C in it.,lot vitamin c,lot vitamin c,c lot vitamin
Because it is too bright.,Fruitsnap contains little or no vitamin C so Fruitsnap does not change the color of the indophenol.,0,83,The indophenol did not change color with Fruitsnap because it did not have any vitamin C in it.,bright,bright,bright
Fruitsnap did not change color because it must not have vitamin.,Fruitsnap contains little or no vitamin C so Fruitsnap does not change the color of the indophenol.,1,83,The indophenol did not change color with Fruitsnap because it did not have any vitamin C in it.,fruitsnap change color vitamin,fruitsnap chang color vitamin,chang color fruitsnap vitamin
Because it did not have any vitamin C.,Fruitsnap contains little or no vitamin C so Fruitsnap does not change the color of the indophenol.,1,83,The indophenol did not change color with Fruitsnap because it did not have any vitamin C in it.,vitamin c,vitamin c,c vitamin
