student_answer,teacher_answer,label,question_id,q_answer,q_stopwords,q_stemmed,q_stem_ordered
She would put and back it to a D-cell.,Wendy should hook one end of the wire to the negative side of a D-cell battery and the other end to the positive side of the D-cell battery.,1,122,She would put and back it to a D-cell.,dcell,dcell,dcell
Stick it into the clips and close the switch.,Wendy should hook one end of the wire to the negative side of a D-cell battery and the other end to the positive side of the D-cell battery.,0,122,She would put and back it to a D-cell.,stick clips close switch,stick clip close switch,clip close stick switch
She should hook the extra wire from the wrapping part and connect the wires to the switch and D-cell battery. Then stick a short wire to connect the D-cell and switch.,Wendy should hook one end of the wire to the negative side of a D-cell battery and the other end to the positive side of the D-cell battery.,0,122,She would put and back it to a D-cell.,hook extra wire wrapping connect wires switch dcell battery stick short wire connect dcell switch,hook extra wire wrap connect wire switch dcell batteri stick short wire connect dcell switch,batteri connect connect dcell dcell extra hook short stick switch switch wire wire wire wrap
"Wendy will connect the wire to a D-cell battery and switch, switch optional.",Wendy should hook one end of the wire to the negative side of a D-cell battery and the other end to the positive side of the D-cell battery.,1,122,She would put and back it to a D-cell.,wendy connect wire dcell battery switch switch optional,wendi connect wire dcell batteri switch switch option,batteri connect dcell option switch switch wendi wire
She should hook it to a D-cell.,Wendy should hook one end of the wire to the negative side of a D-cell battery and the other end to the positive side of the D-cell battery.,1,122,She would put and back it to a D-cell.,hook dcell,hook dcell,dcell hook
Hook the wires to the power source.,Wendy should hook one end of the wire to the negative side of a D-cell battery and the other end to the positive side of the D-cell battery.,1,122,She would put and back it to a D-cell.,hook wires power source,hook wire power sourc,hook power sourc wire
Connect it to a battery and a switch.,Wendy should hook one end of the wire to the negative side of a D-cell battery and the other end to the positive side of the D-cell battery.,1,122,She would put and back it to a D-cell.,connect battery switch,connect batteri switch,batteri connect switch
Connect one of the tips of the long wire to the switch. Connect the other long end of the wire to the D-cell and connect the short wire to the D-cell and the switch.,Wendy should hook one end of the wire to the negative side of a D-cell battery and the other end to the positive side of the D-cell battery.,1,122,She would put and back it to a D-cell.,connect tips long wire switch connect long end wire dcell connect short wire dcell switch,connect tip long wire switch connect long end wire dcell connect short wire dcell switch,connect connect connect dcell dcell end long long short switch switch tip wire wire wire
"Hook the wire to a D-cell. Get a switch and another wire hook that wire to the switch. Get something made of metal. Press the top of the nail to the metal thing, they should stick.",Wendy should hook one end of the wire to the negative side of a D-cell battery and the other end to the positive side of the D-cell battery.,0,122,She would put and back it to a D-cell.,hook wire dcell switch wire hook wire switch metal press nail metal thing stick,hook wire dcell switch wire hook wire switch metal press nail metal thing stick,dcell hook hook metal metal nail press stick switch switch thing wire wire wire
Get another wire hook it with the D-cell and the switch get the insulated wire and hook it to the switch and D-cell then turn it on with the switch and there a electromagnet.,Wendy should hook one end of the wire to the negative side of a D-cell battery and the other end to the positive side of the D-cell battery.,1,122,She would put and back it to a D-cell.,wire hook dcell switch insulated wire hook switch dcell turn switch electromagnet,wire hook dcell switch insul wire hook switch dcell turn switch electromagnet,dcell dcell electromagnet hook hook insul switch switch switch turn wire wire
"Get a D-cell and a switch, connect the insulated wire to the switch and battery and you have an electromagnet.",Wendy should hook one end of the wire to the negative side of a D-cell battery and the other end to the positive side of the D-cell battery.,1,122,She would put and back it to a D-cell.,dcell switch connect insulated wire switch battery electromagnet,dcell switch connect insul wire switch batteri electromagnet,batteri connect dcell electromagnet insul switch switch wire
