student_answer,teacher_answer,label,question_id,q_answer,q_stopwords,q_stemmed,q_stem_ordered
The temperature.,Bill must have been using degrees Celsius if 28 is a warm temperature.,0,101,The temperature.,temperature,temperatur,temperatur
Celsius.,Bill must have been using degrees Celsius if 28 is a warm temperature.,1,101,The temperature.,celsius,celsiu,celsiu
A thermometer.,Bill must have been using degrees Celsius if 28 is a warm temperature.,0,101,The temperature.,thermometer,thermomet,thermomet
Celsius.,Bill must have been using degrees Celsius if 28 is a warm temperature.,1,101,The temperature.,celsius,celsiu,celsiu
Celsius.,Bill must have been using degrees Celsius if 28 is a warm temperature.,1,101,The temperature.,celsius,celsiu,celsiu
He used Celsius.,Bill must have been using degrees Celsius if 28 is a warm temperature.,1,101,The temperature.,celsius,celsiu,celsiu
He was using degrees Celsius.,Bill must have been using degrees Celsius if 28 is a warm temperature.,1,101,The temperature.,degrees celsius,degre celsiu,celsiu degre
Celsius and the metric system.,Bill must have been using degrees Celsius if 28 is a warm temperature.,1,101,The temperature.,celsius metric system,celsiu metric system,celsiu metric system
28 F.,Bill must have been using degrees Celsius if 28 is a warm temperature.,0,101,The temperature.,28 f,28 f,28 f
Thermometer.,Bill must have been using degrees Celsius if 28 is a warm temperature.,0,101,The temperature.,thermometer,thermomet,thermomet
The degrees.,Bill must have been using degrees Celsius if 28 is a warm temperature.,0,101,The temperature.,degrees,degre,degre
Celsius.,Bill must have been using degrees Celsius if 28 is a warm temperature.,1,101,The temperature.,celsius,celsiu,celsiu
28 Celsius.,Bill must have been using degrees Celsius if 28 is a warm temperature.,1,101,The temperature.,28 celsius,28 celsiu,28 celsiu
Thermometer.,Bill must have been using degrees Celsius if 28 is a warm temperature.,0,101,The temperature.,thermometer,thermomet,thermomet
A metric system.,Bill must have been using degrees Celsius if 28 is a warm temperature.,1,101,The temperature.,metric system,metric system,metric system
He is using degrees Celsius.,Bill must have been using degrees Celsius if 28 is a warm temperature.,1,101,The temperature.,degrees celsius,degre celsiu,celsiu degre
A thermometer.,Bill must have been using degrees Celsius if 28 is a warm temperature.,0,101,The temperature.,thermometer,thermomet,thermomet
He is using Celsius.,Bill must have been using degrees Celsius if 28 is a warm temperature.,1,101,The temperature.,celsius,celsiu,celsiu
Celsius.,Bill must have been using degrees Celsius if 28 is a warm temperature.,1,101,The temperature.,celsius,celsiu,celsiu
Celsius.,Bill must have been using degrees Celsius if 28 is a warm temperature.,1,101,The temperature.,celsius,celsiu,celsiu
Degree Celsius.,Bill must have been using degrees Celsius if 28 is a warm temperature.,1,101,The temperature.,degree celsius,degre celsiu,celsiu degre
"Nice and warm, about 28 degrees.",Bill must have been using degrees Celsius if 28 is a warm temperature.,0,101,The temperature.,nice warm 28 degrees,nice warm 28 degre,28 degre nice warm
He is using is feeling.,Bill must have been using degrees Celsius if 28 is a warm temperature.,0,101,The temperature.,feeling,feel,feel
He was using going outside estimating.,Bill must have been using degrees Celsius if 28 is a warm temperature.,0,101,The temperature.,going outside estimating,go outsid estim,estim go outsid
Uncle Jen is using Celsius.,Bill must have been using degrees Celsius if 28 is a warm temperature.,1,101,The temperature.,uncle jen celsius,uncl jen celsiu,celsiu jen uncl
Is was 60 milliliters.,Bill must have been using degrees Celsius if 28 is a warm temperature.,0,101,The temperature.,60 milliliters,60 millilit,60 millilit
Thermometer.,Bill must have been using degrees Celsius if 28 is a warm temperature.,0,101,The temperature.,thermometer,thermomet,thermomet
Celsius.,Bill must have been using degrees Celsius if 28 is a warm temperature.,1,101,The temperature.,celsius,celsiu,celsiu
Degree Celsius.,Bill must have been using degrees Celsius if 28 is a warm temperature.,1,101,The temperature.,degree celsius,degre celsiu,celsiu degre
Celsius.,Bill must have been using degrees Celsius if 28 is a warm temperature.,1,101,The temperature.,celsius,celsiu,celsiu
A thermometer.,Bill must have been using degrees Celsius if 28 is a warm temperature.,0,101,The temperature.,thermometer,thermomet,thermomet
Celsius.,Bill must have been using degrees Celsius if 28 is a warm temperature.,1,101,The temperature.,celsius,celsiu,celsiu
Thermometer.,Bill must have been using degrees Celsius if 28 is a warm temperature.,0,101,The temperature.,thermometer,thermomet,thermomet
Celsius.,Bill must have been using degrees Celsius if 28 is a warm temperature.,1,101,The temperature.,celsius,celsiu,celsiu
Thermometer.,Bill must have been using degrees Celsius if 28 is a warm temperature.,0,101,The temperature.,thermometer,thermomet,thermomet
Thermometer.,Bill must have been using degrees Celsius if 28 is a warm temperature.,0,101,The temperature.,thermometer,thermomet,thermomet
Bill must have been using degrees Celsius if 28 is a warm temperature.,Bill must have been using degrees Celsius if 28 is a warm temperature.,1,101,The temperature.,bill degrees celsius 28 warm temperature,bill degre celsiu 28 warm temperatur,28 bill celsiu degre temperatur warm
