student_answer,teacher_answer,label,question_id,q_answer,q_stopwords,q_stemmed,q_stem_ordered
They could use grams to weigh them.,Use a standard unit of mass like grams.,1,33,They could use grams to weigh them.,use grams weigh,use gram weigh,gram use weigh
Use mass pieces.,Use a standard unit of mass like grams.,0,33,They could use grams to weigh them.,use mass pieces,use mass piec,mass piec use
They could both use the metric unit grams.,Use a standard unit of mass like grams.,1,33,They could use grams to weigh them.,use metric unit grams,use metric unit gram,gram metric unit use
They should use the same marbles.,Use a standard unit of mass like grams.,0,33,They could use grams to weigh them.,use marbles,use marbl,marbl use
They should use the same marbles.,Use a standard unit of mass like grams.,0,33,They could use grams to weigh them.,use marbles,use marbl,marbl use
Use little marbles.,Use a standard unit of mass like grams.,0,33,They could use grams to weigh them.,use little marbles,use littl marbl,littl marbl use
"35 grams to a glass case, 60 grams to a big book.",Use a standard unit of mass like grams.,0,33,They could use grams to weigh them.,35 grams glass case 60 grams big book,35 gram glass case 60 gram big book,35 60 big book case glass gram gram
They could redo it to see if they weighed the right mass.,Use a standard unit of mass like grams.,0,33,They could use grams to weigh them.,redo weighed right mass,redo weigh right mass,mass redo right weigh
Use gram or standard unit of measurement.,Use a standard unit of mass like grams.,1,33,They could use grams to weigh them.,use gram standard unit measurement,use gram standard unit measur,gram measur standard unit use
They should use grams instead.,Use a standard unit of mass like grams.,1,33,They could use grams to weigh them.,use grams instead,use gram instead,gram instead use
They should use a standard unit.,Use a standard unit of mass like grams.,1,33,They could use grams to weigh them.,use standard unit,use standard unit,standard unit use
Use a standard unit like grams.,Use a standard unit of mass like grams.,1,33,They could use grams to weigh them.,use standard unit like grams,use standard unit like gram,gram like standard unit use
Because they weighed different but the same answer.,Use a standard unit of mass like grams.,0,33,They could use grams to weigh them.,weighed different answer,weigh differ answer,answer differ weigh
If Jin's and Bee's groups can use a balance beam.,Use a standard unit of mass like grams.,0,33,They could use grams to weigh them.,jins bees groups use balance beam,jin bee group use balanc beam,balanc beam bee group jin use
Always use grams to know who much it weighs.,Use a standard unit of mass like grams.,1,33,They could use grams to weigh them.,use grams know weighs,use gram know weigh,gram know use weigh
They should use a standard measurement to weigh the apple.,Use a standard unit of mass like grams.,1,33,They could use grams to weigh them.,use standard measurement weigh apple,use standard measur weigh appl,appl measur standard use weigh
They can use grams.,Use a standard unit of mass like grams.,1,33,They could use grams to weigh them.,use grams,use gram,gram use
Use the same stuff.,Use a standard unit of mass like grams.,0,33,They could use grams to weigh them.,use stuff,use stuff,stuff use
Weighed the apple again.,Use a standard unit of mass like grams.,0,33,They could use grams to weigh them.,weighed apple,weigh appl,appl weigh
Zero out the balance.,Use a standard unit of mass like grams.,0,33,They could use grams to weigh them.,zero balance,zero balanc,balanc zero
Use a standard like a gram.,Use a standard unit of mass like grams.,1,33,They could use grams to weigh them.,use standard like gram,use standard like gram,gram like standard use
Get the same size apples.,Use a standard unit of mass like grams.,0,33,They could use grams to weigh them.,size apples,size appl,appl size
To use a ruler to see if the 2 apples are different.,Use a standard unit of mass like grams.,0,33,They could use grams to weigh them.,use ruler 2 apples different,use ruler 2 appl differ,2 appl differ ruler use
Use same sized marbles.,Use a standard unit of mass like grams.,0,33,They could use grams to weigh them.,use sized marbles,use size marbl,marbl size use
I think they both did it wrong because we measured it and it was 150.,Use a standard unit of mass like grams.,0,33,They could use grams to weigh them.,think wrong measured 150,think wrong measur 150,150 measur think wrong
They could weigh it.,Use a standard unit of mass like grams.,0,33,They could use grams to weigh them.,weigh,weigh,weigh
They should be with a balance.,Use a standard unit of mass like grams.,0,33,They could use grams to weigh them.,balance,balanc,balanc
Maybe because the marbles are different sizes.,Use a standard unit of mass like grams.,0,33,They could use grams to weigh them.,maybe marbles different sizes,mayb marbl differ size,differ marbl mayb size
"Use grams, use standard.",Use a standard unit of mass like grams.,1,33,They could use grams to weigh them.,use grams use standard,use gram use standard,gram standard use use
"Use a standard, grams.",Use a standard unit of mass like grams.,1,33,They could use grams to weigh them.,use standard grams,use standard gram,gram standard use
They should use grams to weigh the apple.,Use a standard unit of mass like grams.,1,33,They could use grams to weigh them.,use grams weigh apple,use gram weigh appl,appl gram use weigh
Use same size marbles.,Use a standard unit of mass like grams.,0,33,They could use grams to weigh them.,use size marbles,use size marbl,marbl size use
Use the same marbles.,Use a standard unit of mass like grams.,0,33,They could use grams to weigh them.,use marbles,use marbl,marbl use
Use mass pieces.,Use a standard unit of mass like grams.,0,33,They could use grams to weigh them.,use mass pieces,use mass piec,mass piec use
Get the same size.,Use a standard unit of mass like grams.,0,33,They could use grams to weigh them.,size,size,size
One group could use an apple then when they are done the other group could use it.,Use a standard unit of mass like grams.,0,33,They could use grams to weigh them.,group use apple group use,group use appl group use,appl group group use use
Use a standard unit of mass like grams.,Use a standard unit of mass like grams.,1,33,They could use grams to weigh them.,use standard unit mass like grams,use standard unit mass like gram,gram like mass standard unit use
