student_answer,teacher_answer,label,question_id,q_answer,q_stopwords,q_stemmed,q_stem_ordered
As the number of blocks increases the distance decreases.,"The more blocks the truck carries, the less distance the truck travels in 10 seconds.",1,86,As the number of blocks increases the distance decreases.,number blocks increases distance decreases,number block increas distanc decreas,block decreas distanc increas number
As the blocks increase the distance decreases.,"The more blocks the truck carries, the less distance the truck travels in 10 seconds.",1,86,As the number of blocks increases the distance decreases.,blocks increase distance decreases,block increas distanc decreas,block decreas distanc increas
"The more blocks you put on the truck the farther it gets, in meters.","The more blocks the truck carries, the less distance the truck travels in 10 seconds.",0,86,As the number of blocks increases the distance decreases.,blocks truck farther gets meters,block truck farther get meter,block farther get meter truck
"As the number of blocks increases, the distance increase.","The more blocks the truck carries, the less distance the truck travels in 10 seconds.",0,86,As the number of blocks increases the distance decreases.,number blocks increases distance increase,number block increas distanc increas,block distanc increas increas number
The relationship is as the number of blocks increases the distance decreases.,"The more blocks the truck carries, the less distance the truck travels in 10 seconds.",0,86,As the number of blocks increases the distance decreases.,relationship number blocks increases distance decreases,relationship number block increas distanc decreas,block decreas distanc increas number relationship
The more blocks the shorter the distance traveled.,"The more blocks the truck carries, the less distance the truck travels in 10 seconds.",1,86,As the number of blocks increases the distance decreases.,blocks shorter distance traveled,block shorter distanc travel,block distanc shorter travel
Once he added one more the mass was slower and that is what he showed on the graph.,"The more blocks the truck carries, the less distance the truck travels in 10 seconds.",0,86,As the number of blocks increases the distance decreases.,added mass slower showed graph,ad mass slower show graph,ad graph mass show slower
The distance goes up one every time also the number of blocks.,"The more blocks the truck carries, the less distance the truck travels in 10 seconds.",0,86,As the number of blocks increases the distance decreases.,distance goes time number blocks,distanc goe time number block,block distanc goe number time
It went farther with less blocks and it went no farther with more blocks.,"The more blocks the truck carries, the less distance the truck travels in 10 seconds.",0,86,As the number of blocks increases the distance decreases.,went farther blocks went farther blocks,went farther block went farther block,block block farther farther went went
The relationship between the independent and the dependent variable is the more load the slower the truck will go.,"The more blocks the truck carries, the less distance the truck travels in 10 seconds.",0,86,As the number of blocks increases the distance decreases.,relationship independent dependent variable load slower truck,relationship independ depend variabl load slower truck,depend independ load relationship slower truck variabl
