student_answer,teacher_answer,label,question_id,q_answer,q_stopwords,q_stemmed,q_stem_ordered
Earth material get deposited and forms a delta.,Earth materials settle out during deposition.,1,39,Earth material get deposited and forms a delta.,earth material deposited forms delta,earth materi deposit form delta,delta deposit earth form materi
It goes to a different place.,Earth materials settle out during deposition.,1,39,Earth material get deposited and forms a delta.,goes different place,goe differ place,differ goe place
Earth material gets deposited to another place.,Earth materials settle out during deposition.,1,39,Earth material get deposited and forms a delta.,earth material gets deposited place,earth materi get deposit place,deposit earth get materi place
They go to a different place.,Earth materials settle out during deposition.,0,39,Earth material get deposited and forms a delta.,different place,differ place,differ place
The materials like burst away.,Earth materials settle out during deposition.,0,39,Earth material get deposited and forms a delta.,materials like burst away,materi like burst away,away burst like materi
The earth materials that were weathered away by the erosion flow farther in water or just move away from where they were.,Earth materials settle out during deposition.,0,39,Earth material get deposited and forms a delta.,earth materials weathered away erosion flow farther water away,earth materi weather away eros flow farther water away,away away earth eros farther flow materi water weather
During deposition earth materials are moved to different places.,Earth materials settle out during deposition.,0,39,Earth material get deposited and forms a delta.,deposition earth materials moved different places,deposit earth materi move differ place,deposit differ earth materi move place
The eroded earth materials during deposition get deposited to a different area.,Earth materials settle out during deposition.,1,39,Earth material get deposited and forms a delta.,eroded earth materials deposition deposited different area,erod earth materi deposit deposit differ area,area deposit deposit differ earth erod materi
The earth material gets worn away.,Earth materials settle out during deposition.,0,39,Earth material get deposited and forms a delta.,earth material gets worn away,earth materi get worn away,away earth get materi worn
The earth explains the and it will but it will explode.,Earth materials settle out during deposition.,0,39,Earth material get deposited and forms a delta.,earth explains explode,earth explain explod,earth explain explod
What happens to it is that the deposition goes more far away from the stream table.,Earth materials settle out during deposition.,0,39,Earth material get deposited and forms a delta.,happens deposition goes far away stream table,happen deposit goe far away stream tabl,away deposit far goe happen stream tabl
The earth material will break into little pieces.,Earth materials settle out during deposition.,0,39,Earth material get deposited and forms a delta.,earth material break little pieces,earth materi break littl piec,break earth littl materi piec
"First, erosion wears all the materials away. Then, deposition makes a v shaped valley.",Earth materials settle out during deposition.,0,39,Earth material get deposited and forms a delta.,erosion wears materials away deposition makes v shaped valley,eros wear materi away deposit make v shape valley,away deposit eros make materi shape v valley wear
They go to the mouth of river and deposits there.,Earth materials settle out during deposition.,1,39,Earth material get deposited and forms a delta.,mouth river deposits,mouth river deposit,deposit mouth river
"The socks, sand, and clay start to make a bigger canyon.",Earth materials settle out during deposition.,0,39,Earth material get deposited and forms a delta.,socks sand clay start bigger canyon,sock sand clay start bigger canyon,bigger canyon clay sand sock start
The earth materials are carried away and dropped off at the end.,Earth materials settle out during deposition.,0,39,Earth material get deposited and forms a delta.,earth materials carried away dropped end,earth materi carri away drop end,away carri drop earth end materi
The earth materials get carried away during deposition.,Earth materials settle out during deposition.,0,39,Earth material get deposited and forms a delta.,earth materials carried away deposition,earth materi carri away deposit,away carri deposit earth materi
Earth materials get carried away.,Earth materials settle out during deposition.,0,39,Earth material get deposited and forms a delta.,earth materials carried away,earth materi carri away,away carri earth materi
During deposition earth materials would get carried away to a new location.,Earth materials settle out during deposition.,1,39,Earth material get deposited and forms a delta.,deposition earth materials carried away new location,deposit earth materi carri away new locat,away carri deposit earth locat materi new
Earth materials are washed away and settled to the bottom.,Earth materials settle out during deposition.,1,39,Earth material get deposited and forms a delta.,earth materials washed away settled,earth materi wash away settl,away earth materi settl wash
Earth materials are washed downstream and then start to build up land.,Earth materials settle out during deposition.,1,39,Earth material get deposited and forms a delta.,earth materials washed downstream start build land,earth materi wash downstream start build land,build downstream earth land materi start wash
Deposition is when earth materials move from one.,Earth materials settle out during deposition.,1,39,Earth material get deposited and forms a delta.,deposition earth materials,deposit earth materi,deposit earth materi
They are dark in new places.,Earth materials settle out during deposition.,0,39,Earth material get deposited and forms a delta.,dark new places,dark new place,dark new place
The earth materials that have been eroded is deposited at the mouth of a river or stream forming a delta.,Earth materials settle out during deposition.,0,39,Earth material get deposited and forms a delta.,earth materials eroded deposited mouth river stream forming delta,earth materi erod deposit mouth river stream form delta,delta deposit earth erod form materi mouth river stream
It is placed and left in deltas and riverbanks.,Earth materials settle out during deposition.,0,39,Earth material get deposited and forms a delta.,placed left deltas riverbanks,place left delta riverbank,delta left place riverbank
After deposition earth material is carried out to river banks. Deltas form and into the ocean.,Earth materials settle out during deposition.,1,39,Earth material get deposited and forms a delta.,deposition earth material carried river banks deltas form ocean,deposit earth materi carri river bank delta form ocean,bank carri delta deposit earth form materi ocean river
The earth materials were broken down and separated.,Earth materials settle out during deposition.,0,39,Earth material get deposited and forms a delta.,earth materials broken separated,earth materi broken separ,broken earth materi separ
During deposition the materials are getting washed downstream and when the river comes to an opening they get deposited.,Earth materials settle out during deposition.,1,39,Earth material get deposited and forms a delta.,deposition materials getting washed downstream river comes opening deposited,deposit materi get wash downstream river come open deposit,come deposit deposit downstream get materi open river wash
During deposition earth materials get deposited into other places.,Earth materials settle out during deposition.,1,39,Earth material get deposited and forms a delta.,deposition earth materials deposited places,deposit earth materi deposit place,deposit deposit earth materi place
The wearing down of earth material which will deposited.,Earth materials settle out during deposition.,0,39,Earth material get deposited and forms a delta.,wearing earth material deposited,wear earth materi deposit,deposit earth materi wear
During deposition earth material settles to the bottom of a river.,Earth materials settle out during deposition.,1,39,Earth material get deposited and forms a delta.,deposition earth material settles river,deposit earth materi settl river,deposit earth materi river settl
They are carried and stack upon each other and settle to the bottom.,Earth materials settle out during deposition.,0,39,Earth material get deposited and forms a delta.,carried stack settle,carri stack settl,carri settl stack
The earth materials is get carried off to the mouth of a river.,Earth materials settle out during deposition.,0,39,Earth material get deposited and forms a delta.,earth materials carried mouth river,earth materi carri mouth river,carri earth materi mouth river
During deposition earth materials are moved to a different place.,Earth materials settle out during deposition.,0,39,Earth material get deposited and forms a delta.,deposition earth materials moved different place,deposit earth materi move differ place,deposit differ earth materi move place
What happens to earth material during deposition is that the materials are worn away from the earth.,Earth materials settle out during deposition.,0,39,Earth material get deposited and forms a delta.,happens earth material deposition materials worn away earth,happen earth materi deposit materi worn away earth,away deposit earth earth happen materi materi worn
"During deposition earth material is deposited it formed deltas, a canyon, and a channel.",Earth materials settle out during deposition.,1,39,Earth material get deposited and forms a delta.,deposition earth material deposited formed deltas canyon channel,deposit earth materi deposit form delta canyon channel,canyon channel delta deposit deposit earth form materi
Earth materials settle out during deposition.,Earth materials settle out during deposition.,1,39,Earth material get deposited and forms a delta.,earth materials settle deposition,earth materi settl deposit,deposit earth materi settl
