wordcount,stem_g_similarity,stem_j_similarity,stem_c_similarity,stem_ordered_g_similarity,stem_ordered_j_similarity,stem_ordered_c_similarity,q_stemmed_has_30,q_stemmed_has_gram,q_stemmed_has_20,q_stemmed_has_plu,q_stemmed_has_10,q_stemmed_has_right,q_stemmed_has_cup,q_stemmed_has_balanc,q_stemmed_has_tip,q_stemmed_has_ball,q_stemmed_has_mean,q_stemmed_has_weigh,q_stemmed_has_40,q_stemmed_has_weight,q_stemmed_has_heavier,q_stemmed_has_30_gram,q_stemmed_has_gram_20,q_stemmed_has_20_gram,q_stemmed_has_gram_plu,q_stemmed_has_plu_10,q_stemmed_has_10_gram,q_stemmed_has_gram_right,q_stemmed_has_right_cup,q_stemmed_has_cup_balanc,q_stemmed_has_balanc_tip,q_stemmed_has_tip_ball,q_stemmed_has_ball_mean,q_stemmed_has_mean_ball,q_stemmed_has_ball_weigh,q_stemmed_has_weigh_30,q_stemmed_has_gram_40,q_stemmed_has_40_gram,q_stemmed_has_gram_weight,q_stemmed_has_weight_heavier,q_stemmed_has_heavier_30,q_stemmed_has_30_gram_20,q_stemmed_has_gram_20_gram,q_stemmed_has_20_gram_plu,q_stemmed_has_gram_plu_10,q_stemmed_has_plu_10_gram,q_stemmed_has_10_gram_right,q_stemmed_has_gram_right_cup,q_stemmed_has_right_cup_balanc,q_stemmed_has_cup_balanc_tip,q_stemmed_has_balanc_tip_ball,q_stemmed_has_tip_ball_mean,q_stemmed_has_ball_mean_ball,q_stemmed_has_mean_ball_weigh,q_stemmed_has_ball_weigh_30,q_stemmed_has_weigh_30_gram,q_stemmed_has_30_gram_40,q_stemmed_has_gram_40_gram,q_stemmed_has_40_gram_weight,q_stemmed_has_gram_weight_heavier,q_stemmed_has_weight_heavier_30,q_stemmed_has_heavier_30_gram,q_stem_ordered_has_10,q_stem_ordered_has_20,q_stem_ordered_has_30,q_stem_ordered_has_40,q_stem_ordered_has_balanc,q_stem_ordered_has_ball,q_stem_ordered_has_cup,q_stem_ordered_has_gram,q_stem_ordered_has_heavier,q_stem_ordered_has_mean,q_stem_ordered_has_plu,q_stem_ordered_has_right,q_stem_ordered_has_tip,q_stem_ordered_has_weigh,q_stem_ordered_has_weight,q_stem_ordered_has_10_20,q_stem_ordered_has_20_30,q_stem_ordered_has_30_30,q_stem_ordered_has_30_40,q_stem_ordered_has_40_balanc,q_stem_ordered_has_balanc_ball,q_stem_ordered_has_ball_ball,q_stem_ordered_has_ball_cup,q_stem_ordered_has_cup_gram,q_stem_ordered_has_gram_gram,q_stem_ordered_has_gram_heavier,q_stem_ordered_has_heavier_mean,q_stem_ordered_has_mean_plu,q_stem_ordered_has_plu_right,q_stem_ordered_has_right_tip,q_stem_ordered_has_tip_weigh,q_stem_ordered_has_weigh_weight,q_stem_ordered_has_10_20_30,q_stem_ordered_has_20_30_30,q_stem_ordered_has_30_30_30,q_stem_ordered_has_30_30_40,q_stem_ordered_has_30_40_balanc,q_stem_ordered_has_40_balanc_ball,q_stem_ordered_has_balanc_ball_ball,q_stem_ordered_has_ball_ball_cup,q_stem_ordered_has_ball_cup_gram,q_stem_ordered_has_cup_gram_gram,q_stem_ordered_has_gram_gram_gram,q_stem_ordered_has_gram_gram_heavier,q_stem_ordered_has_gram_heavier_mean,q_stem_ordered_has_heavier_mean_plu,q_stem_ordered_has_mean_plu_right,q_stem_ordered_has_plu_right_tip,q_stem_ordered_has_right_tip_weigh,q_stem_ordered_has_tip_weigh_weight
0.0909090909090909,0.11764705882352941,0.0,0.0,0.11764705882352941,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0909090909090909,0.1875,0.125,0.2981,0.1875,0.125,0.2981,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0909090909090909,0.1875,0.125,0.2981,0.1875,0.125,0.2981,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.13636363636363635,0.21052631578947367,0.0,0.0,0.21052631578947367,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.045454545454545456,0.125,0.0625,0.1826,0.125,0.0625,0.1826,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3181818181818182,0.3888888888888889,0.2222222222222222,0.3904,0.3888888888888889,0.2222222222222222,0.3904,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.22727272727272724,0.3157894736842105,0.10526315789473684,0.2108,0.3157894736842105,0.10526315789473684,0.2108,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3181818181818182,0.35294117647058826,0.23529411764705882,0.4216,0.35294117647058826,0.23529411764705882,0.4216,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.18181818181818182,0.23529411764705882,0.11764705882352941,0.2582,0.23529411764705882,0.11764705882352941,0.2582,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4090909090909091,0.42105263157894735,0.21052631578947367,0.3651,0.42105263157894735,0.21052631578947367,0.3651,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
