student_answer,teacher_answer,label,question_id,q_answer,q_stopwords,q_stemmed,q_stem_ordered
No because one has more water.,"Yes. If both solutions are saturated (and at the same temperature), the solutions will both have the same concentration. Once a solution is saturated, the solution cannot get any more concentrated.",0,46,No because one has more water.,water,water,water
"No, because they do not say how much spoons are in there and 250 milliliters is more concentrated.","Yes. If both solutions are saturated (and at the same temperature), the solutions will both have the same concentration. Once a solution is saturated, the solution cannot get any more concentrated.",0,46,No because one has more water.,spoons 250 milliliters concentrated,spoon 250 millilit concentr,250 concentr millilit spoon
No. Because one has more water.,"Yes. If both solutions are saturated (and at the same temperature), the solutions will both have the same concentration. Once a solution is saturated, the solution cannot get any more concentrated.",0,46,No because one has more water.,water,water,water
No because it has to be equal.,"Yes. If both solutions are saturated (and at the same temperature), the solutions will both have the same concentration. Once a solution is saturated, the solution cannot get any more concentrated.",0,46,No because one has more water.,equal,equal,equal
"No, because one has more water.","Yes. If both solutions are saturated (and at the same temperature), the solutions will both have the same concentration. Once a solution is saturated, the solution cannot get any more concentrated.",0,46,No because one has more water.,water,water,water
No they do not because they are not the same amount of water and it will not equal the same.,"Yes. If both solutions are saturated (and at the same temperature), the solutions will both have the same concentration. Once a solution is saturated, the solution cannot get any more concentrated.",0,46,No because one has more water.,water equal,water equal,equal water
"Yes, because if you get the same amount of water from each then weighed it they would measure up to the same amount.","Yes. If both solutions are saturated (and at the same temperature), the solutions will both have the same concentration. Once a solution is saturated, the solution cannot get any more concentrated.",0,46,No because one has more water.,yes water weighed measure,ye water weigh measur,measur water weigh ye
"No, because there is less room for the solute to spread out in Mariella's solution. The material at the bottom is not part of the solution.","Yes. If both solutions are saturated (and at the same temperature), the solutions will both have the same concentration. Once a solution is saturated, the solution cannot get any more concentrated.",0,46,No because one has more water.,room solute spread mariellas solution material solution,room solut spread mariella solut materi solut,mariella materi room solut solut solut spread
Yes because they both have the same amount of solid.,"Yes. If both solutions are saturated (and at the same temperature), the solutions will both have the same concentration. Once a solution is saturated, the solution cannot get any more concentrated.",0,46,No because one has more water.,yes solid,ye solid,solid ye
No because they have the same solid but different amounts of water.,"Yes. If both solutions are saturated (and at the same temperature), the solutions will both have the same concentration. Once a solution is saturated, the solution cannot get any more concentrated.",0,46,No because one has more water.,solid different amounts water,solid differ amount water,amount differ solid water
