student_answer,teacher_answer,label,question_id,q_answer,q_stopwords,q_stemmed,q_stem_ordered
It is the only circuit that will work because the metal is touching the bottom and the wire is touching the bottom of the light.,That circuit is the only circuit that uses all of the correct contact points.,1,118,It is the only circuit that will work because the metal is touching the bottom and the wire is touching the bottom of the light.,circuit work metal touching wire touching light,circuit work metal touch wire touch light,circuit light metal touch touch wire work
C because it is on the square part and on the round ball.,That circuit is the only circuit that uses all of the correct contact points.,0,118,It is the only circuit that will work because the metal is touching the bottom and the wire is touching the bottom of the light.,c square round ball,c squar round ball,ball c round squar
It is the only one because the wire is touching the middle and the battery is touching the side.,That circuit is the only circuit that uses all of the correct contact points.,1,118,It is the only circuit that will work because the metal is touching the bottom and the wire is touching the bottom of the light.,wire touching middle battery touching,wire touch middl batteri touch,batteri middl touch touch wire
It is touching all it need to make it to work.,That circuit is the only circuit that uses all of the correct contact points.,1,118,It is the only circuit that will work because the metal is touching the bottom and the wire is touching the bottom of the light.,touching need work,touch need work,need touch work
The electricity flows through the plus and the minus to a circle to the light bulb.,That circuit is the only circuit that uses all of the correct contact points.,1,118,It is the only circuit that will work because the metal is touching the bottom and the wire is touching the bottom of the light.,electricity flows plus minus circle light bulb,electr flow plu minu circl light bulb,bulb circl electr flow light minu plu
Because the light is touching the battery.,That circuit is the only circuit that uses all of the correct contact points.,1,118,It is the only circuit that will work because the metal is touching the bottom and the wire is touching the bottom of the light.,light touching battery,light touch batteri,batteri light touch
The electricity flow in a complete circle.,That circuit is the only circuit that uses all of the correct contact points.,1,118,It is the only circuit that will work because the metal is touching the bottom and the wire is touching the bottom of the light.,electricity flow complete circle,electr flow complet circl,circl complet electr flow
It is because it is the only one that allows the electricity to go in a complete circuit.,That circuit is the only circuit that uses all of the correct contact points.,1,118,It is the only circuit that will work because the metal is touching the bottom and the wire is touching the bottom of the light.,allows electricity complete circuit,allow electr complet circuit,allow circuit complet electr
It has to run in a circle.,That circuit is the only circuit that uses all of the correct contact points.,0,118,It is the only circuit that will work because the metal is touching the bottom and the wire is touching the bottom of the light.,run circle,run circl,circl run
It is touching both sides of the battery and the light bulb.,That circuit is the only circuit that uses all of the correct contact points.,1,118,It is the only circuit that will work because the metal is touching the bottom and the wire is touching the bottom of the light.,touching sides battery light bulb,touch side batteri light bulb,batteri bulb light side touch
Because it is the only one that will form a complete circuit.,That circuit is the only circuit that uses all of the correct contact points.,1,118,It is the only circuit that will work because the metal is touching the bottom and the wire is touching the bottom of the light.,form complete circuit,form complet circuit,circuit complet form
The wires have to touch the light bulb so like a circle of air to light up the light bulb.,That circuit is the only circuit that uses all of the correct contact points.,1,118,It is the only circuit that will work because the metal is touching the bottom and the wire is touching the bottom of the light.,wires touch light bulb like circle air light light bulb,wire touch light bulb like circl air light light bulb,air bulb bulb circl light light light like touch wire
Because there is a full circuit.,That circuit is the only circuit that uses all of the correct contact points.,1,118,It is the only circuit that will work because the metal is touching the bottom and the wire is touching the bottom of the light.,circuit,circuit,circuit
Because the equal part is touching.,That circuit is the only circuit that uses all of the correct contact points.,0,118,It is the only circuit that will work because the metal is touching the bottom and the wire is touching the bottom of the light.,equal touching,equal touch,equal touch
The negative and positive are on both parts of the battery.,That circuit is the only circuit that uses all of the correct contact points.,1,118,It is the only circuit that will work because the metal is touching the bottom and the wire is touching the bottom of the light.,negative positive parts battery,neg posit part batteri,batteri neg part posit
It will work because the circuit will go through the battery is because the force will go through the battery.,That circuit is the only circuit that uses all of the correct contact points.,0,118,It is the only circuit that will work because the metal is touching the bottom and the wire is touching the bottom of the light.,work circuit battery force battery,work circuit batteri forc batteri,batteri batteri circuit forc work
Because D is the only circuit that is touching the black dot.,That circuit is the only circuit that uses all of the correct contact points.,1,118,It is the only circuit that will work because the metal is touching the bottom and the wire is touching the bottom of the light.,d circuit touching black dot,d circuit touch black dot,black circuit d dot touch
The wire has to touch both sides of the battery and the wire has to touch the middle of the light bulb.,That circuit is the only circuit that uses all of the correct contact points.,1,118,It is the only circuit that will work because the metal is touching the bottom and the wire is touching the bottom of the light.,wire touch sides battery wire touch middle light bulb,wire touch side batteri wire touch middl light bulb,batteri bulb light middl side touch touch wire wire
On the other there is connection with the D-cell with the light.,That circuit is the only circuit that uses all of the correct contact points.,0,118,It is the only circuit that will work because the metal is touching the bottom and the wire is touching the bottom of the light.,connection dcell light,connect dcell light,connect dcell light
It is because answer D's wire starts below the light bulb.,That circuit is the only circuit that uses all of the correct contact points.,0,118,It is the only circuit that will work because the metal is touching the bottom and the wire is touching the bottom of the light.,answer ds wire starts light bulb,answer ds wire start light bulb,answer bulb ds light start wire
The only circuit will work because the 2 wires are put in the right place.,That circuit is the only circuit that uses all of the correct contact points.,1,118,It is the only circuit that will work because the metal is touching the bottom and the wire is touching the bottom of the light.,circuit work 2 wires right place,circuit work 2 wire right place,2 circuit place right wire work
