student_answer,teacher_answer,label,question_id,q_answer,q_stopwords,q_stemmed,q_stem_ordered
No because a string is not made of iron or steel.,"No, string is an insulator, so the pathway would not be completed.",0,112,No because a string is not made of iron or steel.,string iron steel,string iron steel,iron steel string
It would not work. It would have to be a wire to be able to work because it is not metal.,"No, string is an insulator, so the pathway would not be completed.",0,112,No because a string is not made of iron or steel.,work wire able work metal,work wire abl work metal,abl metal wire work work
"No, because string is not made of metal and it cannot conduct electricity.","No, string is an insulator, so the pathway would not be completed.",1,112,No because a string is not made of iron or steel.,string metal conduct electricity,string metal conduct electr,conduct electr metal string
No because it need to be made of metal to conduct electricity.,"No, string is an insulator, so the pathway would not be completed.",1,112,No because a string is not made of iron or steel.,need metal conduct electricity,need metal conduct electr,conduct electr metal need
No because the electricity will not go through the string because it has to be some steel or iron.,"No, string is an insulator, so the pathway would not be completed.",0,112,No because a string is not made of iron or steel.,electricity string steel iron,electr string steel iron,electr iron steel string
Because it will not let electricity through the string.,"No, string is an insulator, so the pathway would not be completed.",1,112,No because a string is not made of iron or steel.,let electricity string,let electr string,electr let string
No it is not metal.,"No, string is an insulator, so the pathway would not be completed.",0,112,No because a string is not made of iron or steel.,metal,metal,metal
No because a piece of string is not a conductor.,"No, string is an insulator, so the pathway would not be completed.",1,112,No because a string is not made of iron or steel.,piece string conductor,piec string conductor,conductor piec string
"No, because Electricity can only go thorough objects that contain metal.","No, string is an insulator, so the pathway would not be completed.",1,112,No because a string is not made of iron or steel.,electricity thorough objects contain metal,electr thorough object contain metal,contain electr metal object thorough
"No, It has to be a wire to connect. The wire has things in it to connect it.","No, string is an insulator, so the pathway would not be completed.",0,112,No because a string is not made of iron or steel.,wire connect wire things connect,wire connect wire thing connect,connect connect thing wire wire
No because string cannot hold the electricity through it.,"No, string is an insulator, so the pathway would not be completed.",1,112,No because a string is not made of iron or steel.,string hold electricity,string hold electr,electr hold string
No because it is not metal and it does not allow electricity to get through.,"No, string is an insulator, so the pathway would not be completed.",1,112,No because a string is not made of iron or steel.,metal allow electricity,metal allow electr,allow electr metal
No. The string is not made of metal.,"No, string is an insulator, so the pathway would not be completed.",0,112,No because a string is not made of iron or steel.,string metal,string metal,metal string
You cannot because a piece of string is not steel metal or iron so it cannot go through.,"No, string is an insulator, so the pathway would not be completed.",1,112,No because a string is not made of iron or steel.,piece string steel metal iron,piec string steel metal iron,iron metal piec steel string
You could not do that because the circuit would not make it.,"No, string is an insulator, so the pathway would not be completed.",0,112,No because a string is not made of iron or steel.,circuit,circuit,circuit
"No, because it is made of thread.","No, string is an insulator, so the pathway would not be completed.",0,112,No because a string is not made of iron or steel.,thread,thread,thread
No because the string had not metal or iron.,"No, string is an insulator, so the pathway would not be completed.",0,112,No because a string is not made of iron or steel.,string metal iron,string metal iron,iron metal string
"No, it will not work because you have to have some kind of metal to make it work.","No, string is an insulator, so the pathway would not be completed.",0,112,No because a string is not made of iron or steel.,work kind metal work,work kind metal work,kind metal work work
No it has to hook up to the D-cell.,"No, string is an insulator, so the pathway would not be completed.",0,112,No because a string is not made of iron or steel.,hook dcell,hook dcell,dcell hook
You cannot because it is an insulator.,"No, string is an insulator, so the pathway would not be completed.",1,112,No because a string is not made of iron or steel.,insulator,insul,insul
"No, because electricity does not flow through string.","No, string is an insulator, so the pathway would not be completed.",1,112,No because a string is not made of iron or steel.,electricity flow string,electr flow string,electr flow string
It could not because electricity cannot go through sting.,"No, string is an insulator, so the pathway would not be completed.",1,112,No because a string is not made of iron or steel.,electricity sting,electr sting,electr sting
"No, because a piece of string does not have electricity in it.","No, string is an insulator, so the pathway would not be completed.",1,112,No because a string is not made of iron or steel.,piece string electricity,piec string electr,electr piec string
No! You need another wire to connection.,"No, string is an insulator, so the pathway would not be completed.",0,112,No because a string is not made of iron or steel.,need wire connection,need wire connect,connect need wire
"No, because it needs a path of electricity. It would need a wire.","No, string is an insulator, so the pathway would not be completed.",1,112,No because a string is not made of iron or steel.,needs path electricity need wire,need path electr need wire,electr need need path wire
"No, because it does not have a wire and it cannot get energy.","No, string is an insulator, so the pathway would not be completed.",0,112,No because a string is not made of iron or steel.,wire energy,wire energi,energi wire
No because a piece of string is not something made of wire and cannot carry electricity through that type of material.,"No, string is an insulator, so the pathway would not be completed.",1,112,No because a string is not made of iron or steel.,piece string wire carry electricity type material,piec string wire carri electr type materi,carri electr materi piec string type wire
"No, because it does not have any metal.","No, string is an insulator, so the pathway would not be completed.",0,112,No because a string is not made of iron or steel.,metal,metal,metal
Yes and why is that up put in the 2 holes and the you can make electricity.,"No, string is an insulator, so the pathway would not be completed.",0,112,No because a string is not made of iron or steel.,yes 2 holes electricity,ye 2 hole electr,2 electr hole ye
"No, because the electricity cannot flow through the yarn.","No, string is an insulator, so the pathway would not be completed.",1,112,No because a string is not made of iron or steel.,electricity flow yarn,electr flow yarn,electr flow yarn
"No, you cannot. That is because it does not conduct electricity.","No, string is an insulator, so the pathway would not be completed.",1,112,No because a string is not made of iron or steel.,conduct electricity,conduct electr,conduct electr
No because you need to have a aluminum foil.,"No, string is an insulator, so the pathway would not be completed.",0,112,No because a string is not made of iron or steel.,need aluminum foil,need aluminum foil,aluminum foil need
You cannot use a piece of string because it has no electricity in it.,"No, string is an insulator, so the pathway would not be completed.",1,112,No because a string is not made of iron or steel.,use piece string electricity,use piec string electr,electr piec string use
No because it is a String.,"No, string is an insulator, so the pathway would not be completed.",0,112,No because a string is not made of iron or steel.,string,string,string
No because the string is not a wire.,"No, string is an insulator, so the pathway would not be completed.",0,112,No because a string is not made of iron or steel.,string wire,string wire,string wire
"You cannot use a piece of string to make a connection because only aluminum, iron, steel and brass can.","No, string is an insulator, so the pathway would not be completed.",1,112,No because a string is not made of iron or steel.,use piece string connection aluminum iron steel brass,use piec string connect aluminum iron steel brass,aluminum brass connect iron piec steel string use
"No, string is an insulator, so the pathway would not be completed.","No, string is an insulator, so the pathway would not be completed.",1,112,No because a string is not made of iron or steel.,string insulator pathway completed,string insul pathway complet,complet insul pathway string
