student_answer,teacher_answer,label,question_id,q_answer,q_stopwords,q_stemmed,q_stem_ordered
I think Overly Orange juice because it took less drops.,Overly Orange takes fewer drops to change the color of indophenol so Overly Orange has a higher concentration of vitamin C.,1,108,I think Overly Orange juice because it took less drops.,think overly orange juice took drops,think overli orang juic took drop,drop juic orang overli think took
"Overly Orange, OO, has more because it has less drops. Luscious Lemon does not have as much as OO because of the drops.",Overly Orange takes fewer drops to change the color of indophenol so Overly Orange has a higher concentration of vitamin C.,1,108,I think Overly Orange juice because it took less drops.,overly orange oo drops luscious lemon oo drops,overli orang oo drop lusciou lemon oo drop,drop drop lemon lusciou oo oo orang overli
"Overly Orange contains higher concentration because the one with the least drops contains most vitamin C. Orange 8, Lemon 13.",Overly Orange takes fewer drops to change the color of indophenol so Overly Orange has a higher concentration of vitamin C.,1,108,I think Overly Orange juice because it took less drops.,overly orange contains higher concentration drops contains vitamin c orange 8 lemon 13,overli orang contain higher concentr drop contain vitamin c orang 8 lemon 13,13 8 c concentr contain contain drop higher lemon orang orang overli vitamin
"Overly Orange contains a higher concentration of vitamin C. The evidence is because if the juice becomes clear with less drops of vitamin C, it means that the vitamin C is strong in that juice.",Overly Orange takes fewer drops to change the color of indophenol so Overly Orange has a higher concentration of vitamin C.,1,108,I think Overly Orange juice because it took less drops.,overly orange contains higher concentration vitamin c evidence juice clear drops vitamin c means vitamin c strong juice,overli orang contain higher concentr vitamin c evid juic clear drop vitamin c mean vitamin c strong juic,c c c clear concentr contain drop evid higher juic juic mean orang overli strong vitamin vitamin vitamin
Overly Orange because orange does contain more color.,Overly Orange takes fewer drops to change the color of indophenol so Overly Orange has a higher concentration of vitamin C.,0,108,I think Overly Orange juice because it took less drops.,overly orange orange contain color,overli orang orang contain color,color contain orang orang overli
Overly Orange because it took fewer drops than Luscious Lemon.,Overly Orange takes fewer drops to change the color of indophenol so Overly Orange has a higher concentration of vitamin C.,1,108,I think Overly Orange juice because it took less drops.,overly orange took fewer drops luscious lemon,overli orang took fewer drop lusciou lemon,drop fewer lemon lusciou orang overli took
Overly Orange contains more vitamin C because they put less drops of Overly into the container.,Overly Orange takes fewer drops to change the color of indophenol so Overly Orange has a higher concentration of vitamin C.,1,108,I think Overly Orange juice because it took less drops.,overly orange contains vitamin c drops overly container,overli orang contain vitamin c drop overli contain,c contain contain drop orang overli overli vitamin
No because if it does not go clear it has no vitamin C.,Overly Orange takes fewer drops to change the color of indophenol so Overly Orange has a higher concentration of vitamin C.,0,108,I think Overly Orange juice because it took less drops.,clear vitamin c,clear vitamin c,c clear vitamin
"Overly Orange contains a higher concentration of vitamin C, because it took less drops to change the color.",Overly Orange takes fewer drops to change the color of indophenol so Overly Orange has a higher concentration of vitamin C.,1,108,I think Overly Orange juice because it took less drops.,overly orange contains higher concentration vitamin c took drops change color,overli orang contain higher concentr vitamin c took drop chang color,c chang color concentr contain drop higher orang overli took vitamin
Overly contains a higher amount of vitamin C in it because it took less indophenol to turn the colored juice clear.,Overly Orange takes fewer drops to change the color of indophenol so Overly Orange has a higher concentration of vitamin C.,0,108,I think Overly Orange juice because it took less drops.,overly contains higher vitamin c took indophenol turn colored juice clear,overli contain higher vitamin c took indophenol turn color juic clear,c clear color contain higher indophenol juic overli took turn vitamin
