student_answer,teacher_answer,label,question_id,q_answer,q_stopwords,q_stemmed,q_stem_ordered
"Yes, Because if things do not move it will not make a sound. Like if you are talking your voice box has to move.",Agree. Vibrations are movements. Vibrations produce sound.,0,34,"Yes, Because if things do not move it will not make a sound. Like if you are talking your voice box has to move.",yes things sound like talking voice box,ye thing sound like talk voic box,box like sound talk thing voic ye
No because it is not true you do not have to move a bottle to make a sound.,Agree. Vibrations are movements. Vibrations produce sound.,0,34,"Yes, Because if things do not move it will not make a sound. Like if you are talking your voice box has to move.",true bottle sound,true bottl sound,bottl sound true
No Because it can travel from air.,Agree. Vibrations are movements. Vibrations produce sound.,0,34,"Yes, Because if things do not move it will not make a sound. Like if you are talking your voice box has to move.",travel air,travel air,air travel
Yes. Because it has vibrations to cause.,Agree. Vibrations are movements. Vibrations produce sound.,1,34,"Yes, Because if things do not move it will not make a sound. Like if you are talking your voice box has to move.",yes vibrations cause,ye vibrat caus,caus vibrat ye
"Yes I agree with her, because when it moves it makes vibrations and that is what helps to make sound and when it is not moving it is not making sound.",Agree. Vibrations are movements. Vibrations produce sound.,1,34,"Yes, Because if things do not move it will not make a sound. Like if you are talking your voice box has to move.",yes agree moves makes vibrations helps sound moving making sound,ye agre move make vibrat help sound move make sound,agre help make make move move sound sound vibrat ye
Yes I agree with Kate because it has to vibrate.,Agree. Vibrations are movements. Vibrations produce sound.,1,34,"Yes, Because if things do not move it will not make a sound. Like if you are talking your voice box has to move.",yes agree kate vibrate,ye agre kate vibrat,agre kate vibrat ye
Yes because it needs to vibration.,Agree. Vibrations are movements. Vibrations produce sound.,1,34,"Yes, Because if things do not move it will not make a sound. Like if you are talking your voice box has to move.",yes needs vibration,ye need vibrat,need vibrat ye
Yes I do agree with Kate. Example: when the wind blows really hard it makes a sound.,Agree. Vibrations are movements. Vibrations produce sound.,0,34,"Yes, Because if things do not move it will not make a sound. Like if you are talking your voice box has to move.",yes agree kate example wind blows hard makes sound,ye agre kate exampl wind blow hard make sound,agre blow exampl hard kate make sound wind ye
I do because sounds can not be made without vibrations.,Agree. Vibrations are movements. Vibrations produce sound.,1,34,"Yes, Because if things do not move it will not make a sound. Like if you are talking your voice box has to move.",sounds vibrations,sound vibrat,sound vibrat
I do not agree because object does not have to move all the time.,Agree. Vibrations are movements. Vibrations produce sound.,0,34,"Yes, Because if things do not move it will not make a sound. Like if you are talking your voice box has to move.",agree object time,agre object time,agre object time
