student_answer,teacher_answer,label,question_id,q_answer,q_stopwords,q_stemmed,q_stem_ordered
"He should put a rock and vinegar into a vial and if the rock has calcite, the water will turn murky.","Put acid on a rock. If the acid fizzes, Phil would know that the rock has calcite.",0,52,"He should put a rock and vinegar into a vial and if the rock has calcite, the water will turn murky.",rock vinegar vial rock calcite water turn murky,rock vinegar vial rock calcit water turn murki,calcit murki rock rock turn vial vinegar water
Cold pour in cup.,"Put acid on a rock. If the acid fizzes, Phil would know that the rock has calcite.",0,52,"He should put a rock and vinegar into a vial and if the rock has calcite, the water will turn murky.",cold pour cup,cold pour cup,cold cup pour
"Put part of the broken rock in the cup. Then add vinegar. If it starts bubbling a lot, it has calcite.","Put acid on a rock. If the acid fizzes, Phil would know that the rock has calcite.",1,52,"He should put a rock and vinegar into a vial and if the rock has calcite, the water will turn murky.",broken rock cup add vinegar starts bubbling lot calcite,broken rock cup add vinegar start bubbl lot calcit,add broken bubbl calcit cup lot rock start vinegar
"He should put a mock rock in a cup of vinegar, and if there is bubbles there is calcite.","Put acid on a rock. If the acid fizzes, Phil would know that the rock has calcite.",1,52,"He should put a rock and vinegar into a vial and if the rock has calcite, the water will turn murky.",mock rock cup vinegar bubbles calcite,mock rock cup vinegar bubbl calcit,bubbl calcit cup mock rock vinegar
"Put the water in the vial and put the calcite in, if the water starts getting murky and bubbles float to the top there is calcite.","Put acid on a rock. If the acid fizzes, Phil would know that the rock has calcite.",0,52,"He should put a rock and vinegar into a vial and if the rock has calcite, the water will turn murky.",water vial calcite water starts getting murky bubbles float calcite,water vial calcit water start get murki bubbl float calcit,bubbl calcit calcit float get murki start vial water water
First find calcite put it in a vial. Second put vinegar in and let it sit. Third pour out the vinegar.,"Put acid on a rock. If the acid fizzes, Phil would know that the rock has calcite.",0,52,"He should put a rock and vinegar into a vial and if the rock has calcite, the water will turn murky.",find calcite vial second vinegar let sit pour vinegar,find calcit vial second vinegar let sit pour vinegar,calcit find let pour second sit vial vinegar vinegar
He should put the rock or mineral in a cup and pour vinegar and if it bubble then it calcite.,"Put acid on a rock. If the acid fizzes, Phil would know that the rock has calcite.",1,52,"He should put a rock and vinegar into a vial and if the rock has calcite, the water will turn murky.",rock mineral cup pour vinegar bubble calcite,rock miner cup pour vinegar bubbl calcit,bubbl calcit cup miner pour rock vinegar
Because vinegar is cold acid is very into now.,"Put acid on a rock. If the acid fizzes, Phil would know that the rock has calcite.",0,52,"He should put a rock and vinegar into a vial and if the rock has calcite, the water will turn murky.",vinegar cold acid,vinegar cold acid,acid cold vinegar
Phil should put the rock in the vial. Then put vinegar in then look for a lot of bubble then put in cold acid in to wait for a few days.,"Put acid on a rock. If the acid fizzes, Phil would know that the rock has calcite.",1,52,"He should put a rock and vinegar into a vial and if the rock has calcite, the water will turn murky.",phil rock vial vinegar look lot bubble cold acid wait days,phil rock vial vinegar look lot bubbl cold acid wait day,acid bubbl cold day look lot phil rock vial vinegar wait
He should put it in a vial with vinegar and then drop only the vinegar on later and when it is done there should be white crystals.,"Put acid on a rock. If the acid fizzes, Phil would know that the rock has calcite.",0,52,"He should put a rock and vinegar into a vial and if the rock has calcite, the water will turn murky.",vial vinegar drop vinegar later white crystals,vial vinegar drop vinegar later white crystal,crystal drop later vial vinegar vinegar white
He would observe the calcite. Look for calcite in rocks. And then when you think you found it put it in the water.,"Put acid on a rock. If the acid fizzes, Phil would know that the rock has calcite.",0,52,"He should put a rock and vinegar into a vial and if the rock has calcite, the water will turn murky.",observe calcite look calcite rocks think found water,observ calcit look calcit rock think found water,calcit calcit found look observ rock think water
He should put a rock in vinegar and look at it. If it bubbles it has calcite in it. That is what he should do.,"Put acid on a rock. If the acid fizzes, Phil would know that the rock has calcite.",1,52,"He should put a rock and vinegar into a vial and if the rock has calcite, the water will turn murky.",rock vinegar look bubbles calcite,rock vinegar look bubbl calcit,bubbl calcit look rock vinegar
Put the rocks in a vial and see if they bubble.,"Put acid on a rock. If the acid fizzes, Phil would know that the rock has calcite.",0,52,"He should put a rock and vinegar into a vial and if the rock has calcite, the water will turn murky.",rocks vial bubble,rock vial bubbl,bubbl rock vial
He should put vinegar in the vial and put then rock inside and look for bubbles.,"Put acid on a rock. If the acid fizzes, Phil would know that the rock has calcite.",1,52,"He should put a rock and vinegar into a vial and if the rock has calcite, the water will turn murky.",vinegar vial rock inside look bubbles,vinegar vial rock insid look bubbl,bubbl insid look rock vial vinegar
Phil should put the rock in the tube. Then put the vinegar in the tube cover the rocks and it should bubble.,"Put acid on a rock. If the acid fizzes, Phil would know that the rock has calcite.",1,52,"He should put a rock and vinegar into a vial and if the rock has calcite, the water will turn murky.",phil rock tube vinegar tube cover rocks bubble,phil rock tube vinegar tube cover rock bubbl,bubbl cover phil rock rock tube tube vinegar
If he has a vial then he should get the rock or mineral in the vial and pour vinegar in the vial to see if he has vials.,"Put acid on a rock. If the acid fizzes, Phil would know that the rock has calcite.",0,52,"He should put a rock and vinegar into a vial and if the rock has calcite, the water will turn murky.",vial rock mineral vial pour vinegar vial vials,vial rock miner vial pour vinegar vial vial,miner pour rock vial vial vial vial vinegar
Put some vinegar in a vial but first put the rock inside then you will see bubbles going so so fast and you have to wait about 2 minutes and you will see it.,"Put acid on a rock. If the acid fizzes, Phil would know that the rock has calcite.",1,52,"He should put a rock and vinegar into a vial and if the rock has calcite, the water will turn murky.",vinegar vial rock inside bubbles going fast wait 2 minutes,vinegar vial rock insid bubbl go fast wait 2 minut,2 bubbl fast go insid minut rock vial vinegar wait
"He should pour the acid on it, then if it has bubbles all over it is calcite.","Put acid on a rock. If the acid fizzes, Phil would know that the rock has calcite.",1,52,"He should put a rock and vinegar into a vial and if the rock has calcite, the water will turn murky.",pour acid bubbles calcite,pour acid bubbl calcit,acid bubbl calcit pour
Put the cold acid and wait for it react.,"Put acid on a rock. If the acid fizzes, Phil would know that the rock has calcite.",0,52,"He should put a rock and vinegar into a vial and if the rock has calcite, the water will turn murky.",cold acid wait react,cold acid wait react,acid cold react wait
Get a rock and put it in a vial and pour acid into the vial. Wait a while and when a while is done look in the evaporating dish with your hand lens.,"Put acid on a rock. If the acid fizzes, Phil would know that the rock has calcite.",0,52,"He should put a rock and vinegar into a vial and if the rock has calcite, the water will turn murky.",rock vial pour acid vial wait look evaporating dish hand lens,rock vial pour acid vial wait look evapor dish hand len,acid dish evapor hand len look pour rock vial vial wait
Phil should pour the cold acid on the rock and if it fizzes it has calcite in it.,"Put acid on a rock. If the acid fizzes, Phil would know that the rock has calcite.",1,52,"He should put a rock and vinegar into a vial and if the rock has calcite, the water will turn murky.",phil pour cold acid rock fizzes calcite,phil pour cold acid rock fizz calcit,acid calcit cold fizz phil pour rock
The color and the want was like. And he can see the hot or cold. And measure and feel it all. And it is stuff.,"Put acid on a rock. If the acid fizzes, Phil would know that the rock has calcite.",0,52,"He should put a rock and vinegar into a vial and if the rock has calcite, the water will turn murky.",color want like hot cold measure feel stuff,color want like hot cold measur feel stuff,cold color feel hot like measur stuff want
He would observe that there are bubbles.,"Put acid on a rock. If the acid fizzes, Phil would know that the rock has calcite.",0,52,"He should put a rock and vinegar into a vial and if the rock has calcite, the water will turn murky.",observe bubbles,observ bubbl,bubbl observ
Put the calcite in the vinegar and you will see bubbles.,"Put acid on a rock. If the acid fizzes, Phil would know that the rock has calcite.",0,52,"He should put a rock and vinegar into a vial and if the rock has calcite, the water will turn murky.",calcite vinegar bubbles,calcit vinegar bubbl,bubbl calcit vinegar
"Vinegar, gas, mineral, rock.","Put acid on a rock. If the acid fizzes, Phil would know that the rock has calcite.",0,52,"He should put a rock and vinegar into a vial and if the rock has calcite, the water will turn murky.",vinegar gas mineral rock,vinegar ga miner rock,ga miner rock vinegar
Because he should put the acid on the rock and see if it fizzes that means it is calcite.,"Put acid on a rock. If the acid fizzes, Phil would know that the rock has calcite.",1,52,"He should put a rock and vinegar into a vial and if the rock has calcite, the water will turn murky.",acid rock fizzes means calcite,acid rock fizz mean calcit,acid calcit fizz mean rock
He can do the vinegar test the evaporation test and the hardness test.,"Put acid on a rock. If the acid fizzes, Phil would know that the rock has calcite.",0,52,"He should put a rock and vinegar into a vial and if the rock has calcite, the water will turn murky.",vinegar test evaporation test hardness test,vinegar test evapor test hard test,evapor hard test test test vinegar
He should put the acid on the rock and observe for a reaction because calcite reacts with acid by making bubbles. So if the rock fizzes it has calcite in it.,"Put acid on a rock. If the acid fizzes, Phil would know that the rock has calcite.",1,52,"He should put a rock and vinegar into a vial and if the rock has calcite, the water will turn murky.",acid rock observe reaction calcite reacts acid making bubbles rock fizzes calcite,acid rock observ reaction calcit react acid make bubbl rock fizz calcit,acid acid bubbl calcit calcit fizz make observ react reaction rock rock
That what calcite to when it is in vinegar.,"Put acid on a rock. If the acid fizzes, Phil would know that the rock has calcite.",0,52,"He should put a rock and vinegar into a vial and if the rock has calcite, the water will turn murky.",calcite vinegar,calcit vinegar,calcit vinegar
Put the rock in vinegar.,"Put acid on a rock. If the acid fizzes, Phil would know that the rock has calcite.",0,52,"He should put a rock and vinegar into a vial and if the rock has calcite, the water will turn murky.",rock vinegar,rock vinegar,rock vinegar
He would put the vinegar into a vial and put the rock in the vial and if it bubbles it is calcite.,"Put acid on a rock. If the acid fizzes, Phil would know that the rock has calcite.",1,52,"He should put a rock and vinegar into a vial and if the rock has calcite, the water will turn murky.",vinegar vial rock vial bubbles calcite,vinegar vial rock vial bubbl calcit,bubbl calcit rock vial vial vinegar
If it bubbles it has calcite.,"Put acid on a rock. If the acid fizzes, Phil would know that the rock has calcite.",0,52,"He should put a rock and vinegar into a vial and if the rock has calcite, the water will turn murky.",bubbles calcite,bubbl calcit,bubbl calcit
If you put the rock in vinegar it should fizzle if it has calcite.,"Put acid on a rock. If the acid fizzes, Phil would know that the rock has calcite.",1,52,"He should put a rock and vinegar into a vial and if the rock has calcite, the water will turn murky.",rock vinegar fizzle calcite,rock vinegar fizzl calcit,calcit fizzl rock vinegar
Put the rock in vinegar and see if it fills.,"Put acid on a rock. If the acid fizzes, Phil would know that the rock has calcite.",0,52,"He should put a rock and vinegar into a vial and if the rock has calcite, the water will turn murky.",rock vinegar fills,rock vinegar fill,fill rock vinegar
"Put acid on a rock. If the acid fizzes, Phil would know that the rock has calcite.","Put acid on a rock. If the acid fizzes, Phil would know that the rock has calcite.",1,52,"He should put a rock and vinegar into a vial and if the rock has calcite, the water will turn murky.",acid rock acid fizzes phil know rock calcite,acid rock acid fizz phil know rock calcit,acid acid calcit fizz know phil rock rock
