student_answer,teacher_answer,label,question_id,q_answer,q_stopwords,q_stemmed,q_stem_ordered
Because so it can tell people to get out of the way in case of a fire.,So that people notice the sound.,1,56,Because so it can tell people to get out of the way in case of a fire.,tell people way case fire,tell peopl way case fire,case fire peopl tell way
Because for the sound.,So that people notice the sound.,0,56,Because so it can tell people to get out of the way in case of a fire.,sound,sound,sound
Because when a house is on fire the fire people turn on their sirens.,So that people notice the sound.,0,56,Because so it can tell people to get out of the way in case of a fire.,house fire fire people turn sirens,hous fire fire peopl turn siren,fire fire hous peopl siren turn
Would by a sound. Because it was high and low enough for someone to hear.,So that people notice the sound.,1,56,Because so it can tell people to get out of the way in case of a fire.,sound high low hear,sound high low hear,hear high low sound
So people can hear.,So that people notice the sound.,1,56,Because so it can tell people to get out of the way in case of a fire.,people hear,peopl hear,hear peopl
Because if someone called 911 they could hear that they are coming.,So that people notice the sound.,1,56,Because so it can tell people to get out of the way in case of a fire.,called 911 hear coming,call 911 hear come,911 call come hear
So when people in cars are driving it tells them to get out of the way.,So that people notice the sound.,1,56,Because so it can tell people to get out of the way in case of a fire.,people cars driving tells way,peopl car drive tell way,car drive peopl tell way
So everyone can hear it.,So that people notice the sound.,1,56,Because so it can tell people to get out of the way in case of a fire.,hear,hear,hear
Because the fire alarm would when a house is on fire.,So that people notice the sound.,0,56,Because so it can tell people to get out of the way in case of a fire.,fire alarm house fire,fire alarm hous fire,alarm fire fire hous
So people would move if it was an emergency.,So that people notice the sound.,1,56,Because so it can tell people to get out of the way in case of a fire.,people emergency,peopl emerg,emerg peopl
So if people heard this high pitch they would know to move or get out of the way.,So that people notice the sound.,1,56,Because so it can tell people to get out of the way in case of a fire.,people heard high pitch know way,peopl heard high pitch know way,heard high know peopl pitch way
So people would know to get out of the way.,So that people notice the sound.,1,56,Because so it can tell people to get out of the way in case of a fire.,people know way,peopl know way,know peopl way
Because it is a big pitch.,So that people notice the sound.,0,56,Because so it can tell people to get out of the way in case of a fire.,big pitch,big pitch,big pitch
So people know there is an emergency.,So that people notice the sound.,1,56,Because so it can tell people to get out of the way in case of a fire.,people know emergency,peopl know emerg,emerg know peopl
Because high pitch is louder. So everyone can hear it because there is a fire.,So that people notice the sound.,1,56,Because so it can tell people to get out of the way in case of a fire.,high pitch louder hear fire,high pitch louder hear fire,fire hear high louder pitch
It gets cars out of the way. So they can get to the fire faster.,So that people notice the sound.,1,56,Because so it can tell people to get out of the way in case of a fire.,gets cars way fire faster,get car way fire faster,car faster fire get way
I think siren.,So that people notice the sound.,0,56,Because so it can tell people to get out of the way in case of a fire.,think siren,think siren,siren think
So people know to move.,So that people notice the sound.,1,56,Because so it can tell people to get out of the way in case of a fire.,people know,peopl know,know peopl
To get people out of the way.,So that people notice the sound.,1,56,Because so it can tell people to get out of the way in case of a fire.,people way,peopl way,peopl way
To get people's attention.,So that people notice the sound.,1,56,Because so it can tell people to get out of the way in case of a fire.,peoples attention,peopl attent,attent peopl
To warn people.,So that people notice the sound.,1,56,Because so it can tell people to get out of the way in case of a fire.,warn people,warn peopl,peopl warn
So people can hear it and pull over.,So that people notice the sound.,1,56,Because so it can tell people to get out of the way in case of a fire.,people hear pull,peopl hear pull,hear peopl pull
To let the people know there are trouble so they need to hurry in the traffic.,So that people notice the sound.,1,56,Because so it can tell people to get out of the way in case of a fire.,let people know trouble need hurry traffic,let peopl know troubl need hurri traffic,hurri know let need peopl traffic troubl
So people could know to get out of the way.,So that people notice the sound.,1,56,Because so it can tell people to get out of the way in case of a fire.,people know way,peopl know way,know peopl way
If something Bad happening to somebody.,So that people notice the sound.,0,56,Because so it can tell people to get out of the way in case of a fire.,bad happening somebody,bad happen somebodi,bad happen somebodi
For the fire drill.,So that people notice the sound.,0,56,Because so it can tell people to get out of the way in case of a fire.,fire drill,fire drill,drill fire
Because the car needs to get to someplace very quick.,So that people notice the sound.,1,56,Because so it can tell people to get out of the way in case of a fire.,car needs someplace quick,car need someplac quick,car need quick someplac
They have that so people can get out of the way.,So that people notice the sound.,1,56,Because so it can tell people to get out of the way in case of a fire.,people way,peopl way,peopl way
So people can hear it and get out of the way. To make people get out of the way.,So that people notice the sound.,1,56,Because so it can tell people to get out of the way in case of a fire.,people hear way people way,peopl hear way peopl way,hear peopl peopl way way
To let the people and people in trouble to know.,So that people notice the sound.,1,56,Because so it can tell people to get out of the way in case of a fire.,let people people trouble know,let peopl peopl troubl know,know let peopl peopl troubl
I think a loud volume so that people hear it not to but the siren does not sound so loud.,So that people notice the sound.,1,56,Because so it can tell people to get out of the way in case of a fire.,think loud volume people hear siren sound loud,think loud volum peopl hear siren sound loud,hear loud loud peopl siren sound think volum
To tell people to move.,So that people notice the sound.,1,56,Because so it can tell people to get out of the way in case of a fire.,tell people,tell peopl,peopl tell
It had a high pitch to warn people.,So that people notice the sound.,1,56,Because so it can tell people to get out of the way in case of a fire.,high pitch warn people,high pitch warn peopl,high peopl pitch warn
Because he does not want noise.,So that people notice the sound.,0,56,Because so it can tell people to get out of the way in case of a fire.,want noise,want nois,nois want
So people know to get out of the way.,So that people notice the sound.,1,56,Because so it can tell people to get out of the way in case of a fire.,people know way,peopl know way,know peopl way
So that people notice the sound.,So that people notice the sound.,1,56,Because so it can tell people to get out of the way in case of a fire.,people notice sound,peopl notic sound,notic peopl sound
