student_answer,teacher_answer,label,question_id,q_answer,q_stopwords,q_stemmed,q_stem_ordered
The small string has the highest pitch than the long one.,"If the string is shorter, the pitch will be higher. If the string is longer, the pitch will be lower.",1,125,The small string has the highest pitch than the long one.,small string highest pitch long,small string highest pitch long,highest long pitch small string
It is different because the little string makes a height sound.,"If the string is shorter, the pitch will be higher. If the string is longer, the pitch will be lower.",1,125,The small string has the highest pitch than the long one.,different little string makes height sound,differ littl string make height sound,differ height littl make sound string
The long string is low. And the short string is high.,"If the string is shorter, the pitch will be higher. If the string is longer, the pitch will be lower.",1,125,The small string has the highest pitch than the long one.,long string low short string high,long string low short string high,high long low short string string
If the small one is high the big one is low that is what it is for the harp.,"If the string is shorter, the pitch will be higher. If the string is longer, the pitch will be lower.",1,125,The small string has the highest pitch than the long one.,small high big low harp,small high big low harp,big harp high low small
"The short string, will make a high sound and a long string will make a low sound. The short string and the long string are different because they are high and low.","If the string is shorter, the pitch will be higher. If the string is longer, the pitch will be lower.",1,125,The small string has the highest pitch than the long one.,short string high sound long string low sound short string long string different high low,short string high sound long string low sound short string long string differ high low,differ high high long long low low short short sound sound string string string string
If you pluck it make a volume.,"If the string is shorter, the pitch will be higher. If the string is longer, the pitch will be lower.",0,125,The small string has the highest pitch than the long one.,pluck volume,pluck volum,pluck volum
A short string being plucked is different than the long string being plucked because the long string has the lowest pitch. And the shortest has the highest pitch.,"If the string is shorter, the pitch will be higher. If the string is longer, the pitch will be lower.",1,125,The small string has the highest pitch than the long one.,short string plucked different long string plucked long string lowest pitch shortest highest pitch,short string pluck differ long string pluck long string lowest pitch shortest highest pitch,differ highest long long lowest pitch pitch pluck pluck short shortest string string string
A little string has a high pitch and a big string has a low pitch.,"If the string is shorter, the pitch will be higher. If the string is longer, the pitch will be lower.",1,125,The small string has the highest pitch than the long one.,little string high pitch big string low pitch,littl string high pitch big string low pitch,big high littl low pitch pitch string string
A short string the vibrations go faster so there is a higher pitch.,"If the string is shorter, the pitch will be higher. If the string is longer, the pitch will be lower.",1,125,The small string has the highest pitch than the long one.,short string vibrations faster higher pitch,short string vibrat faster higher pitch,faster higher pitch short string vibrat
It is different because the short string has a high pitch and the long string has a low pitch.,"If the string is shorter, the pitch will be higher. If the string is longer, the pitch will be lower.",1,125,The small string has the highest pitch than the long one.,different short string high pitch long string low pitch,differ short string high pitch long string low pitch,differ high long low pitch pitch short string string
"Short string high pitch, long string low pitch.","If the string is shorter, the pitch will be higher. If the string is longer, the pitch will be lower.",1,125,The small string has the highest pitch than the long one.,short string high pitch long string low pitch,short string high pitch long string low pitch,high long low pitch pitch short string string
Because the long one has a lower pitch the littler one has a higher pitch.,"If the string is shorter, the pitch will be higher. If the string is longer, the pitch will be lower.",1,125,The small string has the highest pitch than the long one.,long lower pitch littler higher pitch,long lower pitch littler higher pitch,higher littler long lower pitch pitch
How it different is the shorter string has a higher pitch and the long string make a low pitch.,"If the string is shorter, the pitch will be higher. If the string is longer, the pitch will be lower.",1,125,The small string has the highest pitch than the long one.,different shorter string higher pitch long string low pitch,differ shorter string higher pitch long string low pitch,differ higher long low pitch pitch shorter string string
The long string is lower and the short string is louder.,"If the string is shorter, the pitch will be higher. If the string is longer, the pitch will be lower.",1,125,The small string has the highest pitch than the long one.,long string lower short string louder,long string lower short string louder,long louder lower short string string
A long string makes a low sound and a short string makes a high sound.,"If the string is shorter, the pitch will be higher. If the string is longer, the pitch will be lower.",1,125,The small string has the highest pitch than the long one.,long string makes low sound short string makes high sound,long string make low sound short string make high sound,high long low make make short sound sound string string
The siren makes it louder.,"If the string is shorter, the pitch will be higher. If the string is longer, the pitch will be lower.",0,125,The small string has the highest pitch than the long one.,siren makes louder,siren make louder,louder make siren
The long one makes a lower sound but the short one be higher.,"If the string is shorter, the pitch will be higher. If the string is longer, the pitch will be lower.",1,125,The small string has the highest pitch than the long one.,long makes lower sound short higher,long make lower sound short higher,higher long lower make short sound
A shorter string makes a lower pitch and a longer string makes a higher pitch.,"If the string is shorter, the pitch will be higher. If the string is longer, the pitch will be lower.",0,125,The small string has the highest pitch than the long one.,shorter string makes lower pitch longer string makes higher pitch,shorter string make lower pitch longer string make higher pitch,higher longer lower make make pitch pitch shorter string string
Smaller string has high pitch and bigger string has lower pitch.,"If the string is shorter, the pitch will be higher. If the string is longer, the pitch will be lower.",1,125,The small string has the highest pitch than the long one.,smaller string high pitch bigger string lower pitch,smaller string high pitch bigger string lower pitch,bigger high lower pitch pitch smaller string string
It will be too low if you pluck the short string. It is loud when you pluck the long string.,"If the string is shorter, the pitch will be higher. If the string is longer, the pitch will be lower.",0,125,The small string has the highest pitch than the long one.,low pluck short string loud pluck long string,low pluck short string loud pluck long string,long loud low pluck pluck short string string
Lowest string has the highest pitch. Highest string has the lowest pitch.,"If the string is shorter, the pitch will be higher. If the string is longer, the pitch will be lower.",1,125,The small string has the highest pitch than the long one.,lowest string highest pitch highest string lowest pitch,lowest string highest pitch highest string lowest pitch,highest highest lowest lowest pitch pitch string string
Because if you pluck a short string it will make a high pitch.,"If the string is shorter, the pitch will be higher. If the string is longer, the pitch will be lower.",1,125,The small string has the highest pitch than the long one.,pluck short string high pitch,pluck short string high pitch,high pitch pluck short string
The littler string is louder then the big string.,"If the string is shorter, the pitch will be higher. If the string is longer, the pitch will be lower.",0,125,The small string has the highest pitch than the long one.,littler string louder big string,littler string louder big string,big littler louder string string
When you plucked the shorter string it makes a higher.,"If the string is shorter, the pitch will be higher. If the string is longer, the pitch will be lower.",1,125,The small string has the highest pitch than the long one.,plucked shorter string makes higher,pluck shorter string make higher,higher make pluck shorter string
The short string is high and the long one is lower.,"If the string is shorter, the pitch will be higher. If the string is longer, the pitch will be lower.",1,125,The small string has the highest pitch than the long one.,short string high long lower,short string high long lower,high long lower short string
"The long string is going to be lower, the shorter string is going to be higher.","If the string is shorter, the pitch will be higher. If the string is longer, the pitch will be lower.",1,125,The small string has the highest pitch than the long one.,long string going lower shorter string going higher,long string go lower shorter string go higher,go go higher long lower shorter string string
The small string has a higher pitch because you pluck it and it goes so fast that it has a high pitch.,"If the string is shorter, the pitch will be higher. If the string is longer, the pitch will be lower.",1,125,The small string has the highest pitch than the long one.,small string higher pitch pluck goes fast high pitch,small string higher pitch pluck goe fast high pitch,fast goe high higher pitch pitch pluck small string
The long strings make a low pitch sound because the string is long than the others.,"If the string is shorter, the pitch will be higher. If the string is longer, the pitch will be lower.",1,125,The small string has the highest pitch than the long one.,long strings low pitch sound string long,long string low pitch sound string long,long long low pitch sound string string
The sound of a short string is like a ding a long string sounds like a dong.,"If the string is shorter, the pitch will be higher. If the string is longer, the pitch will be lower.",1,125,The small string has the highest pitch than the long one.,sound short string like ding long string sounds like dong,sound short string like ding long string sound like dong,ding dong like like long short sound sound string string
The longer string is lower and the shorter string is higher.,"If the string is shorter, the pitch will be higher. If the string is longer, the pitch will be lower.",1,125,The small string has the highest pitch than the long one.,longer string lower shorter string higher,longer string lower shorter string higher,higher longer lower shorter string string
The shorter strings make a higher sound because the vibrations do not travel as long.,"If the string is shorter, the pitch will be higher. If the string is longer, the pitch will be lower.",1,125,The small string has the highest pitch than the long one.,shorter strings higher sound vibrations travel long,shorter string higher sound vibrat travel long,higher long shorter sound string travel vibrat
The short string has a higher pitch the long string has a lower pitch.,"If the string is shorter, the pitch will be higher. If the string is longer, the pitch will be lower.",1,125,The small string has the highest pitch than the long one.,short string higher pitch long string lower pitch,short string higher pitch long string lower pitch,higher long lower pitch pitch short string string
The longer the string the lower the pitch.,"If the string is shorter, the pitch will be higher. If the string is longer, the pitch will be lower.",1,125,The small string has the highest pitch than the long one.,longer string lower pitch,longer string lower pitch,longer lower pitch string
The small side would have a high pitch Because it vibrates faster.,"If the string is shorter, the pitch will be higher. If the string is longer, the pitch will be lower.",1,125,The small string has the highest pitch than the long one.,small high pitch vibrates faster,small high pitch vibrat faster,faster high pitch small vibrat
Well when you pluck the small string it is a louder pitch Because the smaller string is higher the pitch the Bigger the string the lower the pitch.,"If the string is shorter, the pitch will be higher. If the string is longer, the pitch will be lower.",1,125,The small string has the highest pitch than the long one.,pluck small string louder pitch smaller string higher pitch bigger string lower pitch,pluck small string louder pitch smaller string higher pitch bigger string lower pitch,bigger higher louder lower pitch pitch pitch pluck small smaller string string string
Long will make a higher pitch short will make a lower pitch.,"If the string is shorter, the pitch will be higher. If the string is longer, the pitch will be lower.",0,125,The small string has the highest pitch than the long one.,long higher pitch short lower pitch,long higher pitch short lower pitch,higher long lower pitch pitch short
The short string has a higher pitch. The longer string has a lower pitch.,"If the string is shorter, the pitch will be higher. If the string is longer, the pitch will be lower.",1,125,The small string has the highest pitch than the long one.,short string higher pitch longer string lower pitch,short string higher pitch longer string lower pitch,higher longer lower pitch pitch short string string
The short string will be High and the long string will be low.,"If the string is shorter, the pitch will be higher. If the string is longer, the pitch will be lower.",1,125,The small string has the highest pitch than the long one.,short string high long string low,short string high long string low,high long low short string string
A short string makes a low note because it has less room to vibrate.,"If the string is shorter, the pitch will be higher. If the string is longer, the pitch will be lower.",0,125,The small string has the highest pitch than the long one.,short string makes low note room vibrate,short string make low note room vibrat,low make note room short string vibrat
