student_answer,teacher_answer,label,question_id,q_answer,q_stopwords,q_stemmed,q_stem_ordered
This graph tells me this tree has a lot of rings.,"As time increases, the number of tree rings also increases.",0,80,This graph tells me this tree has a lot of rings.,graph tells tree lot rings,graph tell tree lot ring,graph lot ring tell tree
How long it took to get a number of rings.,"As time increases, the number of tree rings also increases.",0,80,This graph tells me this tree has a lot of rings.,long took number rings,long took number ring,long number ring took
The graph tells you over time how many rings are in the tree.,"As time increases, the number of tree rings also increases.",0,80,This graph tells me this tree has a lot of rings.,graph tells time rings tree,graph tell time ring tree,graph ring tell time tree
The graph tells me that the number of rings is really high.,"As time increases, the number of tree rings also increases.",0,80,This graph tells me this tree has a lot of rings.,graph tells number rings high,graph tell number ring high,graph high number ring tell
It tells me the number of rings grows. So does the time.,"As time increases, the number of tree rings also increases.",1,80,This graph tells me this tree has a lot of rings.,tells number rings grows time,tell number ring grow time,grow number ring tell time
How old the tree is.,"As time increases, the number of tree rings also increases.",0,80,This graph tells me this tree has a lot of rings.,old tree,old tree,old tree
This graph tells me the number of the tree's rings and how long.,"As time increases, the number of tree rings also increases.",0,80,This graph tells me this tree has a lot of rings.,graph tells number trees rings long,graph tell number tree ring long,graph long number ring tell tree
That it goes from 0 and up.,"As time increases, the number of tree rings also increases.",0,80,This graph tells me this tree has a lot of rings.,goes 0,goe 0,0 goe
The number of times it rings and the times.,"As time increases, the number of tree rings also increases.",0,80,This graph tells me this tree has a lot of rings.,number times rings times,number time ring time,number ring time time
That there is a lot of rings and a lot of time.,"As time increases, the number of tree rings also increases.",0,80,This graph tells me this tree has a lot of rings.,lot rings lot time,lot ring lot time,lot lot ring time
I think the graph tells me that all the numbers are common.,"As time increases, the number of tree rings also increases.",0,80,This graph tells me this tree has a lot of rings.,think graph tells numbers common,think graph tell number common,common graph number tell think
It tells me that the older the tree the more rings it has.,"As time increases, the number of tree rings also increases.",1,80,This graph tells me this tree has a lot of rings.,tells older tree rings,tell older tree ring,older ring tell tree
I think this graph tells me that the time is about 25 seconds and the number of tree rings 20 times.,"As time increases, the number of tree rings also increases.",0,80,This graph tells me this tree has a lot of rings.,think graph tells time 25 seconds number tree rings 20 times,think graph tell time 25 second number tree ring 20 time,20 25 graph number ring second tell think time time tree
The graph tells you the number of tree rings.,"As time increases, the number of tree rings also increases.",0,80,This graph tells me this tree has a lot of rings.,graph tells number tree rings,graph tell number tree ring,graph number ring tell tree
That the time goes up.,"As time increases, the number of tree rings also increases.",0,80,This graph tells me this tree has a lot of rings.,time goes,time goe,goe time
The more the time the more the tree rings.,"As time increases, the number of tree rings also increases.",1,80,This graph tells me this tree has a lot of rings.,time tree rings,time tree ring,ring time tree
