student_answer,teacher_answer,label,question_id,q_answer,q_stopwords,q_stemmed,q_stem_ordered
He could see what solid used and he will find out what it is.,Crystals of different materials have different shapes. So the shape will help identify the material.,0,47,He could see what solid used and he will find out what it is.,solid find,solid find,find solid
He should look for the solid material in his house or store.,Crystals of different materials have different shapes. So the shape will help identify the material.,0,47,He could see what solid used and he will find out what it is.,look solid material house store,look solid materi hous store,hous look materi solid store
You can tell by the way the crystals are shaped.,Crystals of different materials have different shapes. So the shape will help identify the material.,1,47,He could see what solid used and he will find out what it is.,tell way crystals shaped,tell way crystal shape,crystal shape tell way
He can probably look in a book or something to find out. All crystals are different.,Crystals of different materials have different shapes. So the shape will help identify the material.,0,47,He could see what solid used and he will find out what it is.,probably look book find crystals different,probabl look book find crystal differ,book crystal differ find look probabl
The crystals help him by making solid materials.,Crystals of different materials have different shapes. So the shape will help identify the material.,0,47,He could see what solid used and he will find out what it is.,crystals help making solid materials,crystal help make solid materi,crystal help make materi solid
Salt.,Crystals of different materials have different shapes. So the shape will help identify the material.,0,47,He could see what solid used and he will find out what it is.,salt,salt,salt
"To see if it was Epsom salt, salt, citric acid or calcium chloride.",Crystals of different materials have different shapes. So the shape will help identify the material.,0,47,He could see what solid used and he will find out what it is.,epsom salt salt citric acid calcium chloride,epsom salt salt citric acid calcium chlorid,acid calcium chlorid citric epsom salt salt
I going to put salt and water and leave it for some days and it is going to turn into crystals.,Crystals of different materials have different shapes. So the shape will help identify the material.,0,47,He could see what solid used and he will find out what it is.,going salt water leave days going turn crystals,go salt water leav day go turn crystal,crystal day go go leav salt turn water
If you put citric acid the crystals will be like a influx.,Crystals of different materials have different shapes. So the shape will help identify the material.,0,47,He could see what solid used and he will find out what it is.,citric acid crystals like influx,citric acid crystal like influx,acid citric crystal influx like
I think it will help be by the shape and what has on it.,Crystals of different materials have different shapes. So the shape will help identify the material.,1,47,He could see what solid used and he will find out what it is.,think help shape,think help shape,help shape think
How they look like x means salt.,Crystals of different materials have different shapes. So the shape will help identify the material.,1,47,He could see what solid used and he will find out what it is.,look like x means salt,look like x mean salt,like look mean salt x
"Since different materials have different crystals, like salt is a x, then you can figure out what material has the same characteristic shape as the crystal that were from that particular solution, then he knows what material was used.",Crystals of different materials have different shapes. So the shape will help identify the material.,1,47,He could see what solid used and he will find out what it is.,different materials different crystals like salt x figure material characteristic shape crystal particular solution knows material,differ materi differ crystal like salt x figur materi characterist shape crystal particular solut know materi,characterist crystal crystal differ differ figur know like materi materi materi particular salt shape solut x
Because by the markings and patterns on the crystals your all to identify them.,Crystals of different materials have different shapes. So the shape will help identify the material.,0,47,He could see what solid used and he will find out what it is.,markings patterns crystals identify,mark pattern crystal identifi,crystal identifi mark pattern
Because no 2 crystals are the same.,Crystals of different materials have different shapes. So the shape will help identify the material.,0,47,He could see what solid used and he will find out what it is.,2 crystals,2 crystal,2 crystal
Because a crystal identifies the solute!,Crystals of different materials have different shapes. So the shape will help identify the material.,0,47,He could see what solid used and he will find out what it is.,crystal identifies solute,crystal identifi solut,crystal identifi solut
He could check the crystals with a magnifying glass.,Crystals of different materials have different shapes. So the shape will help identify the material.,0,47,He could see what solid used and he will find out what it is.,check crystals magnifying glass,check crystal magnifi glass,check crystal glass magnifi
If he has a chart he can just match to whichever one it looks like.,Crystals of different materials have different shapes. So the shape will help identify the material.,1,47,He could see what solid used and he will find out what it is.,chart match whichever looks like,chart match whichev look like,chart like look match whichev
He can mate the crystals to the solid material.,Crystals of different materials have different shapes. So the shape will help identify the material.,0,47,He could see what solid used and he will find out what it is.,mate crystals solid material,mate crystal solid materi,crystal mate materi solid
He would look up that type of crystal in a book and find out what type it is.,Crystals of different materials have different shapes. So the shape will help identify the material.,0,47,He could see what solid used and he will find out what it is.,look type crystal book find type,look type crystal book find type,book crystal find look type type
He could match the crystals with other crystals.,Crystals of different materials have different shapes. So the shape will help identify the material.,0,47,He could see what solid used and he will find out what it is.,match crystals crystals,match crystal crystal,crystal crystal match
Show them the crystals.,Crystals of different materials have different shapes. So the shape will help identify the material.,0,47,He could see what solid used and he will find out what it is.,crystals,crystal,crystal
The crystals might have salt in them.,Crystals of different materials have different shapes. So the shape will help identify the material.,0,47,He could see what solid used and he will find out what it is.,crystals salt,crystal salt,crystal salt
He could compare the crystals to other crystals.,Crystals of different materials have different shapes. So the shape will help identify the material.,0,47,He could see what solid used and he will find out what it is.,compare crystals crystals,compar crystal crystal,compar crystal crystal
Whatever the crystals look most like.,Crystals of different materials have different shapes. So the shape will help identify the material.,1,47,He could see what solid used and he will find out what it is.,crystals look like,crystal look like,crystal like look
He can compare them with other crystals he can make and that will tell him.,Crystals of different materials have different shapes. So the shape will help identify the material.,0,47,He could see what solid used and he will find out what it is.,compare crystals tell,compar crystal tell,compar crystal tell
The crystals can identify what solid was used in the solution by its shape.,Crystals of different materials have different shapes. So the shape will help identify the material.,1,47,He could see what solid used and he will find out what it is.,crystals identify solid solution shape,crystal identifi solid solut shape,crystal identifi shape solid solut
He will know because he will see stuff at the bottom.,Crystals of different materials have different shapes. So the shape will help identify the material.,0,47,He could see what solid used and he will find out what it is.,know stuff,know stuff,know stuff
You can use your own mixtures and see what it looks like.,Crystals of different materials have different shapes. So the shape will help identify the material.,0,47,He could see what solid used and he will find out what it is.,use mixtures looks like,use mixtur look like,like look mixtur use
Because all solid has different crystals.,Crystals of different materials have different shapes. So the shape will help identify the material.,0,47,He could see what solid used and he will find out what it is.,solid different crystals,solid differ crystal,crystal differ solid
Take other crystals and compare to see which ones are kind of the same.,Crystals of different materials have different shapes. So the shape will help identify the material.,0,47,He could see what solid used and he will find out what it is.,crystals compare ones kind,crystal compar one kind,compar crystal kind one
How the crystals were shaped and how they looked.,Crystals of different materials have different shapes. So the shape will help identify the material.,1,47,He could see what solid used and he will find out what it is.,crystals shaped looked,crystal shape look,crystal look shape
He can look at them really hard and compare them with others.,Crystals of different materials have different shapes. So the shape will help identify the material.,1,47,He could see what solid used and he will find out what it is.,look hard compare,look hard compar,compar hard look
Adam can try to make crystals and if the solution he used makes crystals then that is the same solution his friend used.,Crystals of different materials have different shapes. So the shape will help identify the material.,0,47,He could see what solid used and he will find out what it is.,adam try crystals solution makes crystals solution friend,adam tri crystal solut make crystal solut friend,adam crystal crystal friend make solut solut tri
Crystals of different materials have different shapes. So the shape will help identify the material.,Crystals of different materials have different shapes. So the shape will help identify the material.,1,47,He could see what solid used and he will find out what it is.,crystals different materials different shapes shape help identify material,crystal differ materi differ shape shape help identifi materi,crystal differ differ help identifi materi materi shape shape
