student_answer,teacher_answer,label,question_id,q_answer,q_stopwords,q_stemmed,q_stem_ordered
He could use a paper filter decided what he is using or a screen.,Set up evaporation dishes. The water will go into the air (evaporate) and the solid will be left in the dish (crystallize).,0,29,He could use a paper filter decided what he is using or a screen.,use paper filter decided screen,use paper filter decid screen,decid filter paper screen use
He could get a filter and pour the solution into to it with a cup under.,Set up evaporation dishes. The water will go into the air (evaporate) and the solid will be left in the dish (crystallize).,0,29,He could use a paper filter decided what he is using or a screen.,filter pour solution cup,filter pour solut cup,cup filter pour solut
Jim could separate dissolved water by using a filter. The water turns clear.,Set up evaporation dishes. The water will go into the air (evaporate) and the solid will be left in the dish (crystallize).,0,29,He could use a paper filter decided what he is using or a screen.,jim separate dissolved water filter water turns clear,jim separ dissolv water filter water turn clear,clear dissolv filter jim separ turn water water
Let it evaporate.,Set up evaporation dishes. The water will go into the air (evaporate) and the solid will be left in the dish (crystallize).,0,29,He could use a paper filter decided what he is using or a screen.,let evaporate,let evapor,evapor let
Get a filter paper and pour the dissolve mixture and the solid will stay in the filter.,Set up evaporation dishes. The water will go into the air (evaporate) and the solid will be left in the dish (crystallize).,0,29,He could use a paper filter decided what he is using or a screen.,filter paper pour dissolve mixture solid stay filter,filter paper pour dissolv mixtur solid stay filter,dissolv filter filter mixtur paper pour solid stay
The solid will maybe dry up and water will stay the same.,Set up evaporation dishes. The water will go into the air (evaporate) and the solid will be left in the dish (crystallize).,0,29,He could use a paper filter decided what he is using or a screen.,solid maybe dry water stay,solid mayb dri water stay,dri mayb solid stay water
It dissolves and weigh 100 milliliters still.,Set up evaporation dishes. The water will go into the air (evaporate) and the solid will be left in the dish (crystallize).,0,29,He could use a paper filter decided what he is using or a screen.,dissolves weigh 100 milliliters,dissolv weigh 100 millilit,100 dissolv millilit weigh
Jim could evaporate the solution. The water would go into the air and turn into a gas but the salt would stay behind.,Set up evaporation dishes. The water will go into the air (evaporate) and the solid will be left in the dish (crystallize).,0,29,He could use a paper filter decided what he is using or a screen.,jim evaporate solution water air turn gas salt stay,jim evapor solut water air turn ga salt stay,air evapor ga jim salt solut stay turn water
He can evaporate mixture one. The water would become a gas and some kind of crystal would be left.,Set up evaporation dishes. The water will go into the air (evaporate) and the solid will be left in the dish (crystallize).,0,29,He could use a paper filter decided what he is using or a screen.,evaporate mixture water gas kind crystal left,evapor mixtur water ga kind crystal left,crystal evapor ga kind left mixtur water
He could filter it and the solid could be in the filter and the water could be in the cup.,Set up evaporation dishes. The water will go into the air (evaporate) and the solid will be left in the dish (crystallize).,0,29,He could use a paper filter decided what he is using or a screen.,filter solid filter water cup,filter solid filter water cup,cup filter filter solid water
He could put in a evaporation tray and see the solid material!,Set up evaporation dishes. The water will go into the air (evaporate) and the solid will be left in the dish (crystallize).,1,29,He could use a paper filter decided what he is using or a screen.,evaporation tray solid material,evapor tray solid materi,evapor materi solid tray
Evaporate the water so there is just the solid.,Set up evaporation dishes. The water will go into the air (evaporate) and the solid will be left in the dish (crystallize).,0,29,He could use a paper filter decided what he is using or a screen.,evaporate water solid,evapor water solid,evapor solid water
"He could evaporate the solution, the water would evaporate and the solid will be left behind.",Set up evaporation dishes. The water will go into the air (evaporate) and the solid will be left in the dish (crystallize).,0,29,He could use a paper filter decided what he is using or a screen.,evaporate solution water evaporate solid left,evapor solut water evapor solid left,evapor evapor left solid solut water
It could evaporate the water from the salt. The solid crystallized and the water turned into a gas called water vapor.,Set up evaporation dishes. The water will go into the air (evaporate) and the solid will be left in the dish (crystallize).,0,29,He could use a paper filter decided what he is using or a screen.,evaporate water salt solid crystallized water turned gas called water vapor,evapor water salt solid crystal water turn ga call water vapor,call crystal evapor ga salt solid turn vapor water water water
"Pour the solution into evaporating dishes. The water evaporates, or turns into a gas, and the solid crystallizes.",Set up evaporation dishes. The water will go into the air (evaporate) and the solid will be left in the dish (crystallize).,1,29,He could use a paper filter decided what he is using or a screen.,pour solution evaporating dishes water evaporates turns gas solid crystallizes,pour solut evapor dish water evapor turn ga solid crystal,crystal dish evapor evapor ga pour solid solut turn water
He could evaporate the solution and the water would be in the air and the solid would be in the container.,Set up evaporation dishes. The water will go into the air (evaporate) and the solid will be left in the dish (crystallize).,0,29,He could use a paper filter decided what he is using or a screen.,evaporate solution water air solid container,evapor solut water air solid contain,air contain evapor solid solut water
It dissolves into the air bubble.,Set up evaporation dishes. The water will go into the air (evaporate) and the solid will be left in the dish (crystallize).,0,29,He could use a paper filter decided what he is using or a screen.,dissolves air bubble,dissolv air bubbl,air bubbl dissolv
"Evaporate. The solid would crystallize, and the water would become vapor and go into the clouds.",Set up evaporation dishes. The water will go into the air (evaporate) and the solid will be left in the dish (crystallize).,0,29,He could use a paper filter decided what he is using or a screen.,evaporate solid crystallize water vapor clouds,evapor solid crystal water vapor cloud,cloud crystal evapor solid vapor water
Put the solution in an evaporation plate and let it dissolve.,Set up evaporation dishes. The water will go into the air (evaporate) and the solid will be left in the dish (crystallize).,0,29,He could use a paper filter decided what he is using or a screen.,solution evaporation plate let dissolve,solut evapor plate let dissolv,dissolv evapor let plate solut
You can get a coffee filter you pour it in the you wait for it to seep into the coffee filter.,Set up evaporation dishes. The water will go into the air (evaporate) and the solid will be left in the dish (crystallize).,0,29,He could use a paper filter decided what he is using or a screen.,coffee filter pour wait seep coffee filter,coffe filter pour wait seep coffe filter,coffe coffe filter filter pour seep wait
Jim could use a coffee filter to separate the solid from the water. Now the water and the solid are separated.,Set up evaporation dishes. The water will go into the air (evaporate) and the solid will be left in the dish (crystallize).,0,29,He could use a paper filter decided what he is using or a screen.,jim use coffee filter separate solid water water solid separated,jim use coffe filter separ solid water water solid separ,coffe filter jim separ separ solid solid use water water
Jim could evaporate the solution.,Set up evaporation dishes. The water will go into the air (evaporate) and the solid will be left in the dish (crystallize).,0,29,He could use a paper filter decided what he is using or a screen.,jim evaporate solution,jim evapor solut,evapor jim solut
He could filter out the dissolved with a dry filter. And the water will be in its own cup.,Set up evaporation dishes. The water will go into the air (evaporate) and the solid will be left in the dish (crystallize).,0,29,He could use a paper filter decided what he is using or a screen.,filter dissolved dry filter water cup,filter dissolv dri filter water cup,cup dissolv dri filter filter water
He could filter out the solid. Or evaporate the water.,Set up evaporation dishes. The water will go into the air (evaporate) and the solid will be left in the dish (crystallize).,0,29,He could use a paper filter decided what he is using or a screen.,filter solid evaporate water,filter solid evapor water,evapor filter solid water
Evaporate the solute. The water dissolves and the solute will turn into crystals.,Set up evaporation dishes. The water will go into the air (evaporate) and the solid will be left in the dish (crystallize).,0,29,He could use a paper filter decided what he is using or a screen.,evaporate solute water dissolves solute turn crystals,evapor solut water dissolv solut turn crystal,crystal dissolv evapor solut solut turn water
You could let the water evaporate and there will probably be something left over in the dish or cup.,Set up evaporation dishes. The water will go into the air (evaporate) and the solid will be left in the dish (crystallize).,0,29,He could use a paper filter decided what he is using or a screen.,let water evaporate probably left dish cup,let water evapor probabl left dish cup,cup dish evapor left let probabl water
He can use a filter.,Set up evaporation dishes. The water will go into the air (evaporate) and the solid will be left in the dish (crystallize).,0,29,He could use a paper filter decided what he is using or a screen.,use filter,use filter,filter use
"He could take a filter, 2 cups, and put one under the filter paper and pour it through. So the solid would end up in the filter and the water in the cup.",Set up evaporation dishes. The water will go into the air (evaporate) and the solid will be left in the dish (crystallize).,0,29,He could use a paper filter decided what he is using or a screen.,filter 2 cups filter paper pour solid end filter water cup,filter 2 cup filter paper pour solid end filter water cup,2 cup cup end filter filter filter paper pour solid water
Jim could put the solution in an evaporation dish and the solid will be the crystals and the water will evaporate.,Set up evaporation dishes. The water will go into the air (evaporate) and the solid will be left in the dish (crystallize).,1,29,He could use a paper filter decided what he is using or a screen.,jim solution evaporation dish solid crystals water evaporate,jim solut evapor dish solid crystal water evapor,crystal dish evapor evapor jim solid solut water
