student_answer,teacher_answer,label,question_id,q_answer,q_stopwords,q_stemmed,q_stem_ordered
A controlled experiment is an experiment where you only change one variable.,An experiment is controlled if only one variable is changed at a time.,1,131,A controlled experiment is an experiment where you only change one variable.,controlled experiment experiment change variable,control experi experi chang variabl,chang control experi experi variabl
An experiment where you only change one variable.,An experiment is controlled if only one variable is changed at a time.,1,131,A controlled experiment is an experiment where you only change one variable.,experiment change variable,experi chang variabl,chang experi variabl
A controlled experiment is an experiment where only one variable is changed.,An experiment is controlled if only one variable is changed at a time.,1,131,A controlled experiment is an experiment where you only change one variable.,controlled experiment experiment variable changed,control experi experi variabl chang,chang control experi experi variabl
The longer the string the shorter the swings.,An experiment is controlled if only one variable is changed at a time.,0,131,A controlled experiment is an experiment where you only change one variable.,longer string shorter swings,longer string shorter swing,longer shorter string swing
A experiment in which one variable is changed.,An experiment is controlled if only one variable is changed at a time.,1,131,A controlled experiment is an experiment where you only change one variable.,experiment variable changed,experi variabl chang,chang experi variabl
An experiment that only changes one variable at a time.,An experiment is controlled if only one variable is changed at a time.,1,131,A controlled experiment is an experiment where you only change one variable.,experiment changes variable time,experi chang variabl time,chang experi time variabl
A controlled experiment is when you only change one variable at a time instead of 2 or more.,An experiment is controlled if only one variable is changed at a time.,1,131,A controlled experiment is an experiment where you only change one variable.,controlled experiment change variable time instead 2,control experi chang variabl time instead 2,2 chang control experi instead time variabl
That you only put one penny at a time.,An experiment is controlled if only one variable is changed at a time.,0,131,A controlled experiment is an experiment where you only change one variable.,penny time,penni time,penni time
A controlled experiment is a experiment that you can control by weight and the length of string.,An experiment is controlled if only one variable is changed at a time.,0,131,A controlled experiment is an experiment where you only change one variable.,controlled experiment experiment control weight length string,control experi experi control weight length string,control control experi experi length string weight
A controlled experiment is when you change one variable at a time to affect the outcome.,An experiment is controlled if only one variable is changed at a time.,1,131,A controlled experiment is an experiment where you only change one variable.,controlled experiment change variable time affect outcome,control experi chang variabl time affect outcom,affect chang control experi outcom time variabl
When you only change one variable at a time.,An experiment is controlled if only one variable is changed at a time.,1,131,A controlled experiment is an experiment where you only change one variable.,change variable time,chang variabl time,chang time variabl
A controlled experiment is when you only change one variable at a time.,An experiment is controlled if only one variable is changed at a time.,1,131,A controlled experiment is an experiment where you only change one variable.,controlled experiment change variable time,control experi chang variabl time,chang control experi time variabl
A controlled experiment is like a release position because a release position is a controlled experiment.,An experiment is controlled if only one variable is changed at a time.,0,131,A controlled experiment is an experiment where you only change one variable.,controlled experiment like release position release position controlled experiment,control experi like releas posit releas posit control experi,control control experi experi like posit posit releas releas
If you do not change one variable at a time its not a controlled experiment.,An experiment is controlled if only one variable is changed at a time.,1,131,A controlled experiment is an experiment where you only change one variable.,change variable time controlled experiment,chang variabl time control experi,chang control experi time variabl
Changing one variable at a time.,An experiment is controlled if only one variable is changed at a time.,1,131,A controlled experiment is an experiment where you only change one variable.,changing variable time,chang variabl time,chang time variabl
You define a controlled experiment when you only change one variable at a time.,An experiment is controlled if only one variable is changed at a time.,1,131,A controlled experiment is an experiment where you only change one variable.,define controlled experiment change variable time,defin control experi chang variabl time,chang control defin experi time variabl
A controlled experiment is when you test the variables one at a time.,An experiment is controlled if only one variable is changed at a time.,1,131,A controlled experiment is an experiment where you only change one variable.,controlled experiment test variables time,control experi test variabl time,control experi test time variabl
Only one variable is changed at a time.,An experiment is controlled if only one variable is changed at a time.,1,131,A controlled experiment is an experiment where you only change one variable.,variable changed time,variabl chang time,chang time variabl
You can control the experiment.,An experiment is controlled if only one variable is changed at a time.,0,131,A controlled experiment is an experiment where you only change one variable.,control experiment,control experi,control experi
To do one at a time.,An experiment is controlled if only one variable is changed at a time.,0,131,A controlled experiment is an experiment where you only change one variable.,time,time,time
A controlled experiment is when you control it and it is an experiment of yours.,An experiment is controlled if only one variable is changed at a time.,0,131,A controlled experiment is an experiment where you only change one variable.,controlled experiment control experiment,control experi control experi,control control experi experi
"Where you control the variables, length, mass, release position. But you cannot control the amount of time it swings.",An experiment is controlled if only one variable is changed at a time.,0,131,A controlled experiment is an experiment where you only change one variable.,control variables length mass release position control time swings,control variabl length mass releas posit control time swing,control control length mass posit releas swing time variabl
The variables can be changed one at a time.,An experiment is controlled if only one variable is changed at a time.,1,131,A controlled experiment is an experiment where you only change one variable.,variables changed time,variabl chang time,chang time variabl
When you only change one thing and you know the thing is causing it to do something.,An experiment is controlled if only one variable is changed at a time.,1,131,A controlled experiment is an experiment where you only change one variable.,change thing know thing causing,chang thing know thing caus,caus chang know thing thing
By having everything controlled.,An experiment is controlled if only one variable is changed at a time.,0,131,A controlled experiment is an experiment where you only change one variable.,having controlled,have control,control have
By not being good.,An experiment is controlled if only one variable is changed at a time.,0,131,A controlled experiment is an experiment where you only change one variable.,good,good,good
If it needs to be controlled to make a decision.,An experiment is controlled if only one variable is changed at a time.,0,131,A controlled experiment is an experiment where you only change one variable.,needs controlled decision,need control decis,control decis need
A variable is a controlled experiment.,An experiment is controlled if only one variable is changed at a time.,0,131,A controlled experiment is an experiment where you only change one variable.,variable controlled experiment,variabl control experi,control experi variabl
Something that you do and you control.,An experiment is controlled if only one variable is changed at a time.,0,131,A controlled experiment is an experiment where you only change one variable.,control,control,control
You control the mass of the tire swing.,An experiment is controlled if only one variable is changed at a time.,0,131,A controlled experiment is an experiment where you only change one variable.,control mass tire swing,control mass tire swing,control mass swing tire
"By controlling the swinger, and by changing the different thing.",An experiment is controlled if only one variable is changed at a time.,0,131,A controlled experiment is an experiment where you only change one variable.,controlling swinger changing different thing,control swinger chang differ thing,chang control differ swinger thing
You controlled the experiment by yourself.,An experiment is controlled if only one variable is changed at a time.,0,131,A controlled experiment is an experiment where you only change one variable.,controlled experiment,control experi,control experi
You can only change one variables.,An experiment is controlled if only one variable is changed at a time.,1,131,A controlled experiment is an experiment where you only change one variable.,change variables,chang variabl,chang variabl
By putting everything where it goes.,An experiment is controlled if only one variable is changed at a time.,0,131,A controlled experiment is an experiment where you only change one variable.,putting goes,put goe,goe put
A controlled experiment is when you change one variable that is it no more than one variable.,An experiment is controlled if only one variable is changed at a time.,1,131,A controlled experiment is an experiment where you only change one variable.,controlled experiment change variable variable,control experi chang variabl variabl,chang control experi variabl variabl
A controlled experiment is when you only change one variable at a time.,An experiment is controlled if only one variable is changed at a time.,1,131,A controlled experiment is an experiment where you only change one variable.,controlled experiment change variable time,control experi chang variabl time,chang control experi time variabl
An experiment is controlled if only one variable is changed at a time.,An experiment is controlled if only one variable is changed at a time.,1,131,A controlled experiment is an experiment where you only change one variable.,experiment controlled variable changed time,experi control variabl chang time,chang control experi time variabl
