student_answer,teacher_answer,label,question_id,q_answer,q_stopwords,q_stemmed,q_stem_ordered
I think that Betty was a best shadow that was facing the opposite direction.,In the morning the Sun is in the east so shadows point west. In the afternoon the Sun is in the west so shadows point east.,0,59,I think that Betty was a best shadow that was facing the opposite direction.,think betty best shadow facing opposite direction,think betti best shadow face opposit direct,best betti direct face opposit shadow think
The reason why this happened is because the sun revolves around the earth.,In the morning the Sun is in the east so shadows point west. In the afternoon the Sun is in the west so shadows point east.,0,59,I think that Betty was a best shadow that was facing the opposite direction.,reason happened sun revolves earth,reason happen sun revolv earth,earth happen reason revolv sun
"The shadow turns the opposite way in the afternoon, in the morning it is on the side of you.",In the morning the Sun is in the east so shadows point west. In the afternoon the Sun is in the west so shadows point east.,0,59,I think that Betty was a best shadow that was facing the opposite direction.,shadow turns opposite way afternoon morning,shadow turn opposit way afternoon morn,afternoon morn opposit shadow turn way
"In the morning the sun faced east so the bus sign's shadow was in the west. When it was the afternoon, the sun faced west. So the shadow went the opposite of where it used to be in the morning.",In the morning the Sun is in the east so shadows point west. In the afternoon the Sun is in the west so shadows point east.,1,59,I think that Betty was a best shadow that was facing the opposite direction.,morning sun faced east bus signs shadow west afternoon sun faced west shadow went opposite morning,morn sun face east bu sign shadow west afternoon sun face west shadow went opposit morn,afternoon bu east face face morn morn opposit shadow shadow sign sun sun went west west
"Since the earth spins, the sun twirls around us. In the morning it was hitting the bus sign in the back. Then later the shadow seems to have moved. It is because of the position of the sun.",In the morning the Sun is in the east so shadows point west. In the afternoon the Sun is in the west so shadows point east.,0,59,I think that Betty was a best shadow that was facing the opposite direction.,earth spins sun twirls morning hitting bus sign later shadow moved position sun,earth spin sun twirl morn hit bu sign later shadow move posit sun,bu earth hit later morn move posit shadow sign spin sun sun twirl
Because the earth run into the sun and made the bus shadow go around.,In the morning the Sun is in the east so shadows point west. In the afternoon the Sun is in the west so shadows point east.,0,59,I think that Betty was a best shadow that was facing the opposite direction.,earth run sun bus shadow,earth run sun bu shadow,bu earth run shadow sun
If the sun is in the east the shadow is on the west. If the shadow is on the south then the shadow is on the north.,In the morning the Sun is in the east so shadows point west. In the afternoon the Sun is in the west so shadows point east.,0,59,I think that Betty was a best shadow that was facing the opposite direction.,sun east shadow west shadow south shadow north,sun east shadow west shadow south shadow north,east north shadow shadow shadow south sun west
The sun is in different places at different times.,In the morning the Sun is in the east so shadows point west. In the afternoon the Sun is in the west so shadows point east.,0,59,I think that Betty was a best shadow that was facing the opposite direction.,sun different places different times,sun differ place differ time,differ differ place sun time
"This happens because in the morning the sun rises north that is why the bus points in the street. The bus points the opposite direction, because the sun sets west.",In the morning the Sun is in the east so shadows point west. In the afternoon the Sun is in the west so shadows point east.,0,59,I think that Betty was a best shadow that was facing the opposite direction.,happens morning sun rises north bus points street bus points opposite direction sun sets west,happen morn sun rise north bu point street bu point opposit direct sun set west,bu bu direct happen morn north opposit point point rise set street sun sun west
Because the time changes so the shadow is at the opposite.,In the morning the Sun is in the east so shadows point west. In the afternoon the Sun is in the west so shadows point east.,0,59,I think that Betty was a best shadow that was facing the opposite direction.,time changes shadow opposite,time chang shadow opposit,chang opposit shadow time
This happen because the sun moved over the sky.,In the morning the Sun is in the east so shadows point west. In the afternoon the Sun is in the west so shadows point east.,0,59,I think that Betty was a best shadow that was facing the opposite direction.,happen sun moved sky,happen sun move sky,happen move sky sun
"In the morning the sun rises from the east, and the bus blocked the light and made a shadow on the opposite direction.",In the morning the Sun is in the east so shadows point west. In the afternoon the Sun is in the west so shadows point east.,0,59,I think that Betty was a best shadow that was facing the opposite direction.,morning sun rises east bus blocked light shadow opposite direction,morn sun rise east bu block light shadow opposit direct,block bu direct east light morn opposit rise shadow sun
Because the sun orbits the earth and it goes from east to west and it gets shorter.,In the morning the Sun is in the east so shadows point west. In the afternoon the Sun is in the west so shadows point east.,0,59,I think that Betty was a best shadow that was facing the opposite direction.,sun orbits earth goes east west gets shorter,sun orbit earth goe east west get shorter,earth east get goe orbit shorter sun west
The sun rises in the east so the shadow was on the west and the sun sets in the west so the shadow was on the east.,In the morning the Sun is in the east so shadows point west. In the afternoon the Sun is in the west so shadows point east.,1,59,I think that Betty was a best shadow that was facing the opposite direction.,sun rises east shadow west sun sets west shadow east,sun rise east shadow west sun set west shadow east,east east rise set shadow shadow sun sun west west
Because over time the sun goes to the west moving the shadow.,In the morning the Sun is in the east so shadows point west. In the afternoon the Sun is in the west so shadows point east.,0,59,I think that Betty was a best shadow that was facing the opposite direction.,time sun goes west moving shadow,time sun goe west move shadow,goe move shadow sun time west
Because the sun moves. So the shadow will change where it is.,In the morning the Sun is in the east so shadows point west. In the afternoon the Sun is in the west so shadows point east.,0,59,I think that Betty was a best shadow that was facing the opposite direction.,sun moves shadow change,sun move shadow chang,chang move shadow sun
Because the sun moves around. So it will shine the opposite direction.,In the morning the Sun is in the east so shadows point west. In the afternoon the Sun is in the west so shadows point east.,0,59,I think that Betty was a best shadow that was facing the opposite direction.,sun moves shine opposite direction,sun move shine opposit direct,direct move opposit shine sun
Because the sun sets in the opposite direction. So what happens is the shadow will be on the opposite side.,In the morning the Sun is in the east so shadows point west. In the afternoon the Sun is in the west so shadows point east.,0,59,I think that Betty was a best shadow that was facing the opposite direction.,sun sets opposite direction happens shadow opposite,sun set opposit direct happen shadow opposit,direct happen opposit opposit set shadow sun
The earth rotates making the sun in different spots causing the shadows to move in different spots.,In the morning the Sun is in the east so shadows point west. In the afternoon the Sun is in the west so shadows point east.,0,59,I think that Betty was a best shadow that was facing the opposite direction.,earth rotates making sun different spots causing shadows different spots,earth rotat make sun differ spot caus shadow differ spot,caus differ differ earth make rotat shadow spot spot sun
As the earth rotates the part facing the sun is turning to make the sun in a different place which causes the to rotate.,In the morning the Sun is in the east so shadows point west. In the afternoon the Sun is in the west so shadows point east.,0,59,I think that Betty was a best shadow that was facing the opposite direction.,earth rotates facing sun turning sun different place causes rotate,earth rotat face sun turn sun differ place caus rotat,caus differ earth face place rotat rotat sun sun turn
The bus stop's shadow was facing the opposite direction because in the morning the sun rises from the east and the shadow was facing west. The sun sets in the west and so the shadow is facing east.,In the morning the Sun is in the east so shadows point west. In the afternoon the Sun is in the west so shadows point east.,1,59,I think that Betty was a best shadow that was facing the opposite direction.,bus stops shadow facing opposite direction morning sun rises east shadow facing west sun sets west shadow facing east,bu stop shadow face opposit direct morn sun rise east shadow face west sun set west shadow face east,bu direct east east face face face morn opposit rise set shadow shadow shadow stop sun sun west west
Because only one side of an object can get sunlight.,In the morning the Sun is in the east so shadows point west. In the afternoon the Sun is in the west so shadows point east.,0,59,I think that Betty was a best shadow that was facing the opposite direction.,object sunlight,object sunlight,object sunlight
The earth orbits around the sun so the shadow will change.,In the morning the Sun is in the east so shadows point west. In the afternoon the Sun is in the west so shadows point east.,0,59,I think that Betty was a best shadow that was facing the opposite direction.,earth orbits sun shadow change,earth orbit sun shadow chang,chang earth orbit shadow sun
"This happens because the sun rises in the east and sets in the west, therefore the sun's light is hitting the stop sign at different positions.",In the morning the Sun is in the east so shadows point west. In the afternoon the Sun is in the west so shadows point east.,0,59,I think that Betty was a best shadow that was facing the opposite direction.,happens sun rises east sets west suns light hitting stop sign different positions,happen sun rise east set west sun light hit stop sign differ posit,differ east happen hit light posit rise set sign stop sun sun west
Because our earth rotates.,In the morning the Sun is in the east so shadows point west. In the afternoon the Sun is in the west so shadows point east.,0,59,I think that Betty was a best shadow that was facing the opposite direction.,earth rotates,earth rotat,earth rotat
"This happens because of the earth, it rotates around the sun which of course the shadows will move, also the sun rises in the east and sets on the west.",In the morning the Sun is in the east so shadows point west. In the afternoon the Sun is in the west so shadows point east.,0,59,I think that Betty was a best shadow that was facing the opposite direction.,happens earth rotates sun course shadows sun rises east sets west,happen earth rotat sun cours shadow sun rise east set west,cours earth east happen rise rotat set shadow sun sun west
