student_answer,teacher_answer,label,question_id,q_answer,q_stopwords,q_stemmed,q_stem_ordered
It will not make loud pluck like the other strings.,"When the string was shorter, the pitch was higher.",0,66,It will not make loud pluck like the other strings.,loud pluck like strings,loud pluck like string,like loud pluck string
If it was shorter it would have a low sound.,"When the string was shorter, the pitch was higher.",0,66,It will not make loud pluck like the other strings.,shorter low sound,shorter low sound,low shorter sound
When you pluck the first string it makes a low pitch.,"When the string was shorter, the pitch was higher.",0,66,It will not make loud pluck like the other strings.,pluck string makes low pitch,pluck string make low pitch,low make pitch pluck string
At first it would make noise slower than the shorter one because it would be shorter noise.,"When the string was shorter, the pitch was higher.",0,66,It will not make loud pluck like the other strings.,noise slower shorter shorter noise,nois slower shorter shorter nois,nois nois shorter shorter slower
It was a higher pitch!,"When the string was shorter, the pitch was higher.",1,66,It will not make loud pluck like the other strings.,higher pitch,higher pitch,higher pitch
Which side has more string is a lower pitch. Whichever side has more string it has a lower pitch.,"When the string was shorter, the pitch was higher.",1,66,It will not make loud pluck like the other strings.,string lower pitch whichever string lower pitch,string lower pitch whichev string lower pitch,lower lower pitch pitch string string whichev
Because when you give it less room to vibrate it makes a higher pitch.,"When the string was shorter, the pitch was higher.",1,66,It will not make loud pluck like the other strings.,room vibrate makes higher pitch,room vibrat make higher pitch,higher make pitch room vibrat
It got a higher pitch.,"When the string was shorter, the pitch was higher.",1,66,It will not make loud pluck like the other strings.,got higher pitch,got higher pitch,got higher pitch
It is a high pitch.,"When the string was shorter, the pitch was higher.",1,66,It will not make loud pluck like the other strings.,high pitch,high pitch,high pitch
A bigger string makes a lower pitch and a little string would have a high pitch.,"When the string was shorter, the pitch was higher.",1,66,It will not make loud pluck like the other strings.,bigger string makes lower pitch little string high pitch,bigger string make lower pitch littl string high pitch,bigger high littl lower make pitch pitch string string
It would make a high pitch.,"When the string was shorter, the pitch was higher.",1,66,It will not make loud pluck like the other strings.,high pitch,high pitch,high pitch
It is going to be higher.,"When the string was shorter, the pitch was higher.",1,66,It will not make loud pluck like the other strings.,going higher,go higher,go higher
When it vibrates it goes so fast but it hits the string.,"When the string was shorter, the pitch was higher.",0,66,It will not make loud pluck like the other strings.,vibrates goes fast hits string,vibrat goe fast hit string,fast goe hit string vibrat
The pitch would be higher because the vibrations do not travel as long.,"When the string was shorter, the pitch was higher.",1,66,It will not make loud pluck like the other strings.,pitch higher vibrations travel long,pitch higher vibrat travel long,higher long pitch travel vibrat
It was tighter so it made a higher pitch.,"When the string was shorter, the pitch was higher.",1,66,It will not make loud pluck like the other strings.,tighter higher pitch,tighter higher pitch,higher pitch tighter
When it is shortened the string is not that long so it makes a different sound.,"When the string was shorter, the pitch was higher.",0,66,It will not make loud pluck like the other strings.,shortened string long makes different sound,shorten string long make differ sound,differ long make shorten sound string
It gets higher when it is short and lower when it is longer.,"When the string was shorter, the pitch was higher.",1,66,It will not make loud pluck like the other strings.,gets higher short lower longer,get higher short lower longer,get higher longer lower short
It got shorter and shorter so it was higher pitch.,"When the string was shorter, the pitch was higher.",1,66,It will not make loud pluck like the other strings.,got shorter shorter higher pitch,got shorter shorter higher pitch,got higher pitch shorter shorter
The sound was lower. It had more room to vibrate.,"When the string was shorter, the pitch was higher.",0,66,It will not make loud pluck like the other strings.,sound lower room vibrate,sound lower room vibrat,lower room sound vibrat
It would be a High pitch.,"When the string was shorter, the pitch was higher.",1,66,It will not make loud pluck like the other strings.,high pitch,high pitch,high pitch
The string made a low pitch.,"When the string was shorter, the pitch was higher.",0,66,It will not make loud pluck like the other strings.,string low pitch,string low pitch,low pitch string
When kate shortened the string that string would have a higher pitch.,"When the string was shorter, the pitch was higher.",1,66,It will not make loud pluck like the other strings.,kate shortened string string higher pitch,kate shorten string string higher pitch,higher kate pitch shorten string string
It got higher.,"When the string was shorter, the pitch was higher.",1,66,It will not make loud pluck like the other strings.,got higher,got higher,got higher
The sound had a higher pitch because it had faster vibrations.,"When the string was shorter, the pitch was higher.",1,66,It will not make loud pluck like the other strings.,sound higher pitch faster vibrations,sound higher pitch faster vibrat,faster higher pitch sound vibrat
I think the string would be tighter.,"When the string was shorter, the pitch was higher.",0,66,It will not make loud pluck like the other strings.,think string tighter,think string tighter,string think tighter
It turns really really loud.,"When the string was shorter, the pitch was higher.",0,66,It will not make loud pluck like the other strings.,turns loud,turn loud,loud turn
It sounded high.,"When the string was shorter, the pitch was higher.",1,66,It will not make loud pluck like the other strings.,sounded high,sound high,high sound
The shorter the the higher the pitch because it less to travel through.,"When the string was shorter, the pitch was higher.",1,66,It will not make loud pluck like the other strings.,shorter higher pitch travel,shorter higher pitch travel,higher pitch shorter travel
And the shorter the string also the higher pitch it makes.,"When the string was shorter, the pitch was higher.",1,66,It will not make loud pluck like the other strings.,shorter string higher pitch makes,shorter string higher pitch make,higher make pitch shorter string
The shorter the string the higher the sound.,"When the string was shorter, the pitch was higher.",1,66,It will not make loud pluck like the other strings.,shorter string higher sound,shorter string higher sound,higher shorter sound string
When you make the string small the volume is louder.,"When the string was shorter, the pitch was higher.",0,66,It will not make loud pluck like the other strings.,string small volume louder,string small volum louder,louder small string volum
It will have a lower sound than when you let go.,"When the string was shorter, the pitch was higher.",0,66,It will not make loud pluck like the other strings.,lower sound let,lower sound let,let lower sound
The sound was lower.,"When the string was shorter, the pitch was higher.",0,66,It will not make loud pluck like the other strings.,sound lower,sound lower,lower sound
