student_answer,teacher_answer,label,question_id,q_answer,q_stopwords,q_stemmed,q_stem_ordered
They both relate because one equals the other for a answer.,"If the effort is applied farther from the fulcrum, less effort will lift the load.",0,73,They both relate because one equals the other for a answer.,relate equals answer,relat equal answer,answer equal relat
They both help the scale by weighing the load.,"If the effort is applied farther from the fulcrum, less effort will lift the load.",0,73,They both relate because one equals the other for a answer.,help scale weighing load,help scale weigh load,help load scale weigh
The farther away the effort is the easier it is to lift the load.,"If the effort is applied farther from the fulcrum, less effort will lift the load.",1,73,They both relate because one equals the other for a answer.,farther away effort easier lift load,farther away effort easier lift load,away easier effort farther lift load
Its distance 15 centimeters.,"If the effort is applied farther from the fulcrum, less effort will lift the load.",0,73,They both relate because one equals the other for a answer.,distance 15 centimeters,distanc 15 centimet,15 centimet distanc
"The further the effort, the less effort is needed. The closer the effort, the more is needed.","If the effort is applied farther from the fulcrum, less effort will lift the load.",1,73,They both relate because one equals the other for a answer.,effort effort needed closer effort needed,effort effort need closer effort need,closer effort effort effort need need
The farther away from the fulcrum the less effort is needed and the closer to the fulcrum the more effort.,"If the effort is applied farther from the fulcrum, less effort will lift the load.",1,73,They both relate because one equals the other for a answer.,farther away fulcrum effort needed closer fulcrum effort,farther away fulcrum effort need closer fulcrum effort,away closer effort effort farther fulcrum fulcrum need
"The closer the effort is to the fulcrum, the harder it is to lift the load.","If the effort is applied farther from the fulcrum, less effort will lift the load.",0,73,They both relate because one equals the other for a answer.,closer effort fulcrum harder lift load,closer effort fulcrum harder lift load,closer effort fulcrum harder lift load
Joule equals force times distance.,"If the effort is applied farther from the fulcrum, less effort will lift the load.",0,73,They both relate because one equals the other for a answer.,joule equals force times distance,joul equal forc time distanc,distanc equal forc joul time
The closer the effort is to the fulcrum the more effort it would take but the further the effort would not be as much.,"If the effort is applied farther from the fulcrum, less effort will lift the load.",1,73,They both relate because one equals the other for a answer.,closer effort fulcrum effort effort,closer effort fulcrum effort effort,closer effort effort effort fulcrum
When the effort gets farther away from the load the weight of the effort decreases.,"If the effort is applied farther from the fulcrum, less effort will lift the load.",0,73,They both relate because one equals the other for a answer.,effort gets farther away load weight effort decreases,effort get farther away load weight effort decreas,away decreas effort effort farther get load weight
