student_answer,teacher_answer,label,question_id
A controlled experiment is an experiment where you only change one variable.,An experiment is controlled if only one variable is changed at a time.,1,131
An experiment where you only change one variable.,An experiment is controlled if only one variable is changed at a time.,1,131
A controlled experiment is an experiment where only one variable is changed.,An experiment is controlled if only one variable is changed at a time.,1,131
The longer the string the shorter the swings.,An experiment is controlled if only one variable is changed at a time.,0,131
A experiment in which one variable is changed.,An experiment is controlled if only one variable is changed at a time.,1,131
An experiment that only changes one variable at a time.,An experiment is controlled if only one variable is changed at a time.,1,131
A controlled experiment is when you only change one variable at a time instead of 2 or more.,An experiment is controlled if only one variable is changed at a time.,1,131
That you only put one penny at a time.,An experiment is controlled if only one variable is changed at a time.,0,131
A controlled experiment is a experiment that you can control by weight and the length of string.,An experiment is controlled if only one variable is changed at a time.,0,131
A controlled experiment is when you change one variable at a time to affect the outcome.,An experiment is controlled if only one variable is changed at a time.,1,131
When you only change one variable at a time.,An experiment is controlled if only one variable is changed at a time.,1,131
A controlled experiment is when you only change one variable at a time.,An experiment is controlled if only one variable is changed at a time.,1,131
A controlled experiment is like a release position because a release position is a controlled experiment.,An experiment is controlled if only one variable is changed at a time.,0,131
If you do not change one variable at a time its not a controlled experiment.,An experiment is controlled if only one variable is changed at a time.,1,131
Changing one variable at a time.,An experiment is controlled if only one variable is changed at a time.,1,131
You define a controlled experiment when you only change one variable at a time.,An experiment is controlled if only one variable is changed at a time.,1,131
A controlled experiment is when you test the variables one at a time.,An experiment is controlled if only one variable is changed at a time.,1,131
Only one variable is changed at a time.,An experiment is controlled if only one variable is changed at a time.,1,131
You can control the experiment.,An experiment is controlled if only one variable is changed at a time.,0,131
To do one at a time.,An experiment is controlled if only one variable is changed at a time.,0,131
A controlled experiment is when you control it and it is an experiment of yours.,An experiment is controlled if only one variable is changed at a time.,0,131
"Where you control the variables, length, mass, release position. But you cannot control the amount of time it swings.",An experiment is controlled if only one variable is changed at a time.,0,131
The variables can be changed one at a time.,An experiment is controlled if only one variable is changed at a time.,1,131
When you only change one thing and you know the thing is causing it to do something.,An experiment is controlled if only one variable is changed at a time.,1,131
By having everything controlled.,An experiment is controlled if only one variable is changed at a time.,0,131
By not being good.,An experiment is controlled if only one variable is changed at a time.,0,131
If it needs to be controlled to make a decision.,An experiment is controlled if only one variable is changed at a time.,0,131
A variable is a controlled experiment.,An experiment is controlled if only one variable is changed at a time.,0,131
Something that you do and you control.,An experiment is controlled if only one variable is changed at a time.,0,131
You control the mass of the tire swing.,An experiment is controlled if only one variable is changed at a time.,0,131
"By controlling the swinger, and by changing the different thing.",An experiment is controlled if only one variable is changed at a time.,0,131
You controlled the experiment by yourself.,An experiment is controlled if only one variable is changed at a time.,0,131
You can only change one variables.,An experiment is controlled if only one variable is changed at a time.,1,131
By putting everything where it goes.,An experiment is controlled if only one variable is changed at a time.,0,131
A controlled experiment is when you change one variable that is it no more than one variable.,An experiment is controlled if only one variable is changed at a time.,1,131
A controlled experiment is when you only change one variable at a time.,An experiment is controlled if only one variable is changed at a time.,1,131
An experiment is controlled if only one variable is changed at a time.,An experiment is controlled if only one variable is changed at a time.,1,131
