student_answer,teacher_answer,label,question_id
They need to have the same ball and throw the ball at the same place.,All variables except the girl need to be held constant (controlled). The girls all need to throw the same ball and use the same launch technique.,1,2
They need to use the same ball and they need to throw the same way.,All variables except the girl need to be held constant (controlled). The girls all need to throw the same ball and use the same launch technique.,1,2
"They need to use the same ball and throw it from the same spot without running to the line, taking steps to the line, or one person just standing at the line.",All variables except the girl need to be held constant (controlled). The girls all need to throw the same ball and use the same launch technique.,1,2
Nobody get a running start and they all use the same ball to make it fair.,All variables except the girl need to be held constant (controlled). The girls all need to throw the same ball and use the same launch technique.,1,2
"They need to throw the same kind of ball, they need to throw at the same place and they need to get the same speed.",All variables except the girl need to be held constant (controlled). The girls all need to throw the same ball and use the same launch technique.,1,2
They need the same kind of ball and with the same weight and to stand still when throwing the ball.,All variables except the girl need to be held constant (controlled). The girls all need to throw the same ball and use the same launch technique.,0,2
They need to have thrown it at the same place which they did they need one variable changed that could be different balls or the same ball but different size.,All variables except the girl need to be held constant (controlled). The girls all need to throw the same ball and use the same launch technique.,0,2
"To make the balls the same thing so it is a fair game to play. Like a baseball, basketball or a football to throw.",All variables except the girl need to be held constant (controlled). The girls all need to throw the same ball and use the same launch technique.,0,2
Ling and Diana should change their experiments to a baseball because the baseball won.,All variables except the girl need to be held constant (controlled). The girls all need to throw the same ball and use the same launch technique.,0,2
To have the same ball and throw the same place. And the weight of the ball. And how hard you throw it.,All variables except the girl need to be held constant (controlled). The girls all need to throw the same ball and use the same launch technique.,0,2
The balls all need to be the same and they all have to stand and throw.,All variables except the girl need to be held constant (controlled). The girls all need to throw the same ball and use the same launch technique.,1,2
Make a line that is very straight. All use same ball. All stand at line. Throw at same time. Record data.,All variables except the girl need to be held constant (controlled). The girls all need to throw the same ball and use the same launch technique.,0,2
They need to use the same kind of balls and they need the same procedure of throwing.,All variables except the girl need to be held constant (controlled). The girls all need to throw the same ball and use the same launch technique.,0,2
"Where they throw the ball, use the same ball, they all get a running start.",All variables except the girl need to be held constant (controlled). The girls all need to throw the same ball and use the same launch technique.,1,2
To make the contest a controlled experiment the girls need to take the same amount of steps.,All variables except the girl need to be held constant (controlled). The girls all need to throw the same ball and use the same launch technique.,0,2
"The girls needed to change each variable at a time, like starting at the same position, all 3 of them, and the mass of the balls.",All variables except the girl need to be held constant (controlled). The girls all need to throw the same ball and use the same launch technique.,0,2
The girls have to have the same type of ball and also take the same amount of steps when they are throwing it.,All variables except the girl need to be held constant (controlled). The girls all need to throw the same ball and use the same launch technique.,1,2
They can just throw from the line and not run.,All variables except the girl need to be held constant (controlled). The girls all need to throw the same ball and use the same launch technique.,0,2
Use all of the same balls.,All variables except the girl need to be held constant (controlled). The girls all need to throw the same ball and use the same launch technique.,0,2
They have to have the same balls. They have to throw the ball in the same way.,All variables except the girl need to be held constant (controlled). The girls all need to throw the same ball and use the same launch technique.,1,2
First they all do the standard way then they throw the same ball and write then they do that again 2 times with the other balls then finally they write it and compare.,All variables except the girl need to be held constant (controlled). The girls all need to throw the same ball and use the same launch technique.,0,2
They needed to use their position.,All variables except the girl need to be held constant (controlled). The girls all need to throw the same ball and use the same launch technique.,0,2
They all have a ball and they all stand at the same place.,All variables except the girl need to be held constant (controlled). The girls all need to throw the same ball and use the same launch technique.,0,2
They should all stand at the line and throw.,All variables except the girl need to be held constant (controlled). The girls all need to throw the same ball and use the same launch technique.,0,2
Same ball and stand on the line.,All variables except the girl need to be held constant (controlled). The girls all need to throw the same ball and use the same launch technique.,0,2
The balls and the line that tells them to go.,All variables except the girl need to be held constant (controlled). The girls all need to throw the same ball and use the same launch technique.,0,2
They had to throw their ball first at the same time.,All variables except the girl need to be held constant (controlled). The girls all need to throw the same ball and use the same launch technique.,0,2
They should all start in the line.,All variables except the girl need to be held constant (controlled). The girls all need to throw the same ball and use the same launch technique.,0,2
What the 3 girls need to do is stand straight and same sized ball.,All variables except the girl need to be held constant (controlled). The girls all need to throw the same ball and use the same launch technique.,0,2
Throw the ball at the same time.,All variables except the girl need to be held constant (controlled). The girls all need to throw the same ball and use the same launch technique.,0,2
"Stay at the line, use one ball, everyone get a 2 step, throw.",All variables except the girl need to be held constant (controlled). The girls all need to throw the same ball and use the same launch technique.,0,2
Same sized balls. Take 2 steps then throw.,All variables except the girl need to be held constant (controlled). The girls all need to throw the same ball and use the same launch technique.,0,2
They all needed to have the same ball.,All variables except the girl need to be held constant (controlled). The girls all need to throw the same ball and use the same launch technique.,0,2
They should all use the same ball they should all take 2 steps.,All variables except the girl need to be held constant (controlled). The girls all need to throw the same ball and use the same launch technique.,1,2
"Do not take any steps, have the same kind of ball.",All variables except the girl need to be held constant (controlled). The girls all need to throw the same ball and use the same launch technique.,0,2
Starting in the same place. Using the same kind of ball.,All variables except the girl need to be held constant (controlled). The girls all need to throw the same ball and use the same launch technique.,0,2
All variables except the girl need to be held constant (controlled). The girls all need to throw the same ball and use the same launch technique.,All variables except the girl need to be held constant (controlled). The girls all need to throw the same ball and use the same launch technique.,1,2
