student_answer,teacher_answer,label,question_id
Because when it fizzing it releases a gas. When a gas forms from 2 materials it is a gas.,"The fizzing indicates a gas, a new material, is produced. When a new material is produced, a chemical reaction has occurred.",0,97
Because the baking soda and citric acid started out plain but when you poured water in it reacted.,"The fizzing indicates a gas, a new material, is produced. When a new material is produced, a chemical reaction has occurred.",0,97
Because it shows and once you see it you will know that it is a chemical reaction because it starts to look like little bubbles and that is what a chemical reaction is.,"The fizzing indicates a gas, a new material, is produced. When a new material is produced, a chemical reaction has occurred.",0,97
Because it indicates something else is produced.,"The fizzing indicates a gas, a new material, is produced. When a new material is produced, a chemical reaction has occurred.",1,97
Because the chemicals clash and fizz.,"The fizzing indicates a gas, a new material, is produced. When a new material is produced, a chemical reaction has occurred.",0,97
Because It means that it is a gas or new material!,"The fizzing indicates a gas, a new material, is produced. When a new material is produced, a chemical reaction has occurred.",1,97
It created a gas and new material was made.,"The fizzing indicates a gas, a new material, is produced. When a new material is produced, a chemical reaction has occurred.",1,97
Because the 2 solutes and the solvent made a gas.,"The fizzing indicates a gas, a new material, is produced. When a new material is produced, a chemical reaction has occurred.",0,97
It indicates a gas.,"The fizzing indicates a gas, a new material, is produced. When a new material is produced, a chemical reaction has occurred.",1,97
Because the bubble makes the solution or mixture different.,"The fizzing indicates a gas, a new material, is produced. When a new material is produced, a chemical reaction has occurred.",0,97
Because it was letting out gas.,"The fizzing indicates a gas, a new material, is produced. When a new material is produced, a chemical reaction has occurred.",0,97
Gas was in it so that why it start fizzing.,"The fizzing indicates a gas, a new material, is produced. When a new material is produced, a chemical reaction has occurred.",0,97
It is a clue because it is making a gas and that is a clue so you know that a chemical reaction is about to happen.,"The fizzing indicates a gas, a new material, is produced. When a new material is produced, a chemical reaction has occurred.",1,97
Because you made a gas.,"The fizzing indicates a gas, a new material, is produced. When a new material is produced, a chemical reaction has occurred.",0,97
Because a chemical reaction creates gas bubbles or a precipitate.,"The fizzing indicates a gas, a new material, is produced. When a new material is produced, a chemical reaction has occurred.",1,97
It was fizzing because when he a mix baking soda and citric acid together the fizzing have meant that it dissolved and made bubbles.,"The fizzing indicates a gas, a new material, is produced. When a new material is produced, a chemical reaction has occurred.",0,97
Because it shows that something other than just doing nothing.,"The fizzing indicates a gas, a new material, is produced. When a new material is produced, a chemical reaction has occurred.",0,97
Because something has to happen for the precipitate to be made.,"The fizzing indicates a gas, a new material, is produced. When a new material is produced, a chemical reaction has occurred.",1,97
Because fizzing is created by gas bubbles.,"The fizzing indicates a gas, a new material, is produced. When a new material is produced, a chemical reaction has occurred.",0,97
Because fizzing is a sign of gas leaving a material and that is a chemical reaction.,"The fizzing indicates a gas, a new material, is produced. When a new material is produced, a chemical reaction has occurred.",1,97
Because when it does that you know that you have made gasses and gasses are made when chemical reactions occur.,"The fizzing indicates a gas, a new material, is produced. When a new material is produced, a chemical reaction has occurred.",1,97
Fizzing is a reaction.,"The fizzing indicates a gas, a new material, is produced. When a new material is produced, a chemical reaction has occurred.",0,97
Sometimes because fizzing means that gas is escaping and that is a chemical reaction.,"The fizzing indicates a gas, a new material, is produced. When a new material is produced, a chemical reaction has occurred.",1,97
Because if it was just water it would not fizz.,"The fizzing indicates a gas, a new material, is produced. When a new material is produced, a chemical reaction has occurred.",0,97
Because when it fizzes there is gas and that is a sign of a chemical reaction.,"The fizzing indicates a gas, a new material, is produced. When a new material is produced, a chemical reaction has occurred.",1,97
It is evidence because it made gas and fizzing occurs only when one material does not like the other one.,"The fizzing indicates a gas, a new material, is produced. When a new material is produced, a chemical reaction has occurred.",1,97
Fizzing evidence of a chemical reaction because when it fizzes it means it is producing gas.,"The fizzing indicates a gas, a new material, is produced. When a new material is produced, a chemical reaction has occurred.",1,97
It is a chemical reaction because it made a gas and a gas only appears if there is a chemical reaction.,"The fizzing indicates a gas, a new material, is produced. When a new material is produced, a chemical reaction has occurred.",1,97
Something happened so it is a reaction.,"The fizzing indicates a gas, a new material, is produced. When a new material is produced, a chemical reaction has occurred.",0,97
Because fizzing is a reaction and so it had to be a chemical reaction.,"The fizzing indicates a gas, a new material, is produced. When a new material is produced, a chemical reaction has occurred.",0,97
Because you are putting 2 mixtures together so when it starts fizzing that is how you know it is a chemical reaction.,"The fizzing indicates a gas, a new material, is produced. When a new material is produced, a chemical reaction has occurred.",0,97
Because it did something.,"The fizzing indicates a gas, a new material, is produced. When a new material is produced, a chemical reaction has occurred.",0,97
Because it fizzed and moved so that is how.,"The fizzing indicates a gas, a new material, is produced. When a new material is produced, a chemical reaction has occurred.",0,97
Because it is bubbling and bubbling is a reaction when you mix stuff together and it bubbles.,"The fizzing indicates a gas, a new material, is produced. When a new material is produced, a chemical reaction has occurred.",0,97
Because when more than 2 chemicals are mixed it produces fizzing.,"The fizzing indicates a gas, a new material, is produced. When a new material is produced, a chemical reaction has occurred.",0,97
Because the material before did not use to fizz until they were put together.,"The fizzing indicates a gas, a new material, is produced. When a new material is produced, a chemical reaction has occurred.",0,97
"The fizzing indicates a gas, a new material, is produced. When a new material is produced, a chemical reaction has occurred.","The fizzing indicates a gas, a new material, is produced. When a new material is produced, a chemical reaction has occurred.",1,97
