student_answer,teacher_answer,label,question_id,q_answer,q_stopwords,q_stemmed,q_stem_ordered
"Feeds baby plant, embryo.",The cotyledon provides food for the plant to begin growing.,0,21,"Feeds baby plant, embryo.",feeds baby plant embryo,feed babi plant embryo,babi embryo feed plant
The cotyledon stores the food.,The cotyledon provides food for the plant to begin growing.,0,21,"Feeds baby plant, embryo.",cotyledon stores food,cotyledon store food,cotyledon food store
Feeds the embryo.,The cotyledon provides food for the plant to begin growing.,1,21,"Feeds baby plant, embryo.",feeds embryo,feed embryo,embryo feed
The cotyledon is the baby seed.,The cotyledon provides food for the plant to begin growing.,0,21,"Feeds baby plant, embryo.",cotyledon baby seed,cotyledon babi seed,babi cotyledon seed
It feeds the baby plant.,The cotyledon provides food for the plant to begin growing.,1,21,"Feeds baby plant, embryo.",feeds baby plant,feed babi plant,babi feed plant
The cotyledon is the inside of the seed.,The cotyledon provides food for the plant to begin growing.,0,21,"Feeds baby plant, embryo.",cotyledon inside seed,cotyledon insid seed,cotyledon insid seed
Out of it.,The cotyledon provides food for the plant to begin growing.,0,21,"Feeds baby plant, embryo.",,,
To store all the food.,The cotyledon provides food for the plant to begin growing.,0,21,"Feeds baby plant, embryo.",store food,store food,food store
Then is the cannot of the seed.,The cotyledon provides food for the plant to begin growing.,0,21,"Feeds baby plant, embryo.",seed,seed,seed
Place that stores food for it.,The cotyledon provides food for the plant to begin growing.,0,21,"Feeds baby plant, embryo.",place stores food,place store food,food place store
It stores the food.,The cotyledon provides food for the plant to begin growing.,0,21,"Feeds baby plant, embryo.",stores food,store food,food store
Part that stores food.,The cotyledon provides food for the plant to begin growing.,0,21,"Feeds baby plant, embryo.",stores food,store food,food store
"It is the leaf, stem, and roots.",The cotyledon provides food for the plant to begin growing.,0,21,"Feeds baby plant, embryo.",leaf stem roots,leaf stem root,leaf root stem
A storage.,The cotyledon provides food for the plant to begin growing.,0,21,"Feeds baby plant, embryo.",storage,storag,storag
Where seeds are.,The cotyledon provides food for the plant to begin growing.,0,21,"Feeds baby plant, embryo.",seeds,seed,seed
The cotyledon is where seeds are store.,The cotyledon provides food for the plant to begin growing.,0,21,"Feeds baby plant, embryo.",cotyledon seeds store,cotyledon seed store,cotyledon seed store
Grow.,The cotyledon provides food for the plant to begin growing.,0,21,"Feeds baby plant, embryo.",grow,grow,grow
Food storage.,The cotyledon provides food for the plant to begin growing.,0,21,"Feeds baby plant, embryo.",food storage,food storag,food storag
"Cotyledon seed coat, embryo.",The cotyledon provides food for the plant to begin growing.,0,21,"Feeds baby plant, embryo.",cotyledon seed coat embryo,cotyledon seed coat embryo,coat cotyledon embryo seed
Feed it.,The cotyledon provides food for the plant to begin growing.,0,21,"Feeds baby plant, embryo.",feed,feed,feed
Gives you the fiber you need.,The cotyledon provides food for the plant to begin growing.,0,21,"Feeds baby plant, embryo.",gives fiber need,give fiber need,fiber give need
Food storage.,The cotyledon provides food for the plant to begin growing.,0,21,"Feeds baby plant, embryo.",food storage,food storag,food storag
A cotyledon is the part over the water.,The cotyledon provides food for the plant to begin growing.,0,21,"Feeds baby plant, embryo.",cotyledon water,cotyledon water,cotyledon water
It stores the food.,The cotyledon provides food for the plant to begin growing.,0,21,"Feeds baby plant, embryo.",stores food,store food,food store
Stores supply.,The cotyledon provides food for the plant to begin growing.,0,21,"Feeds baby plant, embryo.",stores supply,store suppli,store suppli
The inner layer of the seed.,The cotyledon provides food for the plant to begin growing.,0,21,"Feeds baby plant, embryo.",inner layer seed,inner layer seed,inner layer seed
The cotyledon is its food holder.,The cotyledon provides food for the plant to begin growing.,0,21,"Feeds baby plant, embryo.",cotyledon food holder,cotyledon food holder,cotyledon food holder
The food supply.,The cotyledon provides food for the plant to begin growing.,0,21,"Feeds baby plant, embryo.",food supply,food suppli,food suppli
Store food.,The cotyledon provides food for the plant to begin growing.,0,21,"Feeds baby plant, embryo.",store food,store food,food store
Food supply.,The cotyledon provides food for the plant to begin growing.,0,21,"Feeds baby plant, embryo.",food supply,food suppli,food suppli
It stores food.,The cotyledon provides food for the plant to begin growing.,0,21,"Feeds baby plant, embryo.",stores food,store food,food store
The cotyledon is the food for the baby plant.,The cotyledon provides food for the plant to begin growing.,1,21,"Feeds baby plant, embryo.",cotyledon food baby plant,cotyledon food babi plant,babi cotyledon food plant
The baby inside the seed.,The cotyledon provides food for the plant to begin growing.,0,21,"Feeds baby plant, embryo.",baby inside seed,babi insid seed,babi insid seed
Stem.,The cotyledon provides food for the plant to begin growing.,0,21,"Feeds baby plant, embryo.",stem,stem,stem
The cotyledon provides food for the plant to begin growing.,The cotyledon provides food for the plant to begin growing.,1,21,"Feeds baby plant, embryo.",cotyledon provides food plant begin growing,cotyledon provid food plant begin grow,begin cotyledon food grow plant provid
