student_answer,teacher_answer,label,question_id,q_answer,q_stopwords,q_stemmed,q_stem_ordered
It if looks like salt then the salt is salt crystals. If it has lines in them it is calcite crystals.,The crystals have different shapes. Salt crystals are square with little Xs. The calcite crystals are shaped like needles (long and skinny).,0,20,It if looks like salt then the salt is salt crystals. If it has lines in them it is calcite crystals.,looks like salt salt salt crystals lines calcite crystals,look like salt salt salt crystal line calcit crystal,calcit crystal crystal like line look salt salt salt
Calcite is straight lines.,The crystals have different shapes. Salt crystals are square with little Xs. The calcite crystals are shaped like needles (long and skinny).,0,20,It if looks like salt then the salt is salt crystals. If it has lines in them it is calcite crystals.,calcite straight lines,calcit straight line,calcit line straight
The calcite crystals have lines. Salt crystal have squares.,The crystals have different shapes. Salt crystals are square with little Xs. The calcite crystals are shaped like needles (long and skinny).,1,20,It if looks like salt then the salt is salt crystals. If it has lines in them it is calcite crystals.,calcite crystals lines salt crystal squares,calcit crystal line salt crystal squar,calcit crystal crystal line salt squar
The calcite crystals were lines and the salt crystals were pyramids and squares.,The crystals have different shapes. Salt crystals are square with little Xs. The calcite crystals are shaped like needles (long and skinny).,1,20,It if looks like salt then the salt is salt crystals. If it has lines in them it is calcite crystals.,calcite crystals lines salt crystals pyramids squares,calcit crystal line salt crystal pyramid squar,calcit crystal crystal line pyramid salt squar
You can tell them apart because the calcite is just lines. The salt crystals were pyramids and squares.,The crystals have different shapes. Salt crystals are square with little Xs. The calcite crystals are shaped like needles (long and skinny).,1,20,It if looks like salt then the salt is salt crystals. If it has lines in them it is calcite crystals.,tell apart calcite lines salt crystals pyramids squares,tell apart calcit line salt crystal pyramid squar,apart calcit crystal line pyramid salt squar tell
"Calcite look like this the salt, drew picture, crystals look like this, drew picture.",The crystals have different shapes. Salt crystals are square with little Xs. The calcite crystals are shaped like needles (long and skinny).,0,20,It if looks like salt then the salt is salt crystals. If it has lines in them it is calcite crystals.,calcite look like salt drew picture crystals look like drew picture,calcit look like salt drew pictur crystal look like drew pictur,calcit crystal drew drew like like look look pictur pictur salt
Salt crystals had an X on them and calcite crystals do not.,The crystals have different shapes. Salt crystals are square with little Xs. The calcite crystals are shaped like needles (long and skinny).,0,20,It if looks like salt then the salt is salt crystals. If it has lines in them it is calcite crystals.,salt crystals x calcite crystals,salt crystal x calcit crystal,calcit crystal crystal salt x
The salt crystals look like squares.,The crystals have different shapes. Salt crystals are square with little Xs. The calcite crystals are shaped like needles (long and skinny).,0,20,It if looks like salt then the salt is salt crystals. If it has lines in them it is calcite crystals.,salt crystals look like squares,salt crystal look like squar,crystal like look salt squar
The salt crystals were square and the calcite had stripes.,The crystals have different shapes. Salt crystals are square with little Xs. The calcite crystals are shaped like needles (long and skinny).,0,20,It if looks like salt then the salt is salt crystals. If it has lines in them it is calcite crystals.,salt crystals square calcite stripes,salt crystal squar calcit stripe,calcit crystal salt squar stripe
"When the crystals of the mock rock you could see them really good and with the minerals, calcite, they were hard to see.",The crystals have different shapes. Salt crystals are square with little Xs. The calcite crystals are shaped like needles (long and skinny).,0,20,It if looks like salt then the salt is salt crystals. If it has lines in them it is calcite crystals.,crystals mock rock good minerals calcite hard,crystal mock rock good miner calcit hard,calcit crystal good hard miner mock rock
