wordcount,stem_g_similarity,stem_j_similarity,stem_c_similarity,stem_ordered_g_similarity,stem_ordered_j_similarity,stem_ordered_c_similarity,q_stemmed_has_water,q_stemmed_has_juli,q_stemmed_has_heater,q_stemmed_has_got,q_stemmed_has_hotter,q_stemmed_has_faster,q_stemmed_has_greater,q_stemmed_has_temperatur,q_stemmed_has_chang,q_stemmed_has_20,q_stemmed_has_minut,q_stemmed_has_collector,q_stemmed_has_surfac,q_stemmed_has_area,q_stemmed_has_b,q_stemmed_has_water_juli,q_stemmed_has_juli_heater,q_stemmed_has_heater_got,q_stemmed_has_got_hotter,q_stemmed_has_hotter_faster,q_stemmed_has_faster_greater,q_stemmed_has_greater_temperatur,q_stemmed_has_temperatur_chang,q_stemmed_has_chang_20,q_stemmed_has_20_minut,q_stemmed_has_minut_collector,q_stemmed_has_collector_heater,q_stemmed_has_heater_greater,q_stemmed_has_greater_surfac,q_stemmed_has_surfac_area,q_stemmed_has_area_water,q_stemmed_has_water_hotter,q_stemmed_has_faster_water,q_stemmed_has_water_b,q_stemmed_has_water_juli_heater,q_stemmed_has_juli_heater_got,q_stemmed_has_heater_got_hotter,q_stemmed_has_got_hotter_faster,q_stemmed_has_hotter_faster_greater,q_stemmed_has_faster_greater_temperatur,q_stemmed_has_greater_temperatur_chang,q_stemmed_has_temperatur_chang_20,q_stemmed_has_chang_20_minut,q_stemmed_has_20_minut_collector,q_stemmed_has_minut_collector_heater,q_stemmed_has_collector_heater_greater,q_stemmed_has_heater_greater_surfac,q_stemmed_has_greater_surfac_area,q_stemmed_has_surfac_area_water,q_stemmed_has_area_water_hotter,q_stemmed_has_water_hotter_faster,q_stemmed_has_hotter_faster_water,q_stemmed_has_faster_water_b,q_stem_ordered_has_20,q_stem_ordered_has_area,q_stem_ordered_has_b,q_stem_ordered_has_chang,q_stem_ordered_has_collector,q_stem_ordered_has_faster,q_stem_ordered_has_got,q_stem_ordered_has_greater,q_stem_ordered_has_heater,q_stem_ordered_has_hotter,q_stem_ordered_has_juli,q_stem_ordered_has_minut,q_stem_ordered_has_surfac,q_stem_ordered_has_temperatur,q_stem_ordered_has_water,q_stem_ordered_has_20_area,q_stem_ordered_has_area_b,q_stem_ordered_has_b_chang,q_stem_ordered_has_chang_collector,q_stem_ordered_has_collector_faster,q_stem_ordered_has_faster_faster,q_stem_ordered_has_faster_got,q_stem_ordered_has_got_greater,q_stem_ordered_has_greater_greater,q_stem_ordered_has_greater_heater,q_stem_ordered_has_heater_heater,q_stem_ordered_has_heater_hotter,q_stem_ordered_has_hotter_hotter,q_stem_ordered_has_hotter_juli,q_stem_ordered_has_juli_minut,q_stem_ordered_has_minut_surfac,q_stem_ordered_has_surfac_temperatur,q_stem_ordered_has_temperatur_water,q_stem_ordered_has_water_water,q_stem_ordered_has_20_area_b,q_stem_ordered_has_area_b_chang,q_stem_ordered_has_b_chang_collector,q_stem_ordered_has_chang_collector_faster,q_stem_ordered_has_collector_faster_faster,q_stem_ordered_has_faster_faster_got,q_stem_ordered_has_faster_got_greater,q_stem_ordered_has_got_greater_greater,q_stem_ordered_has_greater_greater_heater,q_stem_ordered_has_greater_heater_heater,q_stem_ordered_has_heater_heater_hotter,q_stem_ordered_has_heater_hotter_hotter,q_stem_ordered_has_hotter_hotter_juli,q_stem_ordered_has_hotter_juli_minut,q_stem_ordered_has_juli_minut_surfac,q_stem_ordered_has_minut_surfac_temperatur,q_stem_ordered_has_surfac_temperatur_water,q_stem_ordered_has_temperatur_water_water,q_stem_ordered_has_water_water_water
0.05263157894736842,0.17647058823529413,0.058823529411764705,0.1491,0.17647058823529413,0.058823529411764705,0.1491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2631578947368421,0.3684210526315789,0.15789473684210525,0.2928,0.3684210526315789,0.15789473684210525,0.2928,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2631578947368421,0.35,0.1,0.1952,0.35,0.1,0.1952,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05263157894736842,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5789473684210525,0.4090909090909091,0.09090909090909091,0.1721,0.4090909090909091,0.09090909090909091,0.1721,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.11764705882352941,0.0,0.0,0.11764705882352941,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.21052631578947367,0.2857142857142857,0.0,0.0,0.2857142857142857,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2631578947368421,0.3888888888888889,0.2222222222222222,0.3904,0.3888888888888889,0.2222222222222222,0.3904,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.10526315789473684,0.17647058823529413,0.058823529411764705,0.1491,0.17647058823529413,0.058823529411764705,0.1491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2631578947368421,0.3181818181818182,0.0,0.0,0.3181818181818182,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
