student_answer,teacher_answer,label,question_id,q_answer,q_stopwords,q_stemmed,q_stem_ordered
Yes. The black box will get hotter than the white because the black box can hold more heat.,Yes. Black absorbs more heat (energy) than white. White reflects more heat (energy) than black. Therefore the black covered box will heat up faster than the white covered box.,0,106,Yes. The black box will get hotter than the white because the black box can hold more heat.,yes black box hotter white black box hold heat,ye black box hotter white black box hold heat,black black box box heat hold hotter white ye
Yes. Because black is a dark color and it absorb heats faster than the white. White reflect so heats up slower.,Yes. Black absorbs more heat (energy) than white. White reflects more heat (energy) than black. Therefore the black covered box will heat up faster than the white covered box.,1,106,Yes. The black box will get hotter than the white because the black box can hold more heat.,yes black dark color absorb heats faster white white reflect heats slower,ye black dark color absorb heat faster white white reflect heat slower,absorb black color dark faster heat heat reflect slower white white ye
Yes. Because black absorbs much more heat of the sun and white reflects the heat of the sun.,Yes. Black absorbs more heat (energy) than white. White reflects more heat (energy) than black. Therefore the black covered box will heat up faster than the white covered box.,1,106,Yes. The black box will get hotter than the white because the black box can hold more heat.,yes black absorbs heat sun white reflects heat sun,ye black absorb heat sun white reflect heat sun,absorb black heat heat reflect sun sun white ye
"Yes. The black box will collect more heat, because it is black. Black absorbs light from the sun. White reflects light from the light.",Yes. Black absorbs more heat (energy) than white. White reflects more heat (energy) than black. Therefore the black covered box will heat up faster than the white covered box.,1,106,Yes. The black box will get hotter than the white because the black box can hold more heat.,yes black box collect heat black black absorbs light sun white reflects light light,ye black box collect heat black black absorb light sun white reflect light light,absorb black black black box collect heat light light light reflect sun white ye
Yes. I pick yes because that black do heat fast than white. Darker color heat faster and more hot air.,Yes. Black absorbs more heat (energy) than white. White reflects more heat (energy) than black. Therefore the black covered box will heat up faster than the white covered box.,0,106,Yes. The black box will get hotter than the white because the black box can hold more heat.,yes pick yes black heat fast white darker color heat faster hot air,ye pick ye black heat fast white darker color heat faster hot air,air black color darker fast faster heat heat hot pick white ye ye
Yes. Because dark colors like black contract heat but light colors like white do not.,Yes. Black absorbs more heat (energy) than white. White reflects more heat (energy) than black. Therefore the black covered box will heat up faster than the white covered box.,0,106,Yes. The black box will get hotter than the white because the black box can hold more heat.,yes dark colors like black contract heat light colors like white,ye dark color like black contract heat light color like white,black color color contract dark heat light like like white ye
No. Because her data does not have enough information to support her prediction.,Yes. Black absorbs more heat (energy) than white. White reflects more heat (energy) than black. Therefore the black covered box will heat up faster than the white covered box.,0,106,Yes. The black box will get hotter than the white because the black box can hold more heat.,data information support prediction,data inform support predict,data inform predict support
Yes. Because when someone is going to ask her what data support what is she going to say.,Yes. Black absorbs more heat (energy) than white. White reflects more heat (energy) than black. Therefore the black covered box will heat up faster than the white covered box.,0,106,Yes. The black box will get hotter than the white because the black box can hold more heat.,yes going ask data support going,ye go ask data support go,ask data go go support ye
Yes. Because black absorbs heat and white does not absorb heat.,Yes. Black absorbs more heat (energy) than white. White reflects more heat (energy) than black. Therefore the black covered box will heat up faster than the white covered box.,1,106,Yes. The black box will get hotter than the white because the black box can hold more heat.,yes black absorbs heat white absorb heat,ye black absorb heat white absorb heat,absorb absorb black heat heat white ye
Black box. Because the black box absorb sunlight and that is why the black box is much more hotter than the white one.,Yes. Black absorbs more heat (energy) than white. White reflects more heat (energy) than black. Therefore the black covered box will heat up faster than the white covered box.,0,106,Yes. The black box will get hotter than the white because the black box can hold more heat.,black box black box absorb sunlight black box hotter white,black box black box absorb sunlight black box hotter white,absorb black black black box box box hotter sunlight white
