student_answer,teacher_answer,label,question_id,q_answer,q_stopwords,q_stemmed,q_stem_ordered
Because when you use a mixture and as it dissolve it is a solution.,The mixtures are all clear.,1,126,Because when you use a mixture and as it dissolve it is a solution.,use mixture dissolve solution,use mixtur dissolv solut,dissolv mixtur solut use
Maybe it could change to him and have something die.,The mixtures are all clear.,0,126,Because when you use a mixture and as it dissolve it is a solution.,maybe change die,mayb chang die,chang die mayb
I think jam is mixture.,The mixtures are all clear.,0,126,Because when you use a mixture and as it dissolve it is a solution.,think jam mixture,think jam mixtur,jam mixtur think
Because they dissolved.,The mixtures are all clear.,1,126,Because when you use a mixture and as it dissolve it is a solution.,dissolved,dissolv,dissolv
When the mixture is clear and no material is on the bottom.,The mixtures are all clear.,1,126,Because when you use a mixture and as it dissolve it is a solution.,mixture clear material,mixtur clear materi,clear materi mixtur
The evidence Jim has is the material on the bottom and the solid because a solution has 2 or more things combined.,The mixtures are all clear.,0,126,Because when you use a mixture and as it dissolve it is a solution.,evidence jim material solid solution 2 things combined,evid jim materi solid solut 2 thing combin,2 combin evid jim materi solid solut thing
That the water is clear.,The mixtures are all clear.,1,126,Because when you use a mixture and as it dissolve it is a solution.,water clear,water clear,clear water
My evidence is a solution can be clear or evaporated by heat and so all of them are clear.,The mixtures are all clear.,1,126,Because when you use a mixture and as it dissolve it is a solution.,evidence solution clear evaporated heat clear,evid solut clear evapor heat clear,clear clear evapor evid heat solut
The evidence he has is that it is clear and nothing on bottom to be a solution.,The mixtures are all clear.,1,126,Because when you use a mixture and as it dissolve it is a solution.,evidence clear solution,evid clear solut,clear evid solut
Because it was clear and nothing on the bottom.,The mixtures are all clear.,1,126,Because when you use a mixture and as it dissolve it is a solution.,clear,clear,clear
He put the solid in the water and the solid dissolved into the water.,The mixtures are all clear.,1,126,Because when you use a mixture and as it dissolve it is a solution.,solid water solid dissolved water,solid water solid dissolv water,dissolv solid solid water water
"Mixtures one, 3, and possibly 2 are clear a sign that the material has dissolved and made a solution.",The mixtures are all clear.,1,126,Because when you use a mixture and as it dissolve it is a solution.,mixtures 3 possibly 2 clear sign material dissolved solution,mixtur 3 possibl 2 clear sign materi dissolv solut,2 3 clear dissolv materi mixtur possibl sign solut
Mixtures one and 2 are solutions because they are clear.,The mixtures are all clear.,1,126,Because when you use a mixture and as it dissolve it is a solution.,mixtures 2 solutions clear,mixtur 2 solut clear,2 clear mixtur solut
It has to be clear with nothing on bottom.,The mixtures are all clear.,1,126,Because when you use a mixture and as it dissolve it is a solution.,clear,clear,clear
