student_answer,teacher_answer,label,question_id,q_answer,q_stopwords,q_stemmed,q_stem_ordered
Why I chose the dark green sheeting was because the darker color absorbs heat.,Darker colors absorb more heat than lighter colors. The dark green sheeting is the darkest color available so she should use the green sheeting.,1,82,Why I chose the dark green sheeting was because the darker color absorbs heat.,chose dark green sheeting darker color absorbs heat,chose dark green sheet darker color absorb heat,absorb chose color dark darker green heat sheet
It is darker and it will probably heat faster.,Darker colors absorb more heat than lighter colors. The dark green sheeting is the darkest color available so she should use the green sheeting.,0,82,Why I chose the dark green sheeting was because the darker color absorbs heat.,darker probably heat faster,darker probabl heat faster,darker faster heat probabl
Because dark green is a dark color like black that way dark green absorbs more heat.,Darker colors absorb more heat than lighter colors. The dark green sheeting is the darkest color available so she should use the green sheeting.,1,82,Why I chose the dark green sheeting was because the darker color absorbs heat.,dark green dark color like black way dark green absorbs heat,dark green dark color like black way dark green absorb heat,absorb black color dark dark dark green green heat like way
"Because if you put dark green, it will absorb the heat from the sun fast, because it is a dark color.",Darker colors absorb more heat than lighter colors. The dark green sheeting is the darkest color available so she should use the green sheeting.,1,82,Why I chose the dark green sheeting was because the darker color absorbs heat.,dark green absorb heat sun fast dark color,dark green absorb heat sun fast dark color,absorb color dark dark fast green heat sun
She should use the dark green because it will absorb more heat.,Darker colors absorb more heat than lighter colors. The dark green sheeting is the darkest color available so she should use the green sheeting.,0,82,Why I chose the dark green sheeting was because the darker color absorbs heat.,use dark green absorb heat,use dark green absorb heat,absorb dark green heat use
When they put a piece of plastic bag on the bottom it will heat up a little bit.,Darker colors absorb more heat than lighter colors. The dark green sheeting is the darkest color available so she should use the green sheeting.,0,82,Why I chose the dark green sheeting was because the darker color absorbs heat.,piece plastic bag heat little bit,piec plastic bag heat littl bit,bag bit heat littl piec plastic
The darker the color the faster it would heat up.,Darker colors absorb more heat than lighter colors. The dark green sheeting is the darkest color available so she should use the green sheeting.,0,82,Why I chose the dark green sheeting was because the darker color absorbs heat.,darker color faster heat,darker color faster heat,color darker faster heat
Because it is dark green and dark colors heat faster than light colors.,Darker colors absorb more heat than lighter colors. The dark green sheeting is the darkest color available so she should use the green sheeting.,0,82,Why I chose the dark green sheeting was because the darker color absorbs heat.,dark green dark colors heat faster light colors,dark green dark color heat faster light color,color color dark dark faster green heat light
The green is almost like black and the darker the sheeting is its color attracts the sun and heats up the pool.,Darker colors absorb more heat than lighter colors. The dark green sheeting is the darkest color available so she should use the green sheeting.,1,82,Why I chose the dark green sheeting was because the darker color absorbs heat.,green like black darker sheeting color attracts sun heats pool,green like black darker sheet color attract sun heat pool,attract black color darker green heat like pool sheet sun
I chose that one because the sun might reflect it back and almost every dark color are the ones who makes it hot.,Darker colors absorb more heat than lighter colors. The dark green sheeting is the darkest color available so she should use the green sheeting.,0,82,Why I chose the dark green sheeting was because the darker color absorbs heat.,chose sun reflect dark color ones makes hot,chose sun reflect dark color one make hot,chose color dark hot make one reflect sun
