student_answer,teacher_answer,label,question_id,q_answer,q_stopwords,q_stemmed,q_stem_ordered
The rug was 12.,Use a standard unit of measurement such as centimeters or meters.,0,87,The rug was 12.,rug 12,rug 12,12 rug
They can measure the rug with a meter tape.,Use a standard unit of measurement such as centimeters or meters.,1,87,The rug was 12.,measure rug meter tape,measur rug meter tape,measur meter rug tape
Use a meter tape.,Use a standard unit of measurement such as centimeters or meters.,1,87,The rug was 12.,use meter tape,use meter tape,meter tape use
Use a meter tape.,Use a standard unit of measurement such as centimeters or meters.,1,87,The rug was 12.,use meter tape,use meter tape,meter tape use
They could use a measuring tape and that is how they will get the same answer.,Use a standard unit of measurement such as centimeters or meters.,1,87,The rug was 12.,use measuring tape answer,use measur tape answer,answer measur tape use
Next time they can use a measuring tape to be more accurate.,Use a standard unit of measurement such as centimeters or meters.,1,87,The rug was 12.,time use measuring tape accurate,time use measur tape accur,accur measur tape time use
They could use a meter tape.,Use a standard unit of measurement such as centimeters or meters.,1,87,The rug was 12.,use meter tape,use meter tape,meter tape use
They should use a standard measurement.,Use a standard unit of measurement such as centimeters or meters.,1,87,The rug was 12.,use standard measurement,use standard measur,measur standard use
The size of the rug was 18 grams.,Use a standard unit of measurement such as centimeters or meters.,0,87,The rug was 12.,size rug 18 grams,size rug 18 gram,18 gram rug size
They could use a meter tape.,Use a standard unit of measurement such as centimeters or meters.,1,87,The rug was 12.,use meter tape,use meter tape,meter tape use
Have Mary come over and measure her room too.,Use a standard unit of measurement such as centimeters or meters.,0,87,The rug was 12.,mary come measure room,mari come measur room,come mari measur room
"They could use a meter tape, a centimeter ruler, or a inch ruler.",Use a standard unit of measurement such as centimeters or meters.,1,87,The rug was 12.,use meter tape centimeter ruler inch ruler,use meter tape centimet ruler inch ruler,centimet inch meter ruler ruler tape use
They should use a standard metric unit to measure the rug like a meter tape.,Use a standard unit of measurement such as centimeters or meters.,1,87,The rug was 12.,use standard metric unit measure rug like meter tape,use standard metric unit measur rug like meter tape,like measur meter metric rug standard tape unit use
Use a ruler.,Use a standard unit of measurement such as centimeters or meters.,1,87,The rug was 12.,use ruler,use ruler,ruler use
She can measure with a centimeters.,Use a standard unit of measurement such as centimeters or meters.,1,87,The rug was 12.,measure centimeters,measur centimet,centimet measur
They could use a standard unit to measure the rug.,Use a standard unit of measurement such as centimeters or meters.,1,87,The rug was 12.,use standard unit measure rug,use standard unit measur rug,measur rug standard unit use
They could use a standard measurement.,Use a standard unit of measurement such as centimeters or meters.,1,87,The rug was 12.,use standard measurement,use standard measur,measur standard use
They should return it and get another rug and measure with a meter tape.,Use a standard unit of measurement such as centimeters or meters.,1,87,The rug was 12.,return rug measure meter tape,return rug measur meter tape,measur meter return rug tape
Use a standard measurement like a meter.,Use a standard unit of measurement such as centimeters or meters.,1,87,The rug was 12.,use standard measurement like meter,use standard measur like meter,like measur meter standard use
They can use a metric tape.,Use a standard unit of measurement such as centimeters or meters.,1,87,The rug was 12.,use metric tape,use metric tape,metric tape use
They have to get a measure tape.,Use a standard unit of measurement such as centimeters or meters.,1,87,The rug was 12.,measure tape,measur tape,measur tape
They could use a meter stick.,Use a standard unit of measurement such as centimeters or meters.,1,87,The rug was 12.,use meter stick,use meter stick,meter stick use
They could have used a meter tape.,Use a standard unit of measurement such as centimeters or meters.,1,87,The rug was 12.,meter tape,meter tape,meter tape
They could buy a new rug and see if it fits.,Use a standard unit of measurement such as centimeters or meters.,0,87,The rug was 12.,buy new rug fits,buy new rug fit,buy fit new rug
They could get a meter tape and see how long it is.,Use a standard unit of measurement such as centimeters or meters.,1,87,The rug was 12.,meter tape long,meter tape long,long meter tape
By using a measuring tape.,Use a standard unit of measurement such as centimeters or meters.,1,87,The rug was 12.,measuring tape,measur tape,measur tape
She could use measuring tape and see how much is it.,Use a standard unit of measurement such as centimeters or meters.,1,87,The rug was 12.,use measuring tape,use measur tape,measur tape use
Sharice could have the rug and her wall before buying the rug.,Use a standard unit of measurement such as centimeters or meters.,0,87,The rug was 12.,sharice rug wall buying rug,sharic rug wall buy rug,buy rug rug sharic wall
Use a meter.,Use a standard unit of measurement such as centimeters or meters.,1,87,The rug was 12.,use meter,use meter,meter use
Take the rug and if it fits buy it.,Use a standard unit of measurement such as centimeters or meters.,0,87,The rug was 12.,rug fits buy,rug fit buy,buy fit rug
With a centimeters tape.,Use a standard unit of measurement such as centimeters or meters.,1,87,The rug was 12.,centimeters tape,centimet tape,centimet tape
To use a centimeters tape.,Use a standard unit of measurement such as centimeters or meters.,1,87,The rug was 12.,use centimeters tape,use centimet tape,centimet tape use
Cut it.,Use a standard unit of measurement such as centimeters or meters.,0,87,The rug was 12.,cut,cut,cut
They should use a standard unit of measure like a meter stick.,Use a standard unit of measurement such as centimeters or meters.,1,87,The rug was 12.,use standard unit measure like meter stick,use standard unit measur like meter stick,like measur meter standard stick unit use
They could use a ruler to measure the rug better then they got the right answer.,Use a standard unit of measurement such as centimeters or meters.,1,87,The rug was 12.,use ruler measure rug better got right answer,use ruler measur rug better got right answer,answer better got measur right rug ruler use
They can use meters or a tape measure.,Use a standard unit of measurement such as centimeters or meters.,1,87,The rug was 12.,use meters tape measure,use meter tape measur,measur meter tape use
Use a standard unit of measurement such as centimeters or meters.,Use a standard unit of measurement such as centimeters or meters.,1,87,The rug was 12.,use standard unit measurement centimeters meters,use standard unit measur centimet meter,centimet measur meter standard unit use
