student_answer,teacher_answer,label,question_id,q_answer,q_stopwords,q_stemmed,q_stem_ordered
Where she threw the ball.,The launch position (line on the playground) is the variable that is controlled.,1,128,Where she threw the ball.,threw ball,threw ball,ball threw
Where you throw the ball from.,The launch position (line on the playground) is the variable that is controlled.,1,128,Where she threw the ball.,throw ball,throw ball,ball throw
Throwing the ball from the same line.,The launch position (line on the playground) is the variable that is controlled.,1,128,Where she threw the ball.,throwing ball line,throw ball line,ball line throw
"The size, mass, and whether or not they take a running start, stay in front of the line or 2 step start.",The launch position (line on the playground) is the variable that is controlled.,0,128,Where she threw the ball.,size mass running start stay line 2 step start,size mass run start stay line 2 step start,2 line mass run size start start stay step
Where they throw their ball from.,The launch position (line on the playground) is the variable that is controlled.,1,128,Where she threw the ball.,throw ball,throw ball,ball throw
They controlled where they throw their ball.,The launch position (line on the playground) is the variable that is controlled.,1,128,Where she threw the ball.,controlled throw ball,control throw ball,ball control throw
Where they threw.,The launch position (line on the playground) is the variable that is controlled.,1,128,Where she threw the ball.,threw,threw,threw
That they all threw their ball at the same place.,The launch position (line on the playground) is the variable that is controlled.,1,128,Where she threw the ball.,threw ball place,threw ball place,ball place threw
The girls controlled the basketball and baseball. Also a football.,The launch position (line on the playground) is the variable that is controlled.,0,128,Where she threw the ball.,girls controlled basketball baseball football,girl control basketbal basebal footbal,basebal basketbal control footbal girl
They all used a ball.,The launch position (line on the playground) is the variable that is controlled.,0,128,Where she threw the ball.,ball,ball,ball
Where they let go of the ball.,The launch position (line on the playground) is the variable that is controlled.,1,128,Where she threw the ball.,let ball,let ball,ball let
How far the balls went in the field.,The launch position (line on the playground) is the variable that is controlled.,0,128,Where she threw the ball.,far balls went field,far ball went field,ball far field went
They had to throw at a line.,The launch position (line on the playground) is the variable that is controlled.,1,128,Where she threw the ball.,throw line,throw line,line throw
They all threw the ball at the line.,The launch position (line on the playground) is the variable that is controlled.,1,128,Where she threw the ball.,threw ball line,threw ball line,ball line threw
Where they threw it from.,The launch position (line on the playground) is the variable that is controlled.,1,128,Where she threw the ball.,threw,threw,threw
Where they threw their ball from.,The launch position (line on the playground) is the variable that is controlled.,1,128,Where she threw the ball.,threw ball,threw ball,ball threw
The variable the girls controlled was the way they threw the ball.,The launch position (line on the playground) is the variable that is controlled.,0,128,Where she threw the ball.,variable girls controlled way threw ball,variabl girl control way threw ball,ball control girl threw variabl way
They controlled the line.,The launch position (line on the playground) is the variable that is controlled.,1,128,Where she threw the ball.,controlled line,control line,control line
The variable they controlled was bringing their own balls.,The launch position (line on the playground) is the variable that is controlled.,0,128,Where she threw the ball.,variable controlled bringing balls,variabl control bring ball,ball bring control variabl
Where the place they had to throw the ball from.,The launch position (line on the playground) is the variable that is controlled.,1,128,Where she threw the ball.,place throw ball,place throw ball,ball place throw
The controlled the line where they were going to throw the ball.,The launch position (line on the playground) is the variable that is controlled.,1,128,Where she threw the ball.,controlled line going throw ball,control line go throw ball,ball control go line throw
Throwing the ball.,The launch position (line on the playground) is the variable that is controlled.,0,128,Where she threw the ball.,throwing ball,throw ball,ball throw
The balls.,The launch position (line on the playground) is the variable that is controlled.,0,128,Where she threw the ball.,balls,ball,ball
She controlled her energy to throw more.,The launch position (line on the playground) is the variable that is controlled.,0,128,Where she threw the ball.,controlled energy throw,control energi throw,control energi throw
"How they stood in the line, and how far they are.",The launch position (line on the playground) is the variable that is controlled.,1,128,Where she threw the ball.,stood line far,stood line far,far line stood
The line.,The launch position (line on the playground) is the variable that is controlled.,1,128,Where she threw the ball.,line,line,line
They threw the balls.,The launch position (line on the playground) is the variable that is controlled.,0,128,Where she threw the ball.,threw balls,threw ball,ball threw
They all threw the ball at the line.,The launch position (line on the playground) is the variable that is controlled.,1,128,Where she threw the ball.,threw ball line,threw ball line,ball line threw
The way they stand at the line.,The launch position (line on the playground) is the variable that is controlled.,1,128,Where she threw the ball.,way stand line,way stand line,line stand way
How far the ball goes behind the line.,The launch position (line on the playground) is the variable that is controlled.,0,128,Where she threw the ball.,far ball goes line,far ball goe line,ball far goe line
How high it will go.,The launch position (line on the playground) is the variable that is controlled.,0,128,Where she threw the ball.,high,high,high
Staying at the line.,The launch position (line on the playground) is the variable that is controlled.,1,128,Where she threw the ball.,staying line,stay line,line stay
Kinds of balls.,The launch position (line on the playground) is the variable that is controlled.,0,128,Where she threw the ball.,kinds balls,kind ball,ball kind
The line.,The launch position (line on the playground) is the variable that is controlled.,1,128,Where she threw the ball.,line,line,line
The lines.,The launch position (line on the playground) is the variable that is controlled.,1,128,Where she threw the ball.,lines,line,line
Where they threw the ball.,The launch position (line on the playground) is the variable that is controlled.,1,128,Where she threw the ball.,threw ball,threw ball,ball threw
The launch position (line on the playground) is the variable that is controlled.,The launch position (line on the playground) is the variable that is controlled.,1,128,Where she threw the ball.,launch position line playground variable controlled,launch posit line playground variabl control,control launch line playground posit variabl
