student_answer,teacher_answer,label,question_id,q_answer,q_stopwords,q_stemmed,q_stem_ordered
Because first she put eggshells then the next day she made a solution.,A solution was created when the eggshells disappeared (dissolved) and the mixture ended up as a clear liquid.,0,38,Because first she put eggshells then the next day she made a solution.,eggshells day solution,eggshel day solut,day eggshel solut
Because bubble came out of the eggshell.,A solution was created when the eggshells disappeared (dissolved) and the mixture ended up as a clear liquid.,0,38,Because first she put eggshells then the next day she made a solution.,bubble came eggshell,bubbl came eggshel,bubbl came eggshel
I think she made a solution because the eggshells and bubbles disappeared.,A solution was created when the eggshells disappeared (dissolved) and the mixture ended up as a clear liquid.,1,38,Because first she put eggshells then the next day she made a solution.,think solution eggshells bubbles disappeared,think solut eggshel bubbl disappear,bubbl disappear eggshel solut think
She made a solution because she said that the water was clear and that is a solution.,A solution was created when the eggshells disappeared (dissolved) and the mixture ended up as a clear liquid.,1,38,Because first she put eggshells then the next day she made a solution.,solution said water clear solution,solut said water clear solut,clear said solut solut water
I think she did a solution because it had bubbles.,A solution was created when the eggshells disappeared (dissolved) and the mixture ended up as a clear liquid.,0,38,Because first she put eggshells then the next day she made a solution.,think solution bubbles,think solut bubbl,bubbl solut think
Because the eggshells were gone.,A solution was created when the eggshells disappeared (dissolved) and the mixture ended up as a clear liquid.,1,38,Because first she put eggshells then the next day she made a solution.,eggshells gone,eggshel gone,eggshel gone
Because it was clear.,A solution was created when the eggshells disappeared (dissolved) and the mixture ended up as a clear liquid.,0,38,Because first she put eggshells then the next day she made a solution.,clear,clear,clear
That is because a solution is clear that you could see through.,A solution was created when the eggshells disappeared (dissolved) and the mixture ended up as a clear liquid.,0,38,Because first she put eggshells then the next day she made a solution.,solution clear,solut clear,clear solut
She made a solution because the eggshells had disappeared and it cannot be separated.,A solution was created when the eggshells disappeared (dissolved) and the mixture ended up as a clear liquid.,1,38,Because first she put eggshells then the next day she made a solution.,solution eggshells disappeared separated,solut eggshel disappear separ,disappear eggshel separ solut
"Because the eggshells were gone and the water was left, inside was clear that why she thinks that she made a solution.",A solution was created when the eggshells disappeared (dissolved) and the mixture ended up as a clear liquid.,1,38,Because first she put eggshells then the next day she made a solution.,eggshells gone water left inside clear thinks solution,eggshel gone water left insid clear think solut,clear eggshel gone insid left solut think water
It was a reaction because it fizz and bubble up.,A solution was created when the eggshells disappeared (dissolved) and the mixture ended up as a clear liquid.,0,38,Because first she put eggshells then the next day she made a solution.,reaction fizz bubble,reaction fizz bubbl,bubbl fizz reaction
The mixture was clear and eggshell was gone.,A solution was created when the eggshells disappeared (dissolved) and the mixture ended up as a clear liquid.,1,38,Because first she put eggshells then the next day she made a solution.,mixture clear eggshell gone,mixtur clear eggshel gone,clear eggshel gone mixtur
Because bubbles are one sign of a gas.,A solution was created when the eggshells disappeared (dissolved) and the mixture ended up as a clear liquid.,0,38,Because first she put eggshells then the next day she made a solution.,bubbles sign gas,bubbl sign ga,bubbl ga sign
She thinks she made a solution because the eggshell dissolved in the vinegar and bubbled up and turned clear.,A solution was created when the eggshells disappeared (dissolved) and the mixture ended up as a clear liquid.,1,38,Because first she put eggshells then the next day she made a solution.,thinks solution eggshell dissolved vinegar bubbled turned clear,think solut eggshel dissolv vinegar bubbl turn clear,bubbl clear dissolv eggshel solut think turn vinegar
Because the eggshell was gone and it was clear.,A solution was created when the eggshells disappeared (dissolved) and the mixture ended up as a clear liquid.,1,38,Because first she put eggshells then the next day she made a solution.,eggshell gone clear,eggshel gone clear,clear eggshel gone
Grace mixed 2 materials together and the solution ended up clear.,A solution was created when the eggshells disappeared (dissolved) and the mixture ended up as a clear liquid.,0,38,Because first she put eggshells then the next day she made a solution.,grace mixed 2 materials solution ended clear,grace mix 2 materi solut end clear,2 clear end grace materi mix solut
Because she thinks that the eggshells and the water reaction and she think during the reaction the eggshell dissolved.,A solution was created when the eggshells disappeared (dissolved) and the mixture ended up as a clear liquid.,0,38,Because first she put eggshells then the next day she made a solution.,thinks eggshells water reaction think reaction eggshell dissolved,think eggshel water reaction think reaction eggshel dissolv,dissolv eggshel eggshel reaction reaction think think water
She thinks she made a solution because the solute dissolved and the water is clear.,A solution was created when the eggshells disappeared (dissolved) and the mixture ended up as a clear liquid.,1,38,Because first she put eggshells then the next day she made a solution.,thinks solution solute dissolved water clear,think solut solut dissolv water clear,clear dissolv solut solut think water
Yes because she saw the gas on and the vinegar was clear.,A solution was created when the eggshells disappeared (dissolved) and the mixture ended up as a clear liquid.,0,38,Because first she put eggshells then the next day she made a solution.,yes saw gas vinegar clear,ye saw ga vinegar clear,clear ga saw vinegar ye
Because a solution is when a solute and a solvent are mixed and she did that.,A solution was created when the eggshells disappeared (dissolved) and the mixture ended up as a clear liquid.,0,38,Because first she put eggshells then the next day she made a solution.,solution solute solvent mixed,solut solut solvent mix,mix solut solut solvent
Because she put eggshells in a cup and covered them with vinegar and after a couple of days she saw that they were gone.,A solution was created when the eggshells disappeared (dissolved) and the mixture ended up as a clear liquid.,1,38,Because first she put eggshells then the next day she made a solution.,eggshells cup covered vinegar couple days saw gone,eggshel cup cover vinegar coupl day saw gone,coupl cover cup day eggshel gone saw vinegar
The eggshells dissolved a solution is when the solvent dissolve.,A solution was created when the eggshells disappeared (dissolved) and the mixture ended up as a clear liquid.,0,38,Because first she put eggshells then the next day she made a solution.,eggshells dissolved solution solvent dissolve,eggshel dissolv solut solvent dissolv,dissolv dissolv eggshel solut solvent
The vinegar destroyed the eggshells.,A solution was created when the eggshells disappeared (dissolved) and the mixture ended up as a clear liquid.,0,38,Because first she put eggshells then the next day she made a solution.,vinegar destroyed eggshells,vinegar destroy eggshel,destroy eggshel vinegar
Because he used something that can make it bubble.,A solution was created when the eggshells disappeared (dissolved) and the mixture ended up as a clear liquid.,0,38,Because first she put eggshells then the next day she made a solution.,bubble,bubbl,bubbl
I think Grace thinks she made a solution because she mixed eggshells and vinegar together.,A solution was created when the eggshells disappeared (dissolved) and the mixture ended up as a clear liquid.,0,38,Because first she put eggshells then the next day she made a solution.,think grace thinks solution mixed eggshells vinegar,think grace think solut mix eggshel vinegar,eggshel grace mix solut think think vinegar
Because at the end the eggshell was gone and the water was clear.,A solution was created when the eggshells disappeared (dissolved) and the mixture ended up as a clear liquid.,1,38,Because first she put eggshells then the next day she made a solution.,end eggshell gone water clear,end eggshel gone water clear,clear eggshel end gone water
Grace thinks she made a solution because the eggshells disappeared into the liquid.,A solution was created when the eggshells disappeared (dissolved) and the mixture ended up as a clear liquid.,1,38,Because first she put eggshells then the next day she made a solution.,grace thinks solution eggshells disappeared liquid,grace think solut eggshel disappear liquid,disappear eggshel grace liquid solut think
I think the reason why Grace thinks she made a solution is because the eggshells went away after awhile.,A solution was created when the eggshells disappeared (dissolved) and the mixture ended up as a clear liquid.,1,38,Because first she put eggshells then the next day she made a solution.,think reason grace thinks solution eggshells went away awhile,think reason grace think solut eggshel went away awhil,away awhil eggshel grace reason solut think think went
I think she did make a solution because a solution is when 2 or more materials are mixed together and one disappears into the other.,A solution was created when the eggshells disappeared (dissolved) and the mixture ended up as a clear liquid.,1,38,Because first she put eggshells then the next day she made a solution.,think solution solution 2 materials mixed disappears,think solut solut 2 materi mix disappear,2 disappear materi mix solut solut think
Because it turned into a clear liquid solution.,A solution was created when the eggshells disappeared (dissolved) and the mixture ended up as a clear liquid.,0,38,Because first she put eggshells then the next day she made a solution.,turned clear liquid solution,turn clear liquid solut,clear liquid solut turn
"She thinks the water was clear, which it was so it was a solution.",A solution was created when the eggshells disappeared (dissolved) and the mixture ended up as a clear liquid.,0,38,Because first she put eggshells then the next day she made a solution.,thinks water clear solution,think water clear solut,clear solut think water
Because there were more bubbles everyday.,A solution was created when the eggshells disappeared (dissolved) and the mixture ended up as a clear liquid.,0,38,Because first she put eggshells then the next day she made a solution.,bubbles everyday,bubbl everyday,bubbl everyday
Because she said the water was clear. When water is clear then it is a solution.,A solution was created when the eggshells disappeared (dissolved) and the mixture ended up as a clear liquid.,1,38,Because first she put eggshells then the next day she made a solution.,said water clear water clear solution,said water clear water clear solut,clear clear said solut water water
It is a solution because the eggshells disappeared leaving liquid clear making a solution.,A solution was created when the eggshells disappeared (dissolved) and the mixture ended up as a clear liquid.,1,38,Because first she put eggshells then the next day she made a solution.,solution eggshells disappeared leaving liquid clear making solution,solut eggshel disappear leav liquid clear make solut,clear disappear eggshel leav liquid make solut solut
Because she mixed the vinegar with the eggshells and later bubbles started to show up then it cleared.,A solution was created when the eggshells disappeared (dissolved) and the mixture ended up as a clear liquid.,1,38,Because first she put eggshells then the next day she made a solution.,mixed vinegar eggshells later bubbles started cleared,mix vinegar eggshel later bubbl start clear,bubbl clear eggshel later mix start vinegar
A solution was created when the eggshells disappeared (dissolved) and the mixture ended up as a clear liquid.,A solution was created when the eggshells disappeared (dissolved) and the mixture ended up as a clear liquid.,1,38,Because first she put eggshells then the next day she made a solution.,solution created eggshells disappeared dissolved mixture ended clear liquid,solut creat eggshel disappear dissolv mixtur end clear liquid,clear creat disappear dissolv eggshel end liquid mixtur solut
