student_answer,teacher_answer,label,question_id,q_answer,q_stopwords,q_stemmed,q_stem_ordered
"Like a small river getting big, deltas are formed when a regular river is out to a ocean or lake. Over time the water will erode the mouth into a fan shaped deposit.",Earth materials erode and are carried by flowing water (a river). The earth materials form a delta when the materials are dropped off or deposited when the water stops flowing (at the mouth of a river).,0,22,"Like a small river getting big, deltas are formed when a regular river is out to a ocean or lake. Over time the water will erode the mouth into a fan shaped deposit.",like small river getting big deltas formed regular river ocean lake time water erode mouth fan shaped deposit,like small river get big delta form regular river ocean lake time water erod mouth fan shape deposit,big delta deposit erod fan form get lake like mouth ocean regular river river shape small time water
A river rock earth motional with it and deposits it at the mouth. There is forming a delta.,Earth materials erode and are carried by flowing water (a river). The earth materials form a delta when the materials are dropped off or deposited when the water stops flowing (at the mouth of a river).,0,22,"Like a small river getting big, deltas are formed when a regular river is out to a ocean or lake. Over time the water will erode the mouth into a fan shaped deposit.",river rock earth motional deposits mouth forming delta,river rock earth motion deposit mouth form delta,delta deposit earth form motion mouth river rock
Deltas are earth materials that are carried away by the river and settle.,Earth materials erode and are carried by flowing water (a river). The earth materials form a delta when the materials are dropped off or deposited when the water stops flowing (at the mouth of a river).,0,22,"Like a small river getting big, deltas are formed when a regular river is out to a ocean or lake. Over time the water will erode the mouth into a fan shaped deposit.",deltas earth materials carried away river settle,delta earth materi carri away river settl,away carri delta earth materi river settl
A delta forms at the mouth of a river when earth material is carried away in a river.,Earth materials erode and are carried by flowing water (a river). The earth materials form a delta when the materials are dropped off or deposited when the water stops flowing (at the mouth of a river).,0,22,"Like a small river getting big, deltas are formed when a regular river is out to a ocean or lake. Over time the water will erode the mouth into a fan shaped deposit.",delta forms mouth river earth material carried away river,delta form mouth river earth materi carri away river,away carri delta earth form materi mouth river river
They come from water and water just keeps on building up.,Earth materials erode and are carried by flowing water (a river). The earth materials form a delta when the materials are dropped off or deposited when the water stops flowing (at the mouth of a river).,0,22,"Like a small river getting big, deltas are formed when a regular river is out to a ocean or lake. Over time the water will erode the mouth into a fan shaped deposit.",come water water keeps building,come water water keep build,build come keep water water
A erosion happen and over the time it forms.,Earth materials erode and are carried by flowing water (a river). The earth materials form a delta when the materials are dropped off or deposited when the water stops flowing (at the mouth of a river).,0,22,"Like a small river getting big, deltas are formed when a regular river is out to a ocean or lake. Over time the water will erode the mouth into a fan shaped deposit.",erosion happen time forms,eros happen time form,eros form happen time
The depositions collapsing into them.,Earth materials erode and are carried by flowing water (a river). The earth materials form a delta when the materials are dropped off or deposited when the water stops flowing (at the mouth of a river).,0,22,"Like a small river getting big, deltas are formed when a regular river is out to a ocean or lake. Over time the water will erode the mouth into a fan shaped deposit.",depositions collapsing,deposit collaps,collaps deposit
It forms by a deposit of earth materials at mouth of a stream or river.,Earth materials erode and are carried by flowing water (a river). The earth materials form a delta when the materials are dropped off or deposited when the water stops flowing (at the mouth of a river).,0,22,"Like a small river getting big, deltas are formed when a regular river is out to a ocean or lake. Over time the water will erode the mouth into a fan shaped deposit.",forms deposit earth materials mouth stream river,form deposit earth materi mouth stream river,deposit earth form materi mouth river stream
Deltas are formed because the water takes the sand to the end of the river where it piles up and forms a delta.,Earth materials erode and are carried by flowing water (a river). The earth materials form a delta when the materials are dropped off or deposited when the water stops flowing (at the mouth of a river).,0,22,"Like a small river getting big, deltas are formed when a regular river is out to a ocean or lake. Over time the water will erode the mouth into a fan shaped deposit.",deltas formed water takes sand end river piles forms delta,delta form water take sand end river pile form delta,delta delta end form form pile river sand take water
Delta forms by water or a river.,Earth materials erode and are carried by flowing water (a river). The earth materials form a delta when the materials are dropped off or deposited when the water stops flowing (at the mouth of a river).,0,22,"Like a small river getting big, deltas are formed when a regular river is out to a ocean or lake. Over time the water will erode the mouth into a fan shaped deposit.",delta forms water river,delta form water river,delta form river water
Delta is formed because the mouth is full of water or melted ice.,Earth materials erode and are carried by flowing water (a river). The earth materials form a delta when the materials are dropped off or deposited when the water stops flowing (at the mouth of a river).,0,22,"Like a small river getting big, deltas are formed when a regular river is out to a ocean or lake. Over time the water will erode the mouth into a fan shaped deposit.",delta formed mouth water melted ice,delta form mouth water melt ice,delta form ice melt mouth water
It is formed by a mouth of river of stream.,Earth materials erode and are carried by flowing water (a river). The earth materials form a delta when the materials are dropped off or deposited when the water stops flowing (at the mouth of a river).,0,22,"Like a small river getting big, deltas are formed when a regular river is out to a ocean or lake. Over time the water will erode the mouth into a fan shaped deposit.",formed mouth river stream,form mouth river stream,form mouth river stream
It is formed by amount river or stream.,Earth materials erode and are carried by flowing water (a river). The earth materials form a delta when the materials are dropped off or deposited when the water stops flowing (at the mouth of a river).,0,22,"Like a small river getting big, deltas are formed when a regular river is out to a ocean or lake. Over time the water will erode the mouth into a fan shaped deposit.",formed river stream,form river stream,form river stream
Deltas form by depositions with water.,Earth materials erode and are carried by flowing water (a river). The earth materials form a delta when the materials are dropped off or deposited when the water stops flowing (at the mouth of a river).,0,22,"Like a small river getting big, deltas are formed when a regular river is out to a ocean or lake. Over time the water will erode the mouth into a fan shaped deposit.",deltas form depositions water,delta form deposit water,delta deposit form water
A deposition at the mouth of the river.,Earth materials erode and are carried by flowing water (a river). The earth materials form a delta when the materials are dropped off or deposited when the water stops flowing (at the mouth of a river).,0,22,"Like a small river getting big, deltas are formed when a regular river is out to a ocean or lake. Over time the water will erode the mouth into a fan shaped deposit.",deposition mouth river,deposit mouth river,deposit mouth river
A delta is formed when water is deposited.,Earth materials erode and are carried by flowing water (a river). The earth materials form a delta when the materials are dropped off or deposited when the water stops flowing (at the mouth of a river).,0,22,"Like a small river getting big, deltas are formed when a regular river is out to a ocean or lake. Over time the water will erode the mouth into a fan shaped deposit.",delta formed water deposited,delta form water deposit,delta deposit form water
