student_answer,teacher_answer,label,question_id,q_answer,q_stopwords,q_stemmed,q_stem_ordered
You would know by which way the shadow is pointing to.,"In the afternoon, shadows point east because the Sun is in the west. So the west side is opposite of the shadows.",0,55,You would know by which way the shadow is pointing to.,know way shadow pointing,know way shadow point,know point shadow way
I used the strategy never eat soggy waffles.,"In the afternoon, shadows point east because the Sun is in the west. So the west side is opposite of the shadows.",0,55,You would know by which way the shadow is pointing to.,strategy eat soggy waffles,strategi eat soggi waffl,eat soggi strategi waffl
Because the direction the shadows were facing and in my journal.,"In the afternoon, shadows point east because the Sun is in the west. So the west side is opposite of the shadows.",0,55,You would know by which way the shadow is pointing to.,direction shadows facing journal,direct shadow face journal,direct face journal shadow
The shadow is point east.,"In the afternoon, shadows point east because the Sun is in the west. So the west side is opposite of the shadows.",1,55,You would know by which way the shadow is pointing to.,shadow point east,shadow point east,east point shadow
Because the shadows.,"In the afternoon, shadows point east because the Sun is in the west. So the west side is opposite of the shadows.",0,55,You would know by which way the shadow is pointing to.,shadows,shadow,shadow
I just looked at it if it was early afternoon it would be pointing northeast and if it was late afternoon it would be point to southwest.,"In the afternoon, shadows point east because the Sun is in the west. So the west side is opposite of the shadows.",0,55,You would know by which way the shadow is pointing to.,looked early afternoon pointing northeast late afternoon point southwest,look earli afternoon point northeast late afternoon point southwest,afternoon afternoon earli late look northeast point point southwest
By looking at the shadows' reflection.,"In the afternoon, shadows point east because the Sun is in the west. So the west side is opposite of the shadows.",0,55,You would know by which way the shadow is pointing to.,looking shadows reflection,look shadow reflect,look reflect shadow
Because my teacher tell me never eat soggy waffles. It means north east south west.,"In the afternoon, shadows point east because the Sun is in the west. So the west side is opposite of the shadows.",0,55,You would know by which way the shadow is pointing to.,teacher tell eat soggy waffles means north east south west,teacher tell eat soggi waffl mean north east south west,east eat mean north soggi south teacher tell waffl west
Because I used a compass.,"In the afternoon, shadows point east because the Sun is in the west. So the west side is opposite of the shadows.",0,55,You would know by which way the shadow is pointing to.,compass,compass,compass
Because the sun is behind them.,"In the afternoon, shadows point east because the Sun is in the west. So the west side is opposite of the shadows.",0,55,You would know by which way the shadow is pointing to.,sun,sun,sun
