student_answer,teacher_answer,label,question_id,q_answer,q_stopwords,q_stemmed,q_stem_ordered
Because the salt was too small so small that you cannot see it.,"The dissolved salt particles are small enough to go through the holes in the filter paper, but the sand particles are too large.",1,45,Because the salt was too small so small that you cannot see it.,salt small small,salt small small,salt small small
Because sand is much softer and the salt.,"The dissolved salt particles are small enough to go through the holes in the filter paper, but the sand particles are too large.",0,45,Because the salt was too small so small that you cannot see it.,sand softer salt,sand softer salt,salt sand softer
Because the salt dissolved into the water and the sand did not.,"The dissolved salt particles are small enough to go through the holes in the filter paper, but the sand particles are too large.",0,45,Because the salt was too small so small that you cannot see it.,salt dissolved water sand,salt dissolv water sand,dissolv salt sand water
Because salt and water are a solution but sand and water is just a mixture.,"The dissolved salt particles are small enough to go through the holes in the filter paper, but the sand particles are too large.",0,45,Because the salt was too small so small that you cannot see it.,salt water solution sand water mixture,salt water solut sand water mixtur,mixtur salt sand solut water water
The sand got caught because it had rocks in it.,"The dissolved salt particles are small enough to go through the holes in the filter paper, but the sand particles are too large.",0,45,Because the salt was too small so small that you cannot see it.,sand got caught rocks,sand got caught rock,caught got rock sand
The salt went through because when the salt and water mixed the salt dissolved a little.,"The dissolved salt particles are small enough to go through the holes in the filter paper, but the sand particles are too large.",0,45,Because the salt was too small so small that you cannot see it.,salt went salt water mixed salt dissolved little,salt went salt water mix salt dissolv littl,dissolv littl mix salt salt salt water went
The particle size of the sand was too big to fit through the holes of the filter. While the salt particle size was too small to get caught.,"The dissolved salt particles are small enough to go through the holes in the filter paper, but the sand particles are too large.",1,45,Because the salt was too small so small that you cannot see it.,particle size sand big fit holes filter salt particle size small caught,particl size sand big fit hole filter salt particl size small caught,big caught filter fit hole particl particl salt sand size size small
The salt did not get caught because it dissolved in the water.,"The dissolved salt particles are small enough to go through the holes in the filter paper, but the sand particles are too large.",0,45,Because the salt was too small so small that you cannot see it.,salt caught dissolved water,salt caught dissolv water,caught dissolv salt water
The salt went through the filter because it dissolved and the sand did not.,"The dissolved salt particles are small enough to go through the holes in the filter paper, but the sand particles are too large.",0,45,Because the salt was too small so small that you cannot see it.,salt went filter dissolved sand,salt went filter dissolv sand,dissolv filter salt sand went
Because he put water in it so the salt dissolved with the water and ran right through.,"The dissolved salt particles are small enough to go through the holes in the filter paper, but the sand particles are too large.",0,45,Because the salt was too small so small that you cannot see it.,water salt dissolved water ran right,water salt dissolv water ran right,dissolv ran right salt water water
Because salt is so small it slid through the large coffee filter. Sand is larger so it stuck to the filter.,"The dissolved salt particles are small enough to go through the holes in the filter paper, but the sand particles are too large.",1,45,Because the salt was too small so small that you cannot see it.,salt small slid large coffee filter sand larger stuck filter,salt small slid larg coffe filter sand larger stuck filter,coffe filter filter larg larger salt sand slid small stuck
The salt turns to liquid like an ice cube and then to water sand does not.,"The dissolved salt particles are small enough to go through the holes in the filter paper, but the sand particles are too large.",0,45,Because the salt was too small so small that you cannot see it.,salt turns liquid like ice cube water sand,salt turn liquid like ice cube water sand,cube ice like liquid salt sand turn water
The sand was too big to fit through the tiny holes in the filter. The salt dissolved into the water and was way too small to get caught in the filter. It just went through.,"The dissolved salt particles are small enough to go through the holes in the filter paper, but the sand particles are too large.",0,45,Because the salt was too small so small that you cannot see it.,sand big fit tiny holes filter salt dissolved water way small caught filter went,sand big fit tini hole filter salt dissolv water way small caught filter went,big caught dissolv filter filter fit hole salt sand small tini water way went
The salt went through the filter because the salt mix with water to make saltwater. Sand the sand got caught because it is just like the powder it sticks to the sides.,"The dissolved salt particles are small enough to go through the holes in the filter paper, but the sand particles are too large.",0,45,Because the salt was too small so small that you cannot see it.,salt went filter salt mix water saltwater sand sand got caught like powder sticks sides,salt went filter salt mix water saltwat sand sand got caught like powder stick side,caught filter got like mix powder salt salt saltwat sand sand side stick water went
The salt is smaller and is harder.,"The dissolved salt particles are small enough to go through the holes in the filter paper, but the sand particles are too large.",1,45,Because the salt was too small so small that you cannot see it.,salt smaller harder,salt smaller harder,harder salt smaller
The salt had gone away or dissolved.,"The dissolved salt particles are small enough to go through the holes in the filter paper, but the sand particles are too large.",0,45,Because the salt was too small so small that you cannot see it.,salt gone away dissolved,salt gone away dissolv,away dissolv gone salt
Because the sand is bigger than the salt.,"The dissolved salt particles are small enough to go through the holes in the filter paper, but the sand particles are too large.",1,45,Because the salt was too small so small that you cannot see it.,sand bigger salt,sand bigger salt,bigger salt sand
The grains of salt must be smaller than the grains of sand.,"The dissolved salt particles are small enough to go through the holes in the filter paper, but the sand particles are too large.",1,45,Because the salt was too small so small that you cannot see it.,grains salt smaller grains sand,grain salt smaller grain sand,grain grain salt sand smaller
The salt got dissolved in the water.,"The dissolved salt particles are small enough to go through the holes in the filter paper, but the sand particles are too large.",0,45,Because the salt was too small so small that you cannot see it.,salt got dissolved water,salt got dissolv water,dissolv got salt water
Because the sand is thicker than the water. Water is smooth.,"The dissolved salt particles are small enough to go through the holes in the filter paper, but the sand particles are too large.",0,45,Because the salt was too small so small that you cannot see it.,sand thicker water water smooth,sand thicker water water smooth,sand smooth thicker water water
