student_answer,teacher_answer,label,question_id,q_answer,q_stopwords,q_stemmed,q_stem_ordered
The blue covered was very hot.,Water heats up faster when covered.,1,64,The blue covered was very hot.,blue covered hot,blue cover hot,blue cover hot
"That they both are at 5, 10, 15, 20.",Water heats up faster when covered.,0,64,The blue covered was very hot.,5 10 15 20,5 10 15 20,10 15 20 5
The covered one get hotter than the uncovered ones.,Water heats up faster when covered.,1,64,The blue covered was very hot.,covered hotter uncovered ones,cover hotter uncov one,cover hotter one uncov
It tells about using the solar water heater on the data chart.,Water heats up faster when covered.,0,64,The blue covered was very hot.,tells solar water heater data chart,tell solar water heater data chart,chart data heater solar tell water
The one is that are cover they heat up more sun and it gets hotter.,Water heats up faster when covered.,1,64,The blue covered was very hot.,cover heat sun gets hotter,cover heat sun get hotter,cover get heat hotter sun
That covered sometimes gets the hottest.,Water heats up faster when covered.,1,64,The blue covered was very hot.,covered gets hottest,cover get hottest,cover get hottest
"That the sun absorbs more heat, with dark colors.",Water heats up faster when covered.,0,64,The blue covered was very hot.,sun absorbs heat dark colors,sun absorb heat dark color,absorb color dark heat sun
Is that covered is more lighter.,Water heats up faster when covered.,0,64,The blue covered was very hot.,covered lighter,cover lighter,cover lighter
That by being covered the colors attract more heat.,Water heats up faster when covered.,1,64,The blue covered was very hot.,covered colors attract heat,cover color attract heat,attract color cover heat
Blue was the darkest color and it was covered and that is how it got hotter.,Water heats up faster when covered.,1,64,The blue covered was very hot.,blue darkest color covered got hotter,blue darkest color cover got hotter,blue color cover darkest got hotter
That the cover absorbs more heat.,Water heats up faster when covered.,1,64,The blue covered was very hot.,cover absorbs heat,cover absorb heat,absorb cover heat
It absorbs more heat.,Water heats up faster when covered.,1,64,The blue covered was very hot.,absorbs heat,absorb heat,absorb heat
It tells if you use a cover it gets hotter than not using a cover.,Water heats up faster when covered.,1,64,The blue covered was very hot.,tells use cover gets hotter cover,tell use cover get hotter cover,cover cover get hotter tell use
It tells me because they are air in different position. And they are more longer than covered.,Water heats up faster when covered.,0,64,The blue covered was very hot.,tells air different position longer covered,tell air differ posit longer cover,air cover differ longer posit tell
When you cover the container you get more heat than uncovered.,Water heats up faster when covered.,1,64,The blue covered was very hot.,cover container heat uncovered,cover contain heat uncov,contain cover heat uncov
The blue covered have more time than red covered.,Water heats up faster when covered.,0,64,The blue covered was very hot.,blue covered time red covered,blue cover time red cover,blue cover cover red time
How the temperature goes upward down.,Water heats up faster when covered.,0,64,The blue covered was very hot.,temperature goes upward,temperatur goe upward,goe temperatur upward
With a cover it does make it warmer but I think it depends on what color is underneath it.,Water heats up faster when covered.,1,64,The blue covered was very hot.,cover warmer think depends color underneath,cover warmer think depend color underneath,color cover depend think underneath warmer
