wordcount,stem_g_similarity,stem_j_similarity,stem_c_similarity,stem_ordered_g_similarity,stem_ordered_j_similarity,stem_ordered_c_similarity,q_stemmed_has_darker,q_stemmed_has_color,q_stemmed_has_absorb,q_stemmed_has_heat,q_stemmed_has_lighter,q_stemmed_has_dark,q_stemmed_has_green,q_stemmed_has_sheet,q_stemmed_has_darkest,q_stemmed_has_avail,q_stemmed_has_use,q_stemmed_has_darker_color,q_stemmed_has_color_absorb,q_stemmed_has_absorb_heat,q_stemmed_has_heat_lighter,q_stemmed_has_lighter_color,q_stemmed_has_color_dark,q_stemmed_has_dark_green,q_stemmed_has_green_sheet,q_stemmed_has_sheet_darkest,q_stemmed_has_darkest_color,q_stemmed_has_color_avail,q_stemmed_has_avail_use,q_stemmed_has_use_green,q_stemmed_has_darker_color_absorb,q_stemmed_has_color_absorb_heat,q_stemmed_has_absorb_heat_lighter,q_stemmed_has_heat_lighter_color,q_stemmed_has_lighter_color_dark,q_stemmed_has_color_dark_green,q_stemmed_has_dark_green_sheet,q_stemmed_has_green_sheet_darkest,q_stemmed_has_sheet_darkest_color,q_stemmed_has_darkest_color_avail,q_stemmed_has_color_avail_use,q_stemmed_has_avail_use_green,q_stemmed_has_use_green_sheet,q_stem_ordered_has_absorb,q_stem_ordered_has_avail,q_stem_ordered_has_color,q_stem_ordered_has_dark,q_stem_ordered_has_darker,q_stem_ordered_has_darkest,q_stem_ordered_has_green,q_stem_ordered_has_heat,q_stem_ordered_has_lighter,q_stem_ordered_has_sheet,q_stem_ordered_has_use,q_stem_ordered_has_absorb_avail,q_stem_ordered_has_avail_color,q_stem_ordered_has_color_color,q_stem_ordered_has_color_dark,q_stem_ordered_has_dark_darker,q_stem_ordered_has_darker_darkest,q_stem_ordered_has_darkest_green,q_stem_ordered_has_green_green,q_stem_ordered_has_green_heat,q_stem_ordered_has_heat_lighter,q_stem_ordered_has_lighter_sheet,q_stem_ordered_has_sheet_sheet,q_stem_ordered_has_sheet_use,q_stem_ordered_has_absorb_avail_color,q_stem_ordered_has_avail_color_color,q_stem_ordered_has_color_color_color,q_stem_ordered_has_color_color_dark,q_stem_ordered_has_color_dark_darker,q_stem_ordered_has_dark_darker_darkest,q_stem_ordered_has_darker_darkest_green,q_stem_ordered_has_darkest_green_green,q_stem_ordered_has_green_green_heat,q_stem_ordered_has_green_heat_lighter,q_stem_ordered_has_heat_lighter_sheet,q_stem_ordered_has_lighter_sheet_sheet,q_stem_ordered_has_sheet_sheet_use
0.41666666666666663,0.6666666666666666,0.5833333333333334,0.7462,0.6666666666666666,0.5833333333333334,0.7462,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.08333333333333331,0.3076923076923077,0.15384615384615385,0.3015,0.3076923076923077,0.15384615384615385,0.3015,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6666666666666666,0.5714285714285714,0.35714285714285715,0.533,0.5714285714285714,0.35714285714285715,0.533,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.41666666666666663,0.5384615384615384,0.38461538461538464,0.5698,0.5384615384615384,0.38461538461538464,0.5698,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.16666666666666663,0.45454545454545453,0.45454545454545453,0.6742,0.45454545454545453,0.45454545454545453,0.6742,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.25,0.375,0.0625,0.1231,0.375,0.0625,0.1231,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.08333333333333331,0.3333333333333333,0.25,0.4523,0.3333333333333333,0.25,0.4523,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.41666666666666663,0.46153846153846156,0.3076923076923077,0.4924,0.46153846153846156,0.3076923076923077,0.4924,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.5833333333333333,0.625,0.3125,0.4767,0.625,0.3125,0.4767,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.41666666666666663,0.47058823529411764,0.11764705882352941,0.2132,0.47058823529411764,0.11764705882352941,0.2132,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.16666666666666663,0.3125,0.0,0.0,0.3125,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.08333333333333331,0.36363636363636365,0.36363636363636365,0.603,0.36363636363636365,0.36363636363636365,0.603,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.25,0.42857142857142855,0.21428571428571427,0.3693,0.42857142857142855,0.21428571428571427,0.3693,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.33333333333333326,0.46153846153846156,0.3076923076923077,0.4924,0.46153846153846156,0.3076923076923077,0.4924,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.33333333333333326,0.42857142857142855,0.21428571428571427,0.3693,0.42857142857142855,0.21428571428571427,0.3693,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.33333333333333326,0.42857142857142855,0.21428571428571427,0.3693,0.42857142857142855,0.21428571428571427,0.3693,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.41666666666666663,0.5,0.2857142857142857,0.4558,0.5,0.2857142857142857,0.4558,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.8333333333333333,0.6111111111111112,0.2222222222222222,0.3636,0.6111111111111112,0.2222222222222222,0.3636,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.9166666666666665,0.5882352941176471,0.23529411764705882,0.3814,0.5882352941176471,0.23529411764705882,0.3814,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.08333333333333331,0.3333333333333333,0.25,0.4523,0.3333333333333333,0.25,0.4523,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6666666666666666,0.6,0.3333333333333333,0.5025,0.6,0.3333333333333333,0.5025,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.16666666666666663,0.4166666666666667,0.3333333333333333,0.5394,0.4166666666666667,0.3333333333333333,0.5394,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.33333333333333326,0.46153846153846156,0.3076923076923077,0.4924,0.46153846153846156,0.3076923076923077,0.4924,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.25,0.375,0.0625,0.1231,0.375,0.0625,0.1231,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.41666666666666663,0.4375,0.125,0.2279,0.4375,0.125,0.2279,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.41666666666666663,0.5384615384615384,0.38461538461538464,0.5698,0.5384615384615384,0.38461538461538464,0.5698,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.16666666666666663,0.35714285714285715,0.14285714285714285,0.2697,0.35714285714285715,0.14285714285714285,0.2697,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.41666666666666663,0.5714285714285714,0.35714285714285715,0.533,0.5714285714285714,0.35714285714285715,0.533,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.5833333333333333,0.5714285714285714,0.35714285714285715,0.533,0.5714285714285714,0.35714285714285715,0.533,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.41666666666666663,0.5,0.1875,0.3198,0.5,0.1875,0.3198,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.08333333333333331,0.3333333333333333,0.25,0.4523,0.3333333333333333,0.25,0.4523,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.41666666666666663,0.5714285714285714,0.35714285714285715,0.533,0.5714285714285714,0.35714285714285715,0.533,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.25,0.375,0.0625,0.1231,0.375,0.0625,0.1231,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.08333333333333331,0.36363636363636365,0.36363636363636365,0.603,0.36363636363636365,0.36363636363636365,0.603,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.08333333333333331,0.3333333333333333,0.25,0.4523,0.3333333333333333,0.25,0.4523,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.23076923076923078,0.07692307692307693,0.1741,0.23076923076923078,0.07692307692307693,0.1741,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
