student_answer,teacher_answer,label,question_id,q_answer,q_stopwords,q_stemmed,q_stem_ordered
Helps give the plant food.,The cotyledon provides food for the plant until the plant can make food for itself.,0,58,Helps give the plant food.,helps plant food,help plant food,food help plant
Store food.,The cotyledon provides food for the plant until the plant can make food for itself.,0,58,Helps give the plant food.,store food,store food,food store
Saves food.,The cotyledon provides food for the plant until the plant can make food for itself.,0,58,Helps give the plant food.,saves food,save food,food save
Stores food for the seedling until it grows leaves.,The cotyledon provides food for the plant until the plant can make food for itself.,1,58,Helps give the plant food.,stores food seedling grows leaves,store food seedl grow leav,food grow leav seedl store
Gives the seed food.,The cotyledon provides food for the plant until the plant can make food for itself.,1,58,Helps give the plant food.,gives seed food,give seed food,food give seed
"To store the food, nutrients.",The cotyledon provides food for the plant until the plant can make food for itself.,0,58,Helps give the plant food.,store food nutrients,store food nutrient,food nutrient store
The cotyledon or the seed is the seed coat came off.,The cotyledon provides food for the plant until the plant can make food for itself.,0,58,Helps give the plant food.,cotyledon seed seed coat came,cotyledon seed seed coat came,came coat cotyledon seed seed
The cotyledon is the food storage.,The cotyledon provides food for the plant until the plant can make food for itself.,0,58,Helps give the plant food.,cotyledon food storage,cotyledon food storag,cotyledon food storag
Is the seed.,The cotyledon provides food for the plant until the plant can make food for itself.,0,58,Helps give the plant food.,seed,seed,seed
Feeds the seed.,The cotyledon provides food for the plant until the plant can make food for itself.,1,58,Helps give the plant food.,feeds seed,feed seed,feed seed
Stores food for it until it grows into a plant.,The cotyledon provides food for the plant until the plant can make food for itself.,1,58,Helps give the plant food.,stores food grows plant,store food grow plant,food grow plant store
Provide food.,The cotyledon provides food for the plant until the plant can make food for itself.,0,58,Helps give the plant food.,provide food,provid food,food provid
Stores food.,The cotyledon provides food for the plant until the plant can make food for itself.,0,58,Helps give the plant food.,stores food,store food,food store
To provide food when germination.,The cotyledon provides food for the plant until the plant can make food for itself.,1,58,Helps give the plant food.,provide food germination,provid food germin,food germin provid
It gather up food for the seed.,The cotyledon provides food for the plant until the plant can make food for itself.,1,58,Helps give the plant food.,gather food seed,gather food seed,food gather seed
The cotyledon stores the food.,The cotyledon provides food for the plant until the plant can make food for itself.,0,58,Helps give the plant food.,cotyledon stores food,cotyledon store food,cotyledon food store
The cotyledon is a little plant in the bean that store food.,The cotyledon provides food for the plant until the plant can make food for itself.,0,58,Helps give the plant food.,cotyledon little plant bean store food,cotyledon littl plant bean store food,bean cotyledon food littl plant store
Help it grow.,The cotyledon provides food for the plant until the plant can make food for itself.,0,58,Helps give the plant food.,help grow,help grow,grow help
Something that feeds the seed.,The cotyledon provides food for the plant until the plant can make food for itself.,1,58,Helps give the plant food.,feeds seed,feed seed,feed seed
The cotyledon is the inside.,The cotyledon provides food for the plant until the plant can make food for itself.,0,58,Helps give the plant food.,cotyledon inside,cotyledon insid,cotyledon insid
The cotyledon splits opened.,The cotyledon provides food for the plant until the plant can make food for itself.,0,58,Helps give the plant food.,cotyledon splits opened,cotyledon split open,cotyledon open split
Stores food.,The cotyledon provides food for the plant until the plant can make food for itself.,0,58,Helps give the plant food.,stores food,store food,food store
The cotyledon gives food to the plant until it grows roots.,The cotyledon provides food for the plant until the plant can make food for itself.,1,58,Helps give the plant food.,cotyledon gives food plant grows roots,cotyledon give food plant grow root,cotyledon food give grow plant root
It folds of when it is done.,The cotyledon provides food for the plant until the plant can make food for itself.,0,58,Helps give the plant food.,folds,fold,fold
Food supply.,The cotyledon provides food for the plant until the plant can make food for itself.,0,58,Helps give the plant food.,food supply,food suppli,food suppli
A cotyledon in the food supply.,The cotyledon provides food for the plant until the plant can make food for itself.,0,58,Helps give the plant food.,cotyledon food supply,cotyledon food suppli,cotyledon food suppli
It is the food supply until the plant grows leaves.,The cotyledon provides food for the plant until the plant can make food for itself.,1,58,Helps give the plant food.,food supply plant grows leaves,food suppli plant grow leav,food grow leav plant suppli
Food supply for the plant.,The cotyledon provides food for the plant until the plant can make food for itself.,0,58,Helps give the plant food.,food supply plant,food suppli plant,food plant suppli
It stows the food for the young plant.,The cotyledon provides food for the plant until the plant can make food for itself.,1,58,Helps give the plant food.,stows food young plant,stow food young plant,food plant stow young
The cotyledon supplies food for the seed until it can supply its own food.,The cotyledon provides food for the plant until the plant can make food for itself.,1,58,Helps give the plant food.,cotyledon supplies food seed supply food,cotyledon suppli food seed suppli food,cotyledon food food seed suppli suppli
Holds seed coat.,The cotyledon provides food for the plant until the plant can make food for itself.,0,58,Helps give the plant food.,holds seed coat,hold seed coat,coat hold seed
Food supply.,The cotyledon provides food for the plant until the plant can make food for itself.,0,58,Helps give the plant food.,food supply,food suppli,food suppli
Give it nutrients.,The cotyledon provides food for the plant until the plant can make food for itself.,0,58,Helps give the plant food.,nutrients,nutrient,nutrient
Stores food for the plant in until it can make on its own.,The cotyledon provides food for the plant until the plant can make food for itself.,1,58,Helps give the plant food.,stores food plant,store food plant,food plant store
The outside of the seeds.,The cotyledon provides food for the plant until the plant can make food for itself.,0,58,Helps give the plant food.,outside seeds,outsid seed,outsid seed
Holds the food.,The cotyledon provides food for the plant until the plant can make food for itself.,0,58,Helps give the plant food.,holds food,hold food,food hold
The cotyledon provides food for the plant until the plant can make food for itself.,The cotyledon provides food for the plant until the plant can make food for itself.,1,58,Helps give the plant food.,cotyledon provides food plant plant food,cotyledon provid food plant plant food,cotyledon food food plant plant provid
