student_answer,teacher_answer,label,question_id,q_answer,q_stopwords,q_stemmed,q_stem_ordered
Greater than because mixture 5 has the same amount of water with more spoons of solid.,The concentrations are the same because both mixtures are saturated.,0,54,Greater than because mixture 5 has the same amount of water with more spoons of solid.,greater mixture 5 water spoons solid,greater mixtur 5 water spoon solid,5 greater mixtur solid spoon water
Greater than because it have 5 spoon of clear material.,The concentrations are the same because both mixtures are saturated.,0,54,Greater than because mixture 5 has the same amount of water with more spoons of solid.,greater 5 spoon clear material,greater 5 spoon clear materi,5 clear greater materi spoon
Mixture 5 because they have the same amount of water but mixture 5 has more spoon.,The concentrations are the same because both mixtures are saturated.,0,54,Greater than because mixture 5 has the same amount of water with more spoons of solid.,mixture 5 water mixture 5 spoon,mixtur 5 water mixtur 5 spoon,5 5 mixtur mixtur spoon water
Greater than mixture 4.,The concentrations are the same because both mixtures are saturated.,0,54,Greater than because mixture 5 has the same amount of water with more spoons of solid.,greater mixture 4,greater mixtur 4,4 greater mixtur
It is the same because it has the same stuff at the bottom.,The concentrations are the same because both mixtures are saturated.,0,54,Greater than because mixture 5 has the same amount of water with more spoons of solid.,stuff,stuff,stuff
"The same because in the picture of mixture 4 and 5, they show the same salt on the bottom.",The concentrations are the same because both mixtures are saturated.,1,54,Greater than because mixture 5 has the same amount of water with more spoons of solid.,picture mixture 4 5 salt,pictur mixtur 4 5 salt,4 5 mixtur pictur salt
They are the same and equal concentrated.,The concentrations are the same because both mixtures are saturated.,0,54,Greater than because mixture 5 has the same amount of water with more spoons of solid.,equal concentrated,equal concentr,concentr equal
"Mixtures is the same concentration, because both of the mixtures are saturated.",The concentrations are the same because both mixtures are saturated.,1,54,Greater than because mixture 5 has the same amount of water with more spoons of solid.,mixtures concentration mixtures saturated,mixtur concentr mixtur satur,concentr mixtur mixtur satur
It is greater than because mixture 4 has more room to dissolve than mixture 5.,The concentrations are the same because both mixtures are saturated.,0,54,Greater than because mixture 5 has the same amount of water with more spoons of solid.,greater mixture 4 room dissolve mixture 5,greater mixtur 4 room dissolv mixtur 5,4 5 dissolv greater mixtur mixtur room
"The same, because both solutions have the same saturation point so they have the same concentration and amount of solid.",The concentrations are the same because both mixtures are saturated.,1,54,Greater than because mixture 5 has the same amount of water with more spoons of solid.,solutions saturation point concentration solid,solut satur point concentr solid,concentr point satur solid solut
The same because they both reached the saturation point.,The concentrations are the same because both mixtures are saturated.,1,54,Greater than because mixture 5 has the same amount of water with more spoons of solid.,reached saturation point,reach satur point,point reach satur
They are the same amount concentrated because they have the same amount of water and dissolved material.,The concentrations are the same because both mixtures are saturated.,1,54,Greater than because mixture 5 has the same amount of water with more spoons of solid.,concentrated water dissolved material,concentr water dissolv materi,concentr dissolv materi water
It is greater than because they have the same amount of water but 5 has one more spoon than 4.,The concentrations are the same because both mixtures are saturated.,0,54,Greater than because mixture 5 has the same amount of water with more spoons of solid.,greater water 5 spoon 4,greater water 5 spoon 4,4 5 greater spoon water
They are the same because once a solution is saturated it is at its highest level of concentration.,The concentrations are the same because both mixtures are saturated.,1,54,Greater than because mixture 5 has the same amount of water with more spoons of solid.,solution saturated highest level concentration,solut satur highest level concentr,concentr highest level satur solut
The same because once a solution is saturated it is at its highest level of concentration.,The concentrations are the same because both mixtures are saturated.,1,54,Greater than because mixture 5 has the same amount of water with more spoons of solid.,solution saturated highest level concentration,solut satur highest level concentr,concentr highest level satur solut
The concentration is more in 5 because it has more material in it.,The concentrations are the same because both mixtures are saturated.,0,54,Greater than because mixture 5 has the same amount of water with more spoons of solid.,concentration 5 material,concentr 5 materi,5 concentr materi
Greater than.,The concentrations are the same because both mixtures are saturated.,0,54,Greater than because mixture 5 has the same amount of water with more spoons of solid.,greater,greater,greater
"They are the same because when a solution is saturated, it is at its highest point of concentration.",The concentrations are the same because both mixtures are saturated.,1,54,Greater than because mixture 5 has the same amount of water with more spoons of solid.,solution saturated highest point concentration,solut satur highest point concentr,concentr highest point satur solut
They are the same because when the solution is saturated it is at its highest point of concentration.,The concentrations are the same because both mixtures are saturated.,1,54,Greater than because mixture 5 has the same amount of water with more spoons of solid.,solution saturated highest point concentration,solut satur highest point concentr,concentr highest point satur solut
The same because both solutions are saturated.,The concentrations are the same because both mixtures are saturated.,1,54,Greater than because mixture 5 has the same amount of water with more spoons of solid.,solutions saturated,solut satur,satur solut
No because 5 has more scoops than 4.,The concentrations are the same because both mixtures are saturated.,0,54,Greater than because mixture 5 has the same amount of water with more spoons of solid.,5 scoops 4,5 scoop 4,4 5 scoop
Same because if they all have the same water and 4 is concentrated with 4 scoops and 5 with 5 scoops then the solubility is the same because of the same amount of water become crystal.,The concentrations are the same because both mixtures are saturated.,1,54,Greater than because mixture 5 has the same amount of water with more spoons of solid.,water 4 concentrated 4 scoops 5 5 scoops solubility water crystal,water 4 concentr 4 scoop 5 5 scoop solubl water crystal,4 4 5 5 concentr crystal scoop scoop solubl water water
Same as mixture 4 because you cannot see them.,The concentrations are the same because both mixtures are saturated.,0,54,Greater than because mixture 5 has the same amount of water with more spoons of solid.,mixture 4,mixtur 4,4 mixtur
Mixture 5 is greater than mixture 4 because it has the same amount of water and at the bottom it is both clear material but it does not have the same amount of solid.,The concentrations are the same because both mixtures are saturated.,0,54,Greater than because mixture 5 has the same amount of water with more spoons of solid.,mixture 5 greater mixture 4 water clear material solid,mixtur 5 greater mixtur 4 water clear materi solid,4 5 clear greater materi mixtur mixtur solid water
No because there is one extra spoon in 5.,The concentrations are the same because both mixtures are saturated.,0,54,Greater than because mixture 5 has the same amount of water with more spoons of solid.,extra spoon 5,extra spoon 5,5 extra spoon
Same because they are both saturated and it can only hold an equal amount.,The concentrations are the same because both mixtures are saturated.,1,54,Greater than because mixture 5 has the same amount of water with more spoons of solid.,saturated hold equal,satur hold equal,equal hold satur
Greater than because it has more scoops.,The concentrations are the same because both mixtures are saturated.,0,54,Greater than because mixture 5 has the same amount of water with more spoons of solid.,greater scoops,greater scoop,greater scoop
The same because it has the same amount of water.,The concentrations are the same because both mixtures are saturated.,0,54,Greater than because mixture 5 has the same amount of water with more spoons of solid.,water,water,water
Same. Because they are both saturated.,The concentrations are the same because both mixtures are saturated.,1,54,Greater than because mixture 5 has the same amount of water with more spoons of solid.,saturated,satur,satur
The same because they both have the same amount of water.,The concentrations are the same because both mixtures are saturated.,0,54,Greater than because mixture 5 has the same amount of water with more spoons of solid.,water,water,water
The same because once a solution is saturated it is at its greatest concentration.,The concentrations are the same because both mixtures are saturated.,0,54,Greater than because mixture 5 has the same amount of water with more spoons of solid.,solution saturated greatest concentration,solut satur greatest concentr,concentr greatest satur solut
"One, 2, 3 they all are clear with no material on the bottom.",The concentrations are the same because both mixtures are saturated.,0,54,Greater than because mixture 5 has the same amount of water with more spoons of solid.,2 3 clear material,2 3 clear materi,2 3 clear materi
They both have material on the bottom.,The concentrations are the same because both mixtures are saturated.,1,54,Greater than because mixture 5 has the same amount of water with more spoons of solid.,material,materi,materi
Same they both are clear and there is material on bottom.,The concentrations are the same because both mixtures are saturated.,1,54,Greater than because mixture 5 has the same amount of water with more spoons of solid.,clear material,clear materi,clear materi
It is greater than because it has one more spoon of the solid.,The concentrations are the same because both mixtures are saturated.,0,54,Greater than because mixture 5 has the same amount of water with more spoons of solid.,greater spoon solid,greater spoon solid,greater solid spoon
The concentrations are the same because both mixtures are saturated.,The concentrations are the same because both mixtures are saturated.,1,54,Greater than because mixture 5 has the same amount of water with more spoons of solid.,concentrations mixtures saturated,concentr mixtur satur,concentr mixtur satur
