student_answer,teacher_answer,label,question_id,q_answer,q_stopwords,q_stemmed,q_stem_ordered
The motor will run that is how you will know.,"If the motor runs, the object is a conductor.",1,104,The motor will run that is how you will know.,motor run know,motor run know,know motor run
He will know because the motor will run.,"If the motor runs, the object is a conductor.",1,104,The motor will run that is how you will know.,know motor run,know motor run,know motor run
He will know it is a conductor if the motor spins.,"If the motor runs, the object is a conductor.",1,104,The motor will run that is how you will know.,know conductor motor spins,know conductor motor spin,conductor know motor spin
It will conduct electricity.,"If the motor runs, the object is a conductor.",0,104,The motor will run that is how you will know.,conduct electricity,conduct electr,conduct electr
He will know because the motor will come on if it is a conductor.,"If the motor runs, the object is a conductor.",1,104,The motor will run that is how you will know.,know motor come conductor,know motor come conductor,come conductor know motor
Only if the motor works then is a conductor.,"If the motor runs, the object is a conductor.",1,104,The motor will run that is how you will know.,motor works conductor,motor work conductor,conductor motor work
If the motor starts running.,"If the motor runs, the object is a conductor.",1,104,The motor will run that is how you will know.,motor starts running,motor start run,motor run start
If it runs.,"If the motor runs, the object is a conductor.",1,104,The motor will run that is how you will know.,runs,run,run
If the motor comes on.,"If the motor runs, the object is a conductor.",1,104,The motor will run that is how you will know.,motor comes,motor come,come motor
He will know that it will allow the flow of energy.,"If the motor runs, the object is a conductor.",1,104,The motor will run that is how you will know.,know allow flow energy,know allow flow energi,allow energi flow know
Lee would know if is a conductor if it runs.,"If the motor runs, the object is a conductor.",1,104,The motor will run that is how you will know.,lee know conductor runs,lee know conductor run,conductor know lee run
He will know because a conductor is not glowing in a circuit.,"If the motor runs, the object is a conductor.",0,104,The motor will run that is how you will know.,know conductor glowing circuit,know conductor glow circuit,circuit conductor glow know
You will know it is a conductor because the motor will run.,"If the motor runs, the object is a conductor.",1,104,The motor will run that is how you will know.,know conductor motor run,know conductor motor run,conductor know motor run
If the objects a conductor the motor should run and electricity will be able to flow.,"If the motor runs, the object is a conductor.",1,104,The motor will run that is how you will know.,objects conductor motor run electricity able flow,object conductor motor run electr abl flow,abl conductor electr flow motor object run
If the motor runs.,"If the motor runs, the object is a conductor.",1,104,The motor will run that is how you will know.,motor runs,motor run,motor run
It will run or turn on if it is a conductor.,"If the motor runs, the object is a conductor.",1,104,The motor will run that is how you will know.,run turn conductor,run turn conductor,conductor run turn
He will know because the energy will flow in a circle and there will be a open circuit.,"If the motor runs, the object is a conductor.",0,104,The motor will run that is how you will know.,know energy flow circle open circuit,know energi flow circl open circuit,circl circuit energi flow know open
It will run.,"If the motor runs, the object is a conductor.",1,104,The motor will run that is how you will know.,run,run,run
The object will go.,"If the motor runs, the object is a conductor.",1,104,The motor will run that is how you will know.,object,object,object
If the light is on or off.,"If the motor runs, the object is a conductor.",0,104,The motor will run that is how you will know.,light,light,light
By doing what I wrote for the first part.,"If the motor runs, the object is a conductor.",0,104,The motor will run that is how you will know.,wrote,wrote,wrote
You will know because it will start to work.,"If the motor runs, the object is a conductor.",1,104,The motor will run that is how you will know.,know start work,know start work,know start work
He will know the object is a conductor if the energy flows through.,"If the motor runs, the object is a conductor.",1,104,The motor will run that is how you will know.,know object conductor energy flows,know object conductor energi flow,conductor energi flow know object
He will know if the object is a conductor because the motor will run.,"If the motor runs, the object is a conductor.",1,104,The motor will run that is how you will know.,know object conductor motor run,know object conductor motor run,conductor know motor object run
If the object is a conductor it will do what it is suppose to do.,"If the motor runs, the object is a conductor.",0,104,The motor will run that is how you will know.,object conductor suppose,object conductor suppos,conductor object suppos
To try it out and see if it is a conductor.,"If the motor runs, the object is a conductor.",0,104,The motor will run that is how you will know.,try conductor,tri conductor,conductor tri
You will know if the motor runs.,"If the motor runs, the object is a conductor.",1,104,The motor will run that is how you will know.,know motor runs,know motor run,know motor run
You will know if the motor turns on that it is a good conductor.,"If the motor runs, the object is a conductor.",1,104,The motor will run that is how you will know.,know motor turns good conductor,know motor turn good conductor,conductor good know motor turn
He will know if the motor runs.,"If the motor runs, the object is a conductor.",1,104,The motor will run that is how you will know.,know motor runs,know motor run,know motor run
If it runs.,"If the motor runs, the object is a conductor.",1,104,The motor will run that is how you will know.,runs,run,run
He can put thing on a D-Cell.,"If the motor runs, the object is a conductor.",0,104,The motor will run that is how you will know.,thing dcell,thing dcell,dcell thing
The light bulb will or the motor will make a sound.,"If the motor runs, the object is a conductor.",0,104,The motor will run that is how you will know.,light bulb motor sound,light bulb motor sound,bulb light motor sound
The motor will work and that annoying buzz will come back.,"If the motor runs, the object is a conductor.",1,104,The motor will run that is how you will know.,motor work annoying buzz come,motor work annoy buzz come,annoy buzz come motor work
Check if is right or not.,"If the motor runs, the object is a conductor.",0,104,The motor will run that is how you will know.,check right,check right,check right
He will know that if the motor runs.,"If the motor runs, the object is a conductor.",1,104,The motor will run that is how you will know.,know motor runs,know motor run,know motor run
The motor will run.,"If the motor runs, the object is a conductor.",1,104,The motor will run that is how you will know.,motor run,motor run,motor run
"If the motor runs, the object is a conductor.","If the motor runs, the object is a conductor.",1,104,The motor will run that is how you will know.,motor runs object conductor,motor run object conductor,conductor motor object run
