student_answer,teacher_answer,label,question_id,q_answer,q_stopwords,q_stemmed,q_stem_ordered
Because whichever one scratches is the hardest.,"The harder mineral will leave a scratch on the less hard mineral. If the black mineral is harder, the brown mineral will have a scratch.",1,15,Because whichever one scratches is the hardest.,whichever scratches hardest,whichev scratch hardest,hardest scratch whichev
Which one makes a deeper scratch.,"The harder mineral will leave a scratch on the less hard mineral. If the black mineral is harder, the brown mineral will have a scratch.",1,15,Because whichever one scratches is the hardest.,makes deeper scratch,make deeper scratch,deeper make scratch
The other one that did not break is the hardest.,"The harder mineral will leave a scratch on the less hard mineral. If the black mineral is harder, the brown mineral will have a scratch.",0,15,Because whichever one scratches is the hardest.,break hardest,break hardest,break hardest
See which one scratched the other.,"The harder mineral will leave a scratch on the less hard mineral. If the black mineral is harder, the brown mineral will have a scratch.",1,15,Because whichever one scratches is the hardest.,scratched,scratch,scratch
"One will scratch the other one. She should rub the scratch, too. That way she knows if it is a scratch or dust from the other mineral.","The harder mineral will leave a scratch on the less hard mineral. If the black mineral is harder, the brown mineral will have a scratch.",1,15,Because whichever one scratches is the hardest.,scratch rub scratch way knows scratch dust mineral,scratch rub scratch way know scratch dust miner,dust know miner rub scratch scratch scratch way
First you take the black mineral and rub it against the brown mineral. Then see if you can wipe off the mark and if you can the brown one is harder and if you cannot the black one is harder.,"The harder mineral will leave a scratch on the less hard mineral. If the black mineral is harder, the brown mineral will have a scratch.",1,15,Because whichever one scratches is the hardest.,black mineral rub brown mineral wipe mark brown harder black harder,black miner rub brown miner wipe mark brown harder black harder,black black brown brown harder harder mark miner miner rub wipe
"She can rub the scratch. If it goes away, the black one is harder. If it stays there, the brown one is harder.","The harder mineral will leave a scratch on the less hard mineral. If the black mineral is harder, the brown mineral will have a scratch.",1,15,Because whichever one scratches is the hardest.,rub scratch goes away black harder stays brown harder,rub scratch goe away black harder stay brown harder,away black brown goe harder harder rub scratch stay
The one with scratches or deeper scratches is weaker and the other rock is harder.,"The harder mineral will leave a scratch on the less hard mineral. If the black mineral is harder, the brown mineral will have a scratch.",1,15,Because whichever one scratches is the hardest.,scratches deeper scratches weaker rock harder,scratch deeper scratch weaker rock harder,deeper harder rock scratch scratch weaker
When she rubs them together and the other one breaks the one that did not break is the hardest.,"The harder mineral will leave a scratch on the less hard mineral. If the black mineral is harder, the brown mineral will have a scratch.",0,15,Because whichever one scratches is the hardest.,rubs breaks break hardest,rub break break hardest,break break hardest rub
Because it will break.,"The harder mineral will leave a scratch on the less hard mineral. If the black mineral is harder, the brown mineral will have a scratch.",0,15,Because whichever one scratches is the hardest.,break,break,break
