student_answer,teacher_answer,label,question_id
"40, Because between each is 20 and if you times 20 twice you will get 40.",40 meters. The change in elevation is 20 meters between A and B and 20 meters between B and C. So the change between A and C is 40 meters. 20 m plus 20 m equals 40 m.,1,129
"40, C is next to B so you add 20 meters to the elevation contour line band A.",40 meters. The change in elevation is 20 meters between A and B and 20 meters between B and C. So the change between A and C is 40 meters. 20 m plus 20 m equals 40 m.,1,129
"40 meters, The contour interval is 20 meters.",40 meters. The change in elevation is 20 meters between A and B and 20 meters between B and C. So the change between A and C is 40 meters. 20 m plus 20 m equals 40 m.,1,129
"225, You keep adding 75.",40 meters. The change in elevation is 20 meters between A and B and 20 meters between B and C. So the change between A and C is 40 meters. 20 m plus 20 m equals 40 m.,0,129
Because it is the its spread apart.,40 meters. The change in elevation is 20 meters between A and B and 20 meters between B and C. So the change between A and C is 40 meters. 20 m plus 20 m equals 40 m.,0,129
"60 meters, Because it said the change in elevation from line A to B is 20 meters so that lets me know to count by 20 meters.",40 meters. The change in elevation is 20 meters between A and B and 20 meters between B and C. So the change between A and C is 40 meters. 20 m plus 20 m equals 40 m.,0,129
"40, Because it is 20 thought A to B and B to C.",40 meters. The change in elevation is 20 meters between A and B and 20 meters between B and C. So the change between A and C is 40 meters. 20 m plus 20 m equals 40 m.,1,129
"283 meters, Because A is higher.",40 meters. The change in elevation is 20 meters between A and B and 20 meters between B and C. So the change between A and C is 40 meters. 20 m plus 20 m equals 40 m.,0,129
"45, Because you can tell by the lines.",40 meters. The change in elevation is 20 meters between A and B and 20 meters between B and C. So the change between A and C is 40 meters. 20 m plus 20 m equals 40 m.,0,129
25 meters.,40 meters. The change in elevation is 20 meters between A and B and 20 meters between B and C. So the change between A and C is 40 meters. 20 m plus 20 m equals 40 m.,0,129
"30 meters, I measured with my fingers that C was half of B, and since B is 20 and half of that is 10 I added both of them together and got 30 meters.",40 meters. The change in elevation is 20 meters between A and B and 20 meters between B and C. So the change between A and C is 40 meters. 20 m plus 20 m equals 40 m.,0,129
"360, big the line of the A, B, C, D.",40 meters. The change in elevation is 20 meters between A and B and 20 meters between B and C. So the change between A and C is 40 meters. 20 m plus 20 m equals 40 m.,0,129
"C, Because it said the change in elevation for A and B was 20 meters and since it 20 they might be counting by 20's so that is my answer.",40 meters. The change in elevation is 20 meters between A and B and 20 meters between B and C. So the change between A and C is 40 meters. 20 m plus 20 m equals 40 m.,0,129
"40, because if it is like then to get to C just add another 20 meters.",40 meters. The change in elevation is 20 meters between A and B and 20 meters between B and C. So the change between A and C is 40 meters. 20 m plus 20 m equals 40 m.,1,129
"30, well because if A and B equals 20 meters and B true C looked like 10 more meters and I think is 30 meters.",40 meters. The change in elevation is 20 meters between A and B and 20 meters between B and C. So the change between A and C is 40 meters. 20 m plus 20 m equals 40 m.,0,129
"30, I know because A and B is 20 meters and B to C is about 10 meters and it is almost close together.",40 meters. The change in elevation is 20 meters between A and B and 20 meters between B and C. So the change between A and C is 40 meters. 20 m plus 20 m equals 40 m.,0,129
"30, because if you could change A on B so you A and C.",40 meters. The change in elevation is 20 meters between A and B and 20 meters between B and C. So the change between A and C is 40 meters. 20 m plus 20 m equals 40 m.,0,129
"40 meters, now I know is if A to B is 20 meters than A to C is 40 because you add another.",40 meters. The change in elevation is 20 meters between A and B and 20 meters between B and C. So the change between A and C is 40 meters. 20 m plus 20 m equals 40 m.,1,129
