student_answer,teacher_answer,label,question_id
"Like a small river getting big, deltas are formed when a regular river is out to a ocean or lake. Over time the water will erode the mouth into a fan shaped deposit.",Earth materials erode and are carried by flowing water (a river). The earth materials form a delta when the materials are dropped off or deposited when the water stops flowing (at the mouth of a river).,0,22
A river rock earth motional with it and deposits it at the mouth. There is forming a delta.,Earth materials erode and are carried by flowing water (a river). The earth materials form a delta when the materials are dropped off or deposited when the water stops flowing (at the mouth of a river).,0,22
Deltas are earth materials that are carried away by the river and settle.,Earth materials erode and are carried by flowing water (a river). The earth materials form a delta when the materials are dropped off or deposited when the water stops flowing (at the mouth of a river).,0,22
A delta forms at the mouth of a river when earth material is carried away in a river.,Earth materials erode and are carried by flowing water (a river). The earth materials form a delta when the materials are dropped off or deposited when the water stops flowing (at the mouth of a river).,0,22
They come from water and water just keeps on building up.,Earth materials erode and are carried by flowing water (a river). The earth materials form a delta when the materials are dropped off or deposited when the water stops flowing (at the mouth of a river).,0,22
A erosion happen and over the time it forms.,Earth materials erode and are carried by flowing water (a river). The earth materials form a delta when the materials are dropped off or deposited when the water stops flowing (at the mouth of a river).,0,22
The depositions collapsing into them.,Earth materials erode and are carried by flowing water (a river). The earth materials form a delta when the materials are dropped off or deposited when the water stops flowing (at the mouth of a river).,0,22
It forms by a deposit of earth materials at mouth of a stream or river.,Earth materials erode and are carried by flowing water (a river). The earth materials form a delta when the materials are dropped off or deposited when the water stops flowing (at the mouth of a river).,0,22
Deltas are formed because the water takes the sand to the end of the river where it piles up and forms a delta.,Earth materials erode and are carried by flowing water (a river). The earth materials form a delta when the materials are dropped off or deposited when the water stops flowing (at the mouth of a river).,0,22
Delta forms by water or a river.,Earth materials erode and are carried by flowing water (a river). The earth materials form a delta when the materials are dropped off or deposited when the water stops flowing (at the mouth of a river).,0,22
Delta is formed because the mouth is full of water or melted ice.,Earth materials erode and are carried by flowing water (a river). The earth materials form a delta when the materials are dropped off or deposited when the water stops flowing (at the mouth of a river).,0,22
It is formed by a mouth of river of stream.,Earth materials erode and are carried by flowing water (a river). The earth materials form a delta when the materials are dropped off or deposited when the water stops flowing (at the mouth of a river).,0,22
It is formed by amount river or stream.,Earth materials erode and are carried by flowing water (a river). The earth materials form a delta when the materials are dropped off or deposited when the water stops flowing (at the mouth of a river).,0,22
Deltas form by depositions with water.,Earth materials erode and are carried by flowing water (a river). The earth materials form a delta when the materials are dropped off or deposited when the water stops flowing (at the mouth of a river).,0,22
A deposition at the mouth of the river.,Earth materials erode and are carried by flowing water (a river). The earth materials form a delta when the materials are dropped off or deposited when the water stops flowing (at the mouth of a river).,0,22
A delta is formed when water is deposited.,Earth materials erode and are carried by flowing water (a river). The earth materials form a delta when the materials are dropped off or deposited when the water stops flowing (at the mouth of a river).,0,22
Delta is form by different kinds of rock and gravity.,Earth materials erode and are carried by flowing water (a river). The earth materials form a delta when the materials are dropped off or deposited when the water stops flowing (at the mouth of a river).,0,22
I pick gravity because gravity is like process.,Earth materials erode and are carried by flowing water (a river). The earth materials form a delta when the materials are dropped off or deposited when the water stops flowing (at the mouth of a river).,0,22
It forms with gravity because it is like metal and plastic.,Earth materials erode and are carried by flowing water (a river). The earth materials form a delta when the materials are dropped off or deposited when the water stops flowing (at the mouth of a river).,0,22
By earth materials moving then stopping where the delta is.,Earth materials erode and are carried by flowing water (a river). The earth materials form a delta when the materials are dropped off or deposited when the water stops flowing (at the mouth of a river).,0,22
