student_answer,teacher_answer,label,question_id
By doing the steps that I told her.,Seeing multiple colors would show that vinegar can separate the permanent ink.,0,89
By the color when is changing color.,Seeing multiple colors would show that vinegar can separate the permanent ink.,1,89
The pigment will separate.,Seeing multiple colors would show that vinegar can separate the permanent ink.,0,89
By looking at the vinegar.,Seeing multiple colors would show that vinegar can separate the permanent ink.,0,89
By looking at the paper and see if it ovals.,Seeing multiple colors would show that vinegar can separate the permanent ink.,0,89
She will see the different pigments.,Seeing multiple colors would show that vinegar can separate the permanent ink.,0,89
She will know the vinegar separates the permanent ink.,Seeing multiple colors would show that vinegar can separate the permanent ink.,0,89
It is not the same.,Seeing multiple colors would show that vinegar can separate the permanent ink.,0,89
It will have different colors on it.,Seeing multiple colors would show that vinegar can separate the permanent ink.,0,89
By looking at it when Sarah tries it.,Seeing multiple colors would show that vinegar can separate the permanent ink.,0,89
Because it is liquid.,Seeing multiple colors would show that vinegar can separate the permanent ink.,0,89
She will have to try it out.,Seeing multiple colors would show that vinegar can separate the permanent ink.,0,89
Just wait for 3 minutes.,Seeing multiple colors would show that vinegar can separate the permanent ink.,0,89
If she sees different colored pigments.,Seeing multiple colors would show that vinegar can separate the permanent ink.,1,89
She would see if there is different pigment in the color.,Seeing multiple colors would show that vinegar can separate the permanent ink.,1,89
She will put vinegar on the permanent ink to see if it will spread.,Seeing multiple colors would show that vinegar can separate the permanent ink.,0,89
She will not because the ink will not separate.,Seeing multiple colors would show that vinegar can separate the permanent ink.,0,89
It be better than water.,Seeing multiple colors would show that vinegar can separate the permanent ink.,0,89
You will see the ink spread on the paper.,Seeing multiple colors would show that vinegar can separate the permanent ink.,0,89
If Sarah can see what of different colors that means it worked.,Seeing multiple colors would show that vinegar can separate the permanent ink.,1,89
She will either see pigments or it will rise.,Seeing multiple colors would show that vinegar can separate the permanent ink.,1,89
To do chromatography test.,Seeing multiple colors would show that vinegar can separate the permanent ink.,0,89
Because the washbowl ink will start to disappear and the permanent ink will not disappear.,Seeing multiple colors would show that vinegar can separate the permanent ink.,0,89
It will get blue and it will get dark or light.,Seeing multiple colors would show that vinegar can separate the permanent ink.,0,89
Because it will not do nothing and it will not wick.,Seeing multiple colors would show that vinegar can separate the permanent ink.,0,89
Because it will start to do like a mountain.,Seeing multiple colors would show that vinegar can separate the permanent ink.,0,89
To do chromatography tests.,Seeing multiple colors would show that vinegar can separate the permanent ink.,0,89
She just look and see if it changes.,Seeing multiple colors would show that vinegar can separate the permanent ink.,0,89
The ink would separate from the paper.,Seeing multiple colors would show that vinegar can separate the permanent ink.,0,89
She will know by looking at the color and she can tell because after a while the color will start to spread.,Seeing multiple colors would show that vinegar can separate the permanent ink.,0,89
She will know because the ink will be going up and down.,Seeing multiple colors would show that vinegar can separate the permanent ink.,0,89
If she tries it.,Seeing multiple colors would show that vinegar can separate the permanent ink.,0,89
Sarah will know if she watches it wick.,Seeing multiple colors would show that vinegar can separate the permanent ink.,0,89
Because when you put it in it wicks.,Seeing multiple colors would show that vinegar can separate the permanent ink.,0,89
Sarah will know if there is different colors and if the moves up.,Seeing multiple colors would show that vinegar can separate the permanent ink.,1,89
"If you see like colors that make the color, and even if it starts to wick.",Seeing multiple colors would show that vinegar can separate the permanent ink.,1,89
Seeing multiple colors would show that vinegar can separate the permanent ink.,Seeing multiple colors would show that vinegar can separate the permanent ink.,1,89
