student_answer,teacher_answer,label,question_id
The motor will run that is how you will know.,"If the motor runs, the object is a conductor.",1,104
He will know because the motor will run.,"If the motor runs, the object is a conductor.",1,104
He will know it is a conductor if the motor spins.,"If the motor runs, the object is a conductor.",1,104
It will conduct electricity.,"If the motor runs, the object is a conductor.",0,104
He will know because the motor will come on if it is a conductor.,"If the motor runs, the object is a conductor.",1,104
Only if the motor works then is a conductor.,"If the motor runs, the object is a conductor.",1,104
If the motor starts running.,"If the motor runs, the object is a conductor.",1,104
If it runs.,"If the motor runs, the object is a conductor.",1,104
If the motor comes on.,"If the motor runs, the object is a conductor.",1,104
He will know that it will allow the flow of energy.,"If the motor runs, the object is a conductor.",1,104
Lee would know if is a conductor if it runs.,"If the motor runs, the object is a conductor.",1,104
He will know because a conductor is not glowing in a circuit.,"If the motor runs, the object is a conductor.",0,104
You will know it is a conductor because the motor will run.,"If the motor runs, the object is a conductor.",1,104
If the objects a conductor the motor should run and electricity will be able to flow.,"If the motor runs, the object is a conductor.",1,104
If the motor runs.,"If the motor runs, the object is a conductor.",1,104
It will run or turn on if it is a conductor.,"If the motor runs, the object is a conductor.",1,104
He will know because the energy will flow in a circle and there will be a open circuit.,"If the motor runs, the object is a conductor.",0,104
It will run.,"If the motor runs, the object is a conductor.",1,104
The object will go.,"If the motor runs, the object is a conductor.",1,104
If the light is on or off.,"If the motor runs, the object is a conductor.",0,104
By doing what I wrote for the first part.,"If the motor runs, the object is a conductor.",0,104
You will know because it will start to work.,"If the motor runs, the object is a conductor.",1,104
He will know the object is a conductor if the energy flows through.,"If the motor runs, the object is a conductor.",1,104
He will know if the object is a conductor because the motor will run.,"If the motor runs, the object is a conductor.",1,104
If the object is a conductor it will do what it is suppose to do.,"If the motor runs, the object is a conductor.",0,104
To try it out and see if it is a conductor.,"If the motor runs, the object is a conductor.",0,104
You will know if the motor runs.,"If the motor runs, the object is a conductor.",1,104
You will know if the motor turns on that it is a good conductor.,"If the motor runs, the object is a conductor.",1,104
He will know if the motor runs.,"If the motor runs, the object is a conductor.",1,104
If it runs.,"If the motor runs, the object is a conductor.",1,104
He can put thing on a D-Cell.,"If the motor runs, the object is a conductor.",0,104
The light bulb will or the motor will make a sound.,"If the motor runs, the object is a conductor.",0,104
The motor will work and that annoying buzz will come back.,"If the motor runs, the object is a conductor.",1,104
Check if is right or not.,"If the motor runs, the object is a conductor.",0,104
He will know that if the motor runs.,"If the motor runs, the object is a conductor.",1,104
The motor will run.,"If the motor runs, the object is a conductor.",1,104
"If the motor runs, the object is a conductor.","If the motor runs, the object is a conductor.",1,104
